"","AMG.Open","AMG.High","AMG.Low","AMG.Close","AMG.Volume","AMG.Adjusted"
"2010-12-17",98.599998,99.839996,98.330002,99.260002,820600,96.986465
"2010-12-20",99.559998,99.839996,98.650002,99.400002,558800,97.123253
"2010-12-21",99.870003,101.980003,99.75,101.860001,449100,99.526909
"2010-12-22",101.889999,102.059998,100.379997,101.139999,374700,98.823395
"2010-12-23",101.160004,101.269997,99.360001,99.809998,377500,97.523849
"2010-12-27",99.349998,100.080002,98.839996,100.080002,246500,97.787682
"2010-12-28",100.349998,100.510002,99.379997,99.739998,133000,97.455467
"2010-12-29",99.900002,100.339996,99.040001,99.709999,163700,97.426155
"2010-12-30",99.809998,100.18,98.660004,98.779999,234300,96.517441
"2010-12-31",98.830002,100.050003,98.360001,99.220001,277600,96.94738
"2011-01-03",100.32,102.669998,100.32,100.68,576100,98.37394
"2011-01-04",100.739998,101.07,98.43,99.019997,282500,96.75193
"2011-01-05",98.779999,99.650002,98.779999,99.25,315600,96.976685
"2011-01-06",99.709999,100.150002,99.18,100,413300,97.709511
"2011-01-07",100.290001,101.290001,98.68,99.589996,288200,97.308907
"2011-01-10",99.279999,103.550003,99.279999,103.25,423200,100.885071
"2011-01-11",103.870003,104.379997,102.209999,102.790001,244000,100.4356
"2011-01-12",103.629997,104.540001,101.800003,104.519997,275100,102.125969
"2011-01-13",104.709999,106.82,104.019997,105.870003,647800,103.445061
"2011-01-14",105.459999,105.75,104.400002,104.769997,483300,102.370247
"2011-01-18",104.75,104.93,101.510002,103.980003,629300,101.598351
"2011-01-19",104.150002,104.300003,101.709999,102.120003,1028300,99.780937
"2011-01-20",101.900002,102.510002,99.209999,100.190002,647200,97.895157
"2011-01-21",100.339996,101.760002,100.019997,100.449997,577600,98.149193
"2011-01-24",100.449997,101.610001,100.449997,100.959999,416100,98.647522
"2011-01-25",100.650002,100.650002,97.959999,99.629997,624400,97.347992
"2011-01-26",99.730003,102.489998,99.599998,101.370003,517800,99.048126
"2011-01-27",101.519997,104.760002,101.489998,104.580002,359400,102.184608
"2011-01-28",104.959999,105.900002,100.760002,101.769997,486500,99.438972
"2011-01-31",102.059998,103.019997,101.379997,101.830002,410800,99.497597
"2011-02-01",102.68,103.349998,99.709999,100.010002,1081500,97.719292
"2011-02-02",99.870003,102.169998,99,100.410004,490700,98.11013
"2011-02-03",99.800003,99.839996,96.900002,99.019997,481600,96.75193
"2011-02-04",99.019997,100.440002,98.720001,99.75,409400,97.46524
"2011-02-07",99.949997,102.779999,99.949997,101.830002,358800,99.497597
"2011-02-08",101.830002,102.349998,100.889999,101.160004,289500,98.842941
"2011-02-09",101.010002,102.449997,100.660004,101.519997,346500,99.194687
"2011-02-10",101.110001,104.82,100.519997,104.489998,463400,102.096664
"2011-02-11",104.019997,108.769997,104.019997,108.599998,624200,106.112518
"2011-02-14",108.330002,110.339996,107.800003,110.129997,552500,107.607475
"2011-02-15",109.199997,110.790001,109.199997,109.699997,579700,107.18734
"2011-02-16",109.919998,112.860001,109.559998,111.900002,644600,109.336952
"2011-02-17",111.220001,111.800003,110.959999,111.389999,474400,108.838631
"2011-02-18",111.540001,112.410004,111.050003,112.199997,219900,109.630074
"2011-02-22",109.970001,112.18,107.199997,107.220001,721600,104.764145
"2011-02-23",107.599998,108.050003,102.139999,104.300003,590900,101.911026
"2011-02-24",104.790001,106.110001,102.650002,104.610001,438900,102.213921
"2011-02-25",105.510002,107.349998,105.43,107,291200,104.549171
"2011-02-28",107,108.160004,105.5,106.75,222000,104.304901
"2011-03-01",106.730003,107.190002,103.699997,103.760002,260800,101.383385
"2011-03-02",103.510002,105.629997,103.32,104.470001,235900,102.077141
"2011-03-03",106.18,109.360001,105.980003,109.279999,376300,106.776955
"2011-03-04",106.129997,109.769997,106.129997,107.419998,357700,104.959549
"2011-03-07",107.639999,108.860001,104.18,104.949997,221700,102.546135
"2011-03-08",105.07,107.220001,103.940002,106.639999,232700,104.197418
"2011-03-09",106.610001,107.589996,105.82,107.139999,230800,104.685966
"2011-03-10",105.190002,105.489998,103.790001,104.029999,330200,101.647209
"2011-03-11",103.169998,105.32,102.589996,105,203800,102.594978
"2011-03-14",103.989998,104.870003,101.889999,102.75,221700,100.39653
"2011-03-15",102.190002,102.190002,98.010002,100.699997,534800,98.393463
"2011-03-16",100.410004,100.839996,97.220001,98.410004,486000,96.15593
"2011-03-17",100.269997,101.239998,98.059998,98.57,379500,96.312263
"2011-03-18",99.93,101.059998,99.150002,100.169998,392600,97.875626
"2011-03-21",101.809998,103.93,101.440002,103.309998,472500,100.943695
"2011-03-22",103.540001,105.349998,103.209999,105.099998,453900,102.692688
"2011-03-23",104.519997,105.459999,102.650002,105.239998,363700,102.829491
"2011-03-24",105.830002,106.470001,104.029999,106.239998,317800,103.806572
"2011-03-25",106.519997,107.68,105.550003,105.790001,342400,103.366898
"2011-03-28",106.199997,106.559998,105.43,105.639999,204100,103.220329
"2011-03-29",105.610001,106.790001,104.269997,106.279999,269900,103.84568
"2011-03-30",107.220001,108.809998,106.959999,108.440002,229000,105.956184
"2011-03-31",108,109.690002,107.690002,109.370003,373300,106.864899
"2011-04-01",109.879997,111.919998,108.800003,110.849998,421300,108.310989
"2011-04-04",110.93,112.349998,110.93,112.059998,267800,109.493279
"2011-04-05",111.529999,112.470001,110.889999,111.580002,250300,109.024277
"2011-04-06",112.559998,112.559998,109.989998,111.699997,324000,109.141518
"2011-04-07",111.449997,112.980003,110.919998,111.809998,277700,109.249001
"2011-04-08",112.760002,113,108.989998,109.739998,399700,107.226418
"2011-04-11",108.660004,110.040001,105.690002,105.75,633000,103.327812
"2011-04-12",105.360001,106.199997,103.620003,103.68,556900,101.305222
"2011-04-13",104.129997,104.739998,102.419998,103.709999,770100,101.334534
"2011-04-14",103.099998,103.989998,102.32,102.540001,620900,100.19133
"2011-04-15",103,104.779999,102.589996,104.410004,707300,102.018501
"2011-04-18",102.839996,102.849998,100.550003,101.82,787600,99.487839
"2011-04-19",102.309998,102.989998,100.779999,101.449997,468800,99.126305
"2011-04-20",103.459999,104.110001,102.800003,103.260002,461000,100.894852
"2011-04-21",104.18,106.510002,103.510002,106.150002,425600,103.718651
"2011-04-25",105.730003,105.730003,103.690002,105.160004,288300,102.751328
"2011-04-26",106,111.209999,106,110.129997,1002200,107.607475
"2011-04-27",110.18,110.830002,107.440002,109.300003,675900,106.796494
"2011-04-28",109.040001,111.269997,108.730003,109.470001,567200,106.962608
"2011-04-29",109.410004,109.660004,108.709999,109.080002,327000,106.58152
"2011-05-02",109.959999,110.690002,108.339996,108.599998,344800,106.112518
"2011-05-03",108.260002,108.589996,105.139999,106.220001,412200,103.787041
"2011-05-04",106.309998,106.589996,103.800003,105.019997,357400,102.614525
"2011-05-05",103.910004,106.050003,103.190002,104.239998,258700,101.852394
"2011-05-06",106,106.940002,103.949997,104.720001,252000,102.321404
"2011-05-09",104.699997,105.730003,103.910004,105.309998,230000,102.897888
"2011-05-10",105.769997,107.580002,105.720001,107.040001,313800,104.588264
"2011-05-11",106.540001,107.410004,104.139999,105.309998,286100,102.897888
"2011-05-12",104.849998,106.720001,103.540001,106.25,260000,103.816353
"2011-05-13",106.330002,106.330002,103.940002,104.110001,236600,101.72538
"2011-05-16",103.580002,104.879997,102.510002,102.660004,241900,100.308578
"2011-05-17",101.959999,102.360001,99.959999,101.309998,372400,98.989502
"2011-05-18",101.519997,103.199997,100.660004,103,294800,100.640808
"2011-05-19",103.629997,105.610001,103.290001,105.599998,868900,103.181236
"2011-05-20",104.959999,105.860001,104.199997,104.660004,570300,102.262772
"2011-05-23",103.620003,103.93,102.510002,103.57,603100,101.197723
"2011-05-24",103.739998,104.129997,103.07,103.519997,474200,101.14888
"2011-05-25",103.07,105.019997,102.620003,103.580002,457300,101.207512
"2011-05-26",103,104.019997,101.769997,103.629997,398400,101.256371
"2011-05-27",104.120003,105.339996,103.370003,104.93,285200,102.526588
"2011-05-31",105.980003,106.519997,104.459999,105.730003,425000,103.308266
"2011-06-01",104.389999,105.699997,99.650002,99.849998,598500,97.56295
"2011-06-02",99.720001,100.900002,98.919998,100.199997,480300,97.904922
"2011-06-03",99.269997,99.269997,97.57,98.07,473800,95.823723
"2011-06-06",97.470001,98.730003,93.699997,94.220001,628300,92.061905
"2011-06-07",94.769997,95.769997,93.900002,94.629997,469900,92.462509
"2011-06-08",94.589996,95.290001,94.160004,94.589996,554600,92.423439
"2011-06-09",94.629997,96.769997,94.440002,96.040001,704000,93.840233
"2011-06-10",95.849998,96.68,94.779999,96.040001,645500,93.840233
"2011-06-13",96.080002,96.309998,94.900002,95.519997,545800,93.33213
"2011-06-14",96.93,98.370003,96.370003,97.919998,521500,95.677155
"2011-06-15",96.550003,97.82,95.239998,95.980003,613900,93.781593
"2011-06-16",96,97.050003,93.379997,95.25,641300,93.068329
"2011-06-17",96.540001,97.720001,95.699997,96.059998,560700,93.859756
"2011-06-20",95.760002,97.690002,95.360001,96.440002,394100,94.231049
"2011-06-21",97.010002,100.139999,96.75,100.010002,533900,97.719292
"2011-06-22",99.160004,100.209999,98.400002,98.529999,501400,96.273178
"2011-06-23",97.139999,98.620003,95.190002,98.540001,424600,96.282959
"2011-06-24",98.519997,98.900002,95.769997,96.110001,481900,93.908607
"2011-06-27",95.940002,98.019997,95.349998,97.589996,350800,95.354713
"2011-06-28",97.730003,99.809998,97.730003,99.43,312400,97.152565
"2011-06-29",100,101.830002,99.82,101.029999,476500,98.715927
"2011-06-30",101.300003,102.010002,100.300003,101.449997,314300,99.126305
"2011-07-01",101.68,104.300003,101.449997,104.199997,474000,101.813316
"2011-07-05",103.610001,104.339996,102.209999,103.940002,456300,101.559265
"2011-07-06",103.489998,104.980003,102.279999,104.620003,419300,102.223686
"2011-07-07",105.800003,109.669998,105.769997,108.510002,746600,106.024605
"2011-07-08",106.449997,106.599998,104.629997,105.980003,513100,103.552536
"2011-07-11",103.860001,104.230003,101.400002,101.709999,398000,99.380341
"2011-07-12",101.400002,103.089996,100.629997,100.839996,469700,98.530266
"2011-07-13",101.209999,103.739998,100.349998,101.309998,396400,98.989502
"2011-07-14",101.599998,102.940002,99.43,99.68,415400,97.396843
"2011-07-15",100.330002,100.5,97.699997,100.029999,497400,97.738831
"2011-07-18",99.379997,99.639999,97.230003,98.010002,435700,95.765106
"2011-07-19",99.050003,100.480003,98.43,99.660004,490600,97.377296
"2011-07-20",100.220001,100.580002,99.290001,100.160004,462100,97.865852
"2011-07-21",101.019997,103.769997,101.010002,103.349998,707800,100.98278
"2011-07-22",103.25,104.449997,102.349998,103.610001,461100,101.236839
"2011-07-25",101.540001,103.410004,101.160004,102.190002,409400,99.849365
"2011-07-26",101.910004,108.400002,101.910004,106.919998,1123400,104.470985
"2011-07-27",105.900002,106.400002,102.82,103.07,1161100,100.70919
"2011-07-28",103.07,106.139999,102.769997,103.860001,636500,101.481094
"2011-07-29",102.290001,105.660004,100.870003,104.330002,658400,101.940338
"2011-08-01",106.230003,106.669998,100.699997,102.580002,838600,100.230408
"2011-08-02",101.760002,103.160004,97.480003,97.529999,613700,95.296089
"2011-08-03",97.709999,100.07,95.68,99.889999,727100,97.602028
"2011-08-04",98.169998,98.769997,92.120003,92.599998,894600,90.479004
"2011-08-05",93.879997,93.919998,88.029999,90.239998,1146500,88.173058
"2011-08-08",86.019997,88.419998,79.279999,79.82,1086600,77.991737
"2011-08-09",81.959999,88.209999,80.07,88.07,1245000,86.052765
"2011-08-10",84.900002,87.349998,81.82,81.970001,1226200,80.092499
"2011-08-11",82.839996,87.889999,81.330002,86.690002,909300,84.704376
"2011-08-12",87.43,88.709999,86.029999,86.959999,480200,84.968193
"2011-08-15",88.339996,90.080002,87.489998,89.940002,587400,87.879944
"2011-08-16",88.410004,88.980003,85.43,87.480003,764100,85.476288
"2011-08-17",88.120003,88.720001,84.080002,85.599998,877100,83.639336
"2011-08-18",81.709999,81.709999,75.709999,77.389999,1825100,75.617393
"2011-08-19",76.080002,80.879997,76.080002,77.099998,966600,75.33403
"2011-08-22",81.269997,81.269997,76.599998,77.230003,734900,75.461052
"2011-08-23",77.059998,81.650002,76.010002,81.57,743600,79.701637
"2011-08-24",81.150002,84.379997,80.629997,83.010002,896100,81.108673
"2011-08-25",83.290001,85.769997,81.089996,81.75,535100,79.877525
"2011-08-26",80.779999,85.099998,80,84.089996,513200,82.163918
"2011-08-29",86.010002,88.209999,85.559998,87.660004,517300,85.652168
"2011-08-30",87.029999,88.860001,86.279999,86.870003,648400,84.880264
"2011-08-31",87.989998,89.199997,86.080002,87.160004,604700,85.16362
"2011-09-01",87.18,87.870003,84.669998,84.760002,636500,82.818596
"2011-09-02",81.910004,83.989998,81.25,81.919998,484800,80.04364
"2011-09-06",78.900002,80.540001,77.150002,80.290001,829500,78.450958
"2011-09-07",82.07,85.989998,81.959999,85.309998,691700,83.355988
"2011-09-08",84.459999,85.099998,82.800003,83.139999,690800,81.235687
"2011-09-09",82.089996,84.410004,80.370003,81.239998,865600,79.379211
"2011-09-12",79.610001,81.809998,78.080002,81.75,695900,79.877525
"2011-09-13",82.190002,83.690002,80.940002,82.739998,670600,80.844849
"2011-09-14",83.629997,86.089996,81.739998,84.709999,554200,82.769714
"2011-09-15",85.629997,87.629997,84.82,87.510002,516100,85.505592
"2011-09-16",88.089996,88.550003,85.389999,87.720001,490200,85.710777
"2011-09-19",85.300003,86.459999,83.089996,85.559998,458700,83.600258
"2011-09-20",86.150002,87.269997,84.290001,84.400002,545000,82.466835
"2011-09-21",84.32,85.540001,80.769997,80.779999,653700,78.929749
"2011-09-22",78.709999,79.870003,76.949997,78.529999,803500,76.731285
"2011-09-23",77.900002,81.339996,77.339996,79.809998,853600,77.981972
"2011-09-26",80.830002,82.989998,78.349998,82.699997,551400,80.805771
"2011-09-27",83.480003,88.720001,83.480003,84.849998,1099800,82.906525
"2011-09-28",84.849998,85.809998,79.849998,80.010002,851600,78.177383
"2011-09-29",82.389999,83.459999,79.690002,83.010002,784600,81.108673
"2011-09-30",81.07,81.279999,78.050003,78.050003,892800,76.262283
"2011-10-03",77.75,78.43,72.879997,72.879997,1290500,71.210693
"2011-10-04",71.860001,77.790001,70.269997,77.519997,1300000,75.7444
"2011-10-05",77.529999,79.050003,75.599998,78.400002,831600,76.604248
"2011-10-06",77.940002,80.379997,75.760002,80.199997,601000,78.363037
"2011-10-07",80.57,81.029999,76.620003,77.849998,701000,76.066849
"2011-10-10",80.029999,83.860001,79.489998,83.82,599700,81.900116
"2011-10-11",82.709999,85.279999,82.139999,84.639999,684800,82.701324
"2011-10-12",85.239998,88.489998,84.970001,87.150002,797300,85.153839
"2011-10-13",85.769997,85.769997,81.849998,84.120003,874800,82.193253
"2011-10-14",85.620003,86.440002,83.739998,85.669998,375000,83.707726
"2011-10-17",84.809998,84.910004,82.510002,82.760002,392700,80.864395
"2011-10-18",83.699997,87.5,82.330002,86.800003,467400,84.811852
"2011-10-19",86.18,87.410004,84.769997,85.099998,534900,83.150787
"2011-10-20",85.059998,86.559998,82.860001,85.93,451400,83.961777
"2011-10-21",87.190002,88.419998,86.160004,87.449997,403100,85.44696
"2011-10-24",87.839996,90.550003,87.839996,90.260002,482400,88.192612
"2011-10-25",89.370003,90.25,85.68,87.360001,898400,85.359032
"2011-10-26",89.529999,90.230003,86.779999,89.68,646400,87.625877
"2011-10-27",93.660004,100.410004,93.650002,98.389999,1053300,96.136391
"2011-10-28",97.910004,98.75,96.900002,97.059998,558800,94.836845
"2011-10-31",95.120003,95.220001,92.5,92.610001,667300,90.488777
"2011-11-01",88.25,91,87.050003,88.489998,966200,86.463142
"2011-11-02",90.610001,92.360001,89.459999,91.620003,570600,89.521454
"2011-11-03",93.07,94.779999,89.730003,94.300003,527400,92.14006
"2011-11-04",92.82,93.839996,91.07,93.5,309900,91.358398
"2011-11-07",93.120003,94.089996,91.099998,93.730003,252600,91.583138
"2011-11-08",94.709999,95.660004,92.080002,94.099998,478700,91.944649
"2011-11-09",92.199997,92.199997,88.339996,88.730003,497500,86.697647
"2011-11-10",93.269997,93.279999,88.410004,90.25,491400,88.182823
"2011-11-11",92.019997,93.160004,91.720001,92.790001,315000,90.664658
"2011-11-14",92.32,92.910004,90.599998,91.68,364200,89.580078
"2011-11-15",91.059998,93.379997,90.309998,92.779999,326200,90.654892
"2011-11-16",91.730003,93.559998,91.220001,92.010002,511100,89.902527
"2011-11-17",92.150002,92.519997,88.43,88.970001,586000,86.932137
"2011-11-18",89.739998,91.099998,88.260002,89.830002,446800,87.772453
"2011-11-21",88.389999,88.389999,85.379997,86.419998,585200,84.440552
"2011-11-22",86.139999,86.849998,84.629997,85.559998,550000,83.600258
"2011-11-23",84.129997,85.360001,82.300003,82.739998,598100,80.844849
"2011-11-25",82.040001,83.779999,81.279999,81.839996,304100,79.965446
"2011-11-28",85.379997,88.580002,85.099998,87.739998,775700,85.730309
"2011-11-29",87.779999,88.650002,86.93,87.550003,398700,85.544685
"2011-11-30",90.080002,94.720001,90.07,94.57,733500,92.403885
"2011-12-01",94.059998,94.360001,92.760002,93.019997,414300,90.889374
"2011-12-02",94.5,97.169998,94,95.669998,697200,93.478691
"2011-12-05",97.629997,99.779999,97.110001,98.169998,490600,95.921432
"2011-12-06",98.089996,98.790001,96.709999,97.190002,363200,94.963875
"2011-12-07",96.089996,97.93,94.889999,97.550003,304900,95.31562
"2011-12-08",96.209999,96.209999,93.220001,93.580002,295400,91.436569
"2011-12-09",94.07,96.489998,93.779999,95.849998,401900,93.654556
"2011-12-12",93.82,93.879997,92.330002,93.339996,4e+05,91.202049
"2011-12-13",94.050003,94.389999,90.150002,91.349998,364000,89.257629
"2011-12-14",90.360001,91.059998,88.709999,90.220001,420800,88.153519
"2011-12-15",92.019997,92.080002,90.239998,90.449997,292800,88.37825
"2011-12-16",91.370003,92.980003,90.660004,91.529999,602500,89.43351
"2011-12-19",91.849998,92.559998,89.360001,89.669998,445300,87.616112
"2011-12-20",91.900002,94.75,91.900002,94.68,462400,92.51136
"2011-12-21",94,95.199997,92.480003,95.150002,388000,92.970604
"2011-12-22",95.239998,96.529999,95.110001,96.169998,246500,93.967247
"2011-12-23",96.660004,96.870003,96.010002,96.739998,204700,94.52417
"2011-12-27",96.580002,97.860001,96.349998,96.779999,131600,94.563271
"2011-12-28",96.949997,96.949997,94.169998,94.389999,247000,92.228004
"2011-12-29",95.080002,97.07,94.730003,96.940002,204700,94.719604
"2011-12-30",97.07,97.07,95.779999,95.949997,265800,93.752266
"2012-01-03",98.690002,99.949997,96.93,97.510002,390700,95.276558
"2012-01-04",96.68,98.410004,95.949997,97.800003,302900,95.559898
"2012-01-05",96.839996,98.660004,96.160004,98.230003,487100,95.980064
"2012-01-06",98.650002,99.019997,97.540001,98.019997,376700,95.774857
"2012-01-09",99.699997,101.57,99.260002,99.989998,620900,97.69973
"2012-01-10",100.57,102.510002,100.529999,102.480003,694500,100.132706
"2012-01-11",101.629997,102.269997,100.18,101.040001,491600,98.725693
"2012-01-12",101.190002,101.190002,98.970001,99.93,562300,97.641121
"2012-01-13",98.269997,99,97.660004,98.639999,448800,96.380646
"2012-01-17",99.889999,100.160004,97.989998,98.029999,342200,95.78463
"2012-01-18",98.139999,99.540001,97.580002,99.169998,457900,96.898521
"2012-01-19",99.82,102.440002,99.639999,101.199997,546200,98.882019
"2012-01-20",101.07,101.82,100.07,101.139999,444600,98.823395
"2012-01-23",100.800003,102.269997,100.330002,100.779999,460100,98.471642
"2012-01-24",99.610001,101.879997,99.459999,101.449997,296800,99.126305
"2012-01-25",100.879997,102.029999,100.260002,101.690002,405600,99.360809
"2012-01-26",102.629997,104.059998,101.720001,102.610001,488500,100.259735
"2012-01-27",101.510002,102.699997,101.139999,102.169998,342000,99.829796
"2012-01-30",100.800003,101.589996,99.620003,100.559998,469200,98.256683
"2012-01-31",101.25,101.43,97.300003,100.510002,805000,98.20784
"2012-02-01",99.660004,103.879997,99.660004,103.410004,554200,101.041412
"2012-02-02",103.5,104.949997,103.279999,103.849998,414800,101.471313
"2012-02-03",105.610001,107.739998,105.489998,107.690002,503100,105.223358
"2012-02-06",106.790001,108.150002,106.010002,106.589996,493500,104.148567
"2012-02-07",106.309998,107.970001,105.43,107.599998,682400,105.135429
"2012-02-08",107.620003,108.639999,106.720001,107.43,619500,104.969322
"2012-02-09",107.690002,107.919998,106.160004,106.739998,383300,104.295135
"2012-02-10",104.459999,106.660004,104.209999,105.599998,298700,103.181236
"2012-02-13",107.120003,107.230003,105.889999,106.379997,306100,103.943367
"2012-02-14",105.559998,105.82,104.419998,105.120003,435700,102.712234
"2012-02-15",106,106.400002,103.830002,104.510002,310200,102.116203
"2012-02-16",104.589996,107.010002,104.290001,106.949997,341400,104.500313
"2012-02-17",107.540001,107.849998,106.669998,107.230003,475600,104.773911
"2012-02-21",107.230003,108.389999,106.099998,106.68,323700,104.236504
"2012-02-22",106.629997,106.839996,104.43,104.970001,364000,102.565674
"2012-02-23",105.010002,106.370003,104.529999,106.160004,349200,103.728409
"2012-02-24",106.209999,107.440002,105.910004,107.07,310600,104.617577
"2012-02-27",106.099998,107.779999,104.879997,107.379997,300100,104.920456
"2012-02-28",107.650002,107.650002,106.150002,106.730003,394600,104.285362
"2012-02-29",106.870003,107.75,105.68,106.389999,388100,103.953156
"2012-03-01",106.879997,108.239998,106.730003,107.989998,331500,105.516502
"2012-03-02",107.93,108.389999,107.260002,107.629997,378200,105.164742
"2012-03-05",107.610001,107.800003,106.489998,107.120003,356400,104.666428
"2012-03-06",104.75,105.959999,103.599998,104.43,457200,102.03804
"2012-03-07",104.669998,106.379997,104.669998,106.129997,282100,103.699104
"2012-03-08",107.209999,107.629997,106,107.059998,232700,104.607811
"2012-03-09",107.440002,110.099998,107,109.349998,329700,106.845345
"2012-03-12",109.099998,109.300003,107.519997,107.849998,318800,105.3797
"2012-03-13",108.489998,112.07,108.169998,112.07,280800,109.503052
"2012-03-14",112.349998,112.349998,110.5,111.599998,169400,109.043808
"2012-03-15",111.940002,113.879997,111.550003,112.720001,333700,110.138168
"2012-03-16",113.18,113.25,111.809998,112.129997,324900,109.561668
"2012-03-19",111.889999,114.389999,111.519997,113.07,215800,110.480148
"2012-03-20",111.980003,112.639999,110.790001,111.589996,370400,109.034035
"2012-03-21",112.339996,113.18,111.860001,112.190002,481600,109.6203
"2012-03-22",110.910004,111.550003,110.129997,110.480003,291400,107.949463
"2012-03-23",110.410004,111.099998,109.300003,110.769997,308000,108.232826
"2012-03-26",111.440002,113.220001,111.440002,113.220001,332200,110.626717
"2012-03-27",113.480003,113.769997,112.489998,112.610001,291100,110.030678
"2012-03-28",112.43,112.68,110.639999,112.279999,246800,109.708237
"2012-03-29",110.919998,111.5,109.540001,110.959999,264000,108.418472
"2012-03-30",111.940002,112.269997,110.169998,111.809998,306600,109.249001
"2012-04-02",112.120003,114.510002,111.309998,113.529999,361600,110.929604
"2012-04-03",113.18,115.220001,113.18,115.190002,699600,112.55159
"2012-04-04",113.510002,114.919998,112.860001,113.279999,373300,110.685333
"2012-04-05",112.809998,113.610001,112.370003,113.18,235400,110.587631
"2012-04-09",111.43,112.5,109.489998,110.620003,330100,108.086273
"2012-04-10",110.660004,110.949997,106.82,106.910004,399000,104.46125
"2012-04-11",107.769997,108.349998,105.57,107.57,594200,105.106125
"2012-04-12",107.57,110.830002,107.339996,110.739998,388400,108.203522
"2012-04-13",110.449997,110.449997,108.269997,108.290001,279600,105.809647
"2012-04-16",109.260002,109.93,107.25,108.110001,239600,105.633759
"2012-04-17",108.849998,111.120003,108.709999,110.510002,355100,107.978783
"2012-04-18",109.550003,113.599998,109.010002,112.760002,842100,110.177254
"2012-04-19",113.160004,115,111.129997,112.010002,676200,109.444427
"2012-04-20",112.559998,113.300003,111.540001,111.540001,401500,108.985199
"2012-04-23",109.260002,110.410004,109,110.389999,400600,107.861526
"2012-04-24",111.050003,112.18,110.199997,110.919998,399000,108.379387
"2012-04-25",112.150002,113.919998,112.150002,113.459999,391500,110.861214
"2012-04-26",113,114.449997,112.559998,113.900002,411700,111.29113
"2012-04-27",114.720001,114.720001,112.800003,114.339996,315600,111.721062
"2012-04-30",113.980003,114.150002,113.059998,113.620003,360600,111.017555
"2012-05-01",112.720001,115.660004,111.290001,112.769997,474700,110.187012
"2012-05-02",112.110001,112.419998,109.800003,111.419998,396100,108.867935
"2012-05-03",111.529999,111.790001,108.68,108.980003,462600,106.483818
"2012-05-04",108.669998,109.040001,106.220001,107.239998,528400,104.783661
"2012-05-07",106.629997,107.339996,106.459999,106.870003,396300,104.422157
"2012-05-08",105.959999,106.610001,104.139999,105.489998,567800,103.073761
"2012-05-09",103.82,106.900002,103.57,105.599998,536100,103.181236
"2012-05-10",106.650002,106.970001,105.129997,105.5,320100,103.083527
"2012-05-11",104.419998,108.080002,103.68,106.75,677900,104.304901
"2012-05-14",105.199997,106.669998,104.32,105.830002,884100,103.405983
"2012-05-15",105.550003,106.139999,103.75,104.089996,403100,101.705826
"2012-05-16",105.669998,107.349998,104.730003,104.839996,934400,102.438644
"2012-05-17",105.07,105.589996,101.739998,101.93,601300,99.595314
"2012-05-18",102.419998,102.419998,99.839996,100.169998,497200,97.875626
"2012-05-21",100.25,102.800003,100.089996,102.769997,481400,100.416069
"2012-05-22",102.970001,105.25,102.5,103.389999,552500,101.021866
"2012-05-23",102.199997,103.370003,100.010002,103.279999,590000,100.914391
"2012-05-24",104.010002,104.129997,102.269997,103.800003,418900,101.42247
"2012-05-25",104.230003,104.25,103.120003,103.470001,343000,101.100037
"2012-05-29",105.209999,107.18,104.400002,107.18,786200,104.725052
"2012-05-30",105.910004,105.910004,102.989998,103.07,790500,100.70919
"2012-05-31",103.57,103.599998,100.919998,103.07,2156700,100.70919
"2012-06-01",101.269997,101.269997,97.43,97.870003,825100,95.628311
"2012-06-04",97.889999,98.07,94.32,96,974000,93.801125
"2012-06-05",96,98.480003,95.529999,98.449997,657800,96.195023
"2012-06-06",99.440002,101.720001,99.360001,101.68,457500,99.351028
"2012-06-07",103,104.5,102.489998,103.230003,697400,100.865524
"2012-06-08",103.029999,103.910004,101.360001,103.760002,312300,101.383385
"2012-06-11",105.629997,105.629997,101.529999,101.709999,453500,99.380341
"2012-06-12",102.110001,102.769997,100.809998,102.519997,435000,100.171791
"2012-06-13",101.769997,102.449997,100.870003,101.349998,642500,99.028595
"2012-06-14",101.739998,102.760002,101.25,102.489998,471800,100.142479
"2012-06-15",102.989998,104.209999,102.529999,104.029999,721100,101.647209
"2012-06-18",103.669998,104.230003,102.050003,103.790001,585300,101.412704
"2012-06-19",104.879997,106.690002,104.330002,106.589996,572000,104.148567
"2012-06-20",106.510002,107.489998,105.32,106.370003,319700,103.933617
"2012-06-21",106.830002,106.830002,102.32,102.730003,379100,100.376991
"2012-06-22",103.349998,104.330002,103,103.82,316000,101.442001
"2012-06-25",101.900002,102.290001,100.150002,101.059998,464700,98.745224
"2012-06-26",101.459999,103.089996,101.050003,102.779999,369100,100.425827
"2012-06-27",103.029999,105.849998,102.480003,104.339996,498900,101.950096
"2012-06-28",103.010002,105.589996,102.739998,105.5,440700,103.083527
"2012-06-29",107.970001,110.25,107.919998,109.449997,545700,106.943054
"2012-07-02",109.760002,111.190002,109.459999,110.57,427400,108.037399
"2012-07-03",110.709999,112.629997,110.349998,111.449997,220800,108.89724
"2012-07-05",111.129997,111.970001,110.190002,110.949997,327000,108.408691
"2012-07-06",109.5,109.68,107.730003,108.980003,350700,106.483818
"2012-07-09",108.389999,108.989998,107.139999,107.989998,302400,105.516502
"2012-07-10",109.040001,109.769997,107,107.440002,386800,104.979088
"2012-07-11",107.730003,108.629997,106.739998,107.82,373500,105.350403
"2012-07-12",106.629997,107.050003,105.32,106.260002,358900,103.826126
