"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2010-02-23",53.970001,54.259998,52.810001,53.25,926700,43.15419
"2010-02-24",53.360001,53.799999,53,53.779999,785500,43.583694
"2010-02-25",53.099998,53.630001,52.110001,53.52,1060500,43.372997
"2010-02-26",53.48,54.209999,53.240002,54.09,790700,43.834942
"2010-03-01",54.450001,55.220001,54.41,55.130001,864300,44.677753
"2010-03-02",55.5,55.91,55.299999,55.650002,765700,45.099163
"2010-03-03",55.709999,56.139999,55.099998,55.259998,993700,44.7831
"2010-03-04",55.459999,55.619999,54.860001,55,684400,44.572403
"2010-03-05",55.310001,56.049999,55.310001,55.98,2167200,45.3666
"2010-03-08",56.130001,56.880001,55.950001,56.139999,1171200,45.496269
"2010-03-09",56.009998,56.259998,55.709999,56.049999,804400,45.423313
"2010-03-10",56.029999,56.490002,55.849998,56.16,858500,45.51247
"2010-03-11",56.029999,56.049999,55.41,55.84,1240400,45.253124
"2010-03-12",56.09,56.09,55.200001,55.360001,1413700,44.864143
"2010-03-15",55.470001,55.470001,54.509998,54.990002,1045500,44.564289
"2010-03-16",55.080002,55.5,54.790001,55.330002,1228000,44.839832
"2010-03-17",55.32,55.82,55.16,55.23,852800,44.758785
"2010-03-18",55.400002,55.400002,54.939999,55.130001,797300,44.677753
"2010-03-19",55.369999,55.580002,54.900002,55.369999,1785400,44.872253
"2010-03-22",55.07,56.169998,54.860001,55.860001,1201500,45.269352
"2010-03-23",55.919998,57,55.799999,56.779999,1913300,46.014919
"2010-03-24",56.720001,56.77,55.77,55.82,796600,45.236938
"2010-03-25",56.139999,56.700001,55.860001,55.919998,1108400,45.31797
"2010-03-26",56.189999,56.650002,55.290001,55.43,1276600,44.920868
"2010-03-29",55.720001,56.110001,55.52,55.549999,1078000,45.018108
"2010-03-30",55.740002,56.5,55.5,56.16,1121000,45.51247
"2010-03-31",55.830002,56.75,55.630001,56.360001,1057700,45.674553
"2010-04-01",56.639999,57.279999,56.279999,56.639999,876600,45.90147
"2010-04-05",56.869999,57.720001,56.599998,57.32,696400,46.452538
"2010-04-06",57.110001,58.049999,56.939999,58.040001,1085600,47.03603
"2010-04-07",57.860001,58.060001,57.299999,57.610001,976100,46.687553
"2010-04-08",57.299999,59.009998,57.27,58.98,1257600,47.797821
"2010-04-09",59,59.349998,58.860001,59.139999,842300,47.927479
"2010-04-12",59.290001,59.75,59.209999,59.610001,891700,48.308372
"2010-04-13",59.560001,59.68,58.810001,59.130001,1586000,47.919384
"2010-04-14",59.290001,60.41,59.16,60.380001,821500,48.932392
"2010-04-15",59.939999,60.880001,59.939999,60.799999,824300,49.272755
"2010-04-16",60.560001,60.75,59.490002,60.009998,1287400,48.632538
"2010-04-19",59.790001,59.939999,58.580002,59.27,998600,48.032833
"2010-04-20",59.830002,60.73,59.830002,60.689999,827900,49.183617
"2010-04-21",60.630001,60.830002,59.849998,60.419998,1061500,48.964802
"2010-04-22",59.869999,62.200001,59.419998,62.07,1530000,50.301975
"2010-04-23",62.209999,62.720001,61.580002,62.709999,663300,50.820637
"2010-04-26",62.939999,63.84,62.700001,62.830002,662100,50.917885
"2010-04-27",62.419998,63.110001,61.07,61.27,1094300,49.653648
"2010-04-28",63.790001,63.900002,61,61.169998,2339900,49.572605
"2010-04-29",61.880001,62.259998,61.360001,61.900002,2015100,50.1642
"2010-04-30",61.810001,61.98,60.23,60.720001,2014700,49.207924
"2010-05-03",61.209999,62.740002,61.18,62.619999,841200,50.7477
"2010-05-04",61.599998,61.599998,59.5,59.93,1261900,48.567692
"2010-05-05",59.450001,60.700001,58.540001,59.549999,1345100,48.259747
"2010-05-06",58.939999,60.16,53.619999,57.349998,1896900,46.476849
"2010-05-07",57.41,58.189999,55.630001,56.540001,1724300,45.820427
"2010-05-10",59.25,60.639999,58.720001,60.040001,1760200,48.656845
"2010-05-11",59.25,60.720001,58.77,60.080002,1332000,48.689262
"2010-05-12",60.52,62.470001,60.43,62.380001,1105800,50.5532
"2010-05-13",61.84,62.34,60.900002,61.150002,832600,49.787868
"2010-05-14",60.279999,61,58.709999,59.299999,1118400,48.281605
"2010-05-17",59.439999,59.830002,58.029999,59.310001,1529100,48.289745
"2010-05-18",59.779999,60.259998,57.82,57.970001,1069400,47.198723
"2010-05-19",57.709999,58.049999,55.459999,56.700001,1366900,46.164703
"2010-05-20",54.189999,54.619999,51.66,52.16,2691300,42.468254
"2010-05-21",51.150002,53.720001,50.799999,53.450001,2180400,43.518574
"2010-05-24",52.950001,54.080002,52.73,52.82,1022000,43.00563
"2010-05-25",51.18,52.02,50.700001,51.84,2630300,42.207737
"2010-05-26",52.259998,53.669998,52.169998,52.450001,1494000,42.704391
"2010-05-27",53.299999,54.279999,53.299999,54.27,973900,44.186222
"2010-05-28",53.959999,54.23,52.900002,53.43,987300,43.502296
"2010-06-01",52.919998,53.93,52.150002,52.220001,776600,42.517128
"2010-06-02",52.41,54.110001,51.959999,54.099998,774100,44.047802
"2010-06-03",53.82,54.880001,53.82,54.75,991900,44.577026
"2010-06-04",53.200001,53.75,51.049999,51.459999,1084500,41.898338
"2010-06-07",51.400002,51.540001,49.5,49.59,1511800,40.375805
"2010-06-08",49.599998,50.580002,48.869999,50.43,1511600,41.059727
"2010-06-09",50.599998,51.950001,50.18,50.279999,1411500,40.937603
"2010-06-10",51.27,52.830002,51.27,52.700001,1302600,42.907948
"2010-06-11",52.009998,53.16,51.990002,52.880001,1467600,43.054489
"2010-06-14",53.220001,53.630001,51.57,51.759998,1575400,42.142593
"2010-06-15",52.48,54.169998,52.16,54.099998,1077000,44.047802
"2010-06-16",53.669998,54.509998,53.560001,54.040001,658800,43.998943
"2010-06-17",54.220001,54.220001,53.029999,53.82,712200,43.819832
"2010-06-18",53.98,54.080002,53.540001,53.830002,826200,43.827972
"2010-06-21",54.799999,55.669998,53.5,53.950001,951000,43.925663
"2010-06-22",53.950001,54.450001,52.07,52.209999,834600,42.508987
"2010-06-23",52.209999,52.560001,51.25,52.009998,919200,42.346138
"2010-06-24",51.939999,52.09,50.75,50.970001,792200,41.499378
"2010-06-25",51.119999,52.139999,50.400002,52.139999,3432100,42.451981
"2010-06-28",51.849998,52.349998,51.279999,51.580002,993900,41.996029
"2010-06-29",50.599998,50.669998,48.630001,49.110001,1745400,39.984989
"2010-06-30",48.869999,50.049999,48.779999,49.09,1605700,39.9687
"2010-07-01",48.990002,49.380001,47.790001,49.080002,1426100,39.960556
"2010-07-02",49.200001,49.830002,49.029999,49.369999,1731300,40.196667
"2010-07-06",49.709999,50.48,48.630001,49.16,1097700,40.0257
"2010-07-07",49.439999,50.799999,49.139999,50.700001,1421200,41.279552
"2010-07-08",51.509998,51.73,50.810001,51.66,688400,42.061172
"2010-07-09",51.790001,52.139999,51.400002,52.02,592900,42.354279
"2010-07-12",51.650002,52.130001,51.119999,51.389999,464600,41.841347
"2010-07-13",52.07,52.93,51.950001,52.669998,535100,42.883507
"2010-07-14",52.330002,52.68,51.82,52.529999,797100,42.769516
"2010-07-15",52.619999,52.66,51.150002,51.82,888400,42.191448
"2010-07-16",51.48,51.529999,50.23,50.490002,876000,41.108555
"2010-07-19",50.73,51.18,50.049999,50.959999,626600,41.491234
"2010-07-20",50.110001,51.790001,49.939999,51.740002,1076200,42.126308
"2010-07-21",52.16,52.459999,51.049999,51.450001,1028600,41.890205
"2010-07-22",52.450001,54.110001,52.450001,53.23,1278100,43.339451
"2010-07-23",53.119999,54.77,53,54.57,742600,44.430485
"2010-07-26",54.669998,55.810001,54.540001,55.779999,702800,45.415642
"2010-07-27",56.490002,56.490002,55.77,55.959999,1582600,45.562202
"2010-07-28",55.299999,55.419998,53.790001,54.529999,1647400,44.397911
"2010-07-29",55.060001,55.43,54.240002,54.610001,1256200,44.463047
"2010-07-30",53.860001,54.650002,53.490002,54.150002,728300,44.088516
"2010-08-02",55.25,55.790001,54.59,55.650002,946500,45.309803
"2010-08-03",55.310001,55.689999,54.98,55.32,879300,45.041138
"2010-08-04",55.380001,56,55.189999,55.919998,1031700,45.529636
"2010-08-05",55.59,56.799999,55.41,56.360001,985500,45.887886
"2010-08-06",55.66,56.349998,55.07,56.119999,672600,45.692474
"2010-08-09",56.25,56.740002,55.540001,56.73,1044500,46.189125
"2010-08-10",56.110001,56.77,55.139999,56.52,1022600,46.018147
"2010-08-11",55.200001,55.200001,52.040001,52.509998,1818900,42.753254
"2010-08-12",51.09,52.59,50.68,51.360001,1572000,42.097515
"2010-08-13",51.049999,52.150002,51.049999,51.470001,1406900,42.187668
"2010-08-16",50.830002,51.639999,50.619999,50.900002,1232600,41.72047
"2010-08-17",51.75,52.450001,51.580002,51.84,1683700,42.490952
"2010-08-18",51.709999,52.759998,51.48,52.5,1593800,43.031918
"2010-08-19",52.07,52.25,50.880001,51.060001,1831800,41.851635
"2010-08-20",50.66,50.849998,49.939999,50.57,1130000,41.449982
"2010-08-23",50.82,51.060001,49.77,49.860001,1204900,40.868034
"2010-08-24",49.240002,49.889999,48.349998,49.349998,1688400,40.450008
"2010-08-25",48.700001,50.049999,48.68,49.880001,1653700,40.884438
"2010-08-26",50.360001,51.369999,50.099998,50.77,2731300,41.613914
"2010-08-27",51.259998,52.470001,50.099998,52.349998,1892100,42.908974
"2010-08-30",52.07,52.18,51.060001,51.060001,1015300,41.851635
"2010-08-31",50.700001,51.720001,50.34,51.139999,1411100,41.917183
"2010-09-01",52.080002,53.490002,52.080002,53.43,1219000,43.794209
"2010-09-02",53.540001,54.560001,53.41,54.560001,1089800,44.720413
"2010-09-03",55.400002,55.759998,55.060001,55.470001,794800,45.466305
"2010-09-07",55.139999,55.48,54.669998,54.790001,637900,44.908924
"2010-09-08",54.900002,56.540001,54.900002,56.369999,1411400,46.203999
"2010-09-09",57.25,57.259998,55.77,56.189999,820300,46.056446
"2010-09-10",56.380001,57.77,56.380001,57.540001,1362100,47.162991
"2010-09-13",58.299999,59.75,58.16,59.599998,1440100,48.851475
"2010-09-14",59.43,60.139999,59.009998,59.549999,1899400,48.81049
"2010-09-15",59.330002,59.52,58.849998,59.349998,992100,48.646557
"2010-09-16",59.049999,59.889999,58.889999,59.400002,725100,48.687542
"2010-09-17",59.540001,60.189999,59.27,59.950001,1146600,49.138355
"2010-09-20",60.18,61.279999,59.799999,61.169998,700900,50.138332
"2010-09-21",61.049999,61.450001,60.599998,60.73,868000,49.777687
"2010-09-22",60.759998,61.439999,59.900002,60.25,794900,49.384258
"2010-09-23",59.5,60.549999,59.41,59.740002,621800,48.966228
"2010-09-24",60.799999,61.990002,60.799999,61.709999,728000,50.580952
"2010-09-27",61.619999,61.619999,60.98,61.189999,431500,50.154724
"2010-09-28",61.18,62.34,60.02,62.220001,968800,50.99897
"2010-09-29",61.73,62.709999,61.73,62.439999,921400,51.179295
"2010-09-30",62.75,63.27,61.290001,61.73,937300,50.597343
"2010-10-01",62.060001,62.639999,60.970001,61.869999,1137800,50.712097
"2010-10-04",61.779999,61.779999,60.080002,60.869999,842000,49.892426
"2010-10-05",61.529999,62.869999,61.130001,62.549999,988600,51.269459
"2010-10-06",62.299999,62.779999,61.630001,62.060001,836500,50.867825
"2010-10-07",62.470001,62.470001,61.48,61.93,681700,50.761272
"2010-10-08",61.959999,62.98,61.650002,62.639999,922700,51.343227
"2010-10-11",62.619999,62.650002,61.959999,62.220001,703500,50.99897
"2010-10-12",62.110001,62.299999,61.049999,62.07,646700,50.87603
"2010-10-13",62.540001,63.18,62.189999,62.91,950200,51.564529
"2010-10-14",62.959999,63.189999,61.700001,62.029999,902400,50.843243
"2010-10-15",62.73,62.830002,61.34,61.919998,802700,50.753082
"2010-10-18",61.970001,62.52,61.860001,62.360001,463000,51.113731
"2010-10-19",61.200001,62.119999,60.599998,61.049999,940300,50.039974
"2010-10-20",61.240002,62.639999,60.959999,62.16,836700,50.949787
"2010-10-21",62.25,63.25,62.25,63.080002,933300,51.70388
"2010-10-22",63.119999,63.119999,62.299999,62.709999,393900,51.400612
"2010-10-25",63.41,64.260002,63.209999,63.84,840700,52.326809
"2010-10-26",63.529999,63.790001,62.849998,63.32,619100,51.900604
"2010-10-27",62.75,62.75,61.650002,62.630001,777900,51.335026
"2010-10-28",62.889999,63.509998,61.970001,62.25,1074100,51.023563
"2010-10-29",62.060001,62.759998,61.93,62.369999,534800,51.121925
"2010-11-01",62.889999,63.52,62.650002,63.279999,745100,51.867809
"2010-11-02",64.029999,64.610001,63.650002,64.580002,957800,52.933353
"2010-11-03",64.699997,64.970001,63.990002,64.910004,729400,53.20385
"2010-11-04",65.989998,66.529999,65.300003,66.370003,1125900,54.400543
"2010-11-05",66.300003,66.860001,66.269997,66.470001,688600,54.48251
"2010-11-08",66.169998,66.720001,65.900002,66.330002,785400,54.367756
"2010-11-09",67.080002,67.75,64.620003,65.010002,2110700,53.285805
"2010-11-10",64.769997,66.349998,63.669998,65.989998,1763300,54.381851
"2010-11-11",65.220001,66.290001,64.75,65.839996,966800,54.258232
"2010-11-12",65.099998,65.779999,64.360001,64.699997,753700,53.318775
"2010-11-15",64.970001,65.519997,64.160004,64.68,910900,53.302311
"2010-11-16",63.900002,64.43,63.07,63.720001,915700,52.511177
"2010-11-17",63.700001,64.209999,63,63.810001,796800,52.585335
"2010-11-18",64.809998,66.269997,64.709999,65.900002,1034500,54.307686
"2010-11-19",65.720001,66.260002,65.389999,66.220001,682800,54.5714
"2010-11-22",65.879997,67.160004,65.32,66.949997,908700,55.172981
"2010-11-23",65.900002,66.269997,65.470001,65.860001,722600,54.274734
"2010-11-24",66.239998,67.480003,65.980003,67.300003,852700,55.461433
"2010-11-26",66.470001,67.459999,66.25,67.089996,324900,55.288353
"2010-11-29",66.620003,66.68,65.580002,66.519997,689000,54.81863
"2010-11-30",65.580002,66.510002,64.919998,66.120003,980200,54.488995
"2010-12-01",67.379997,68.010002,66.839996,67.610001,901200,55.716892
"2010-12-02",67.389999,68.639999,67.269997,68.449997,734900,56.409119
"2010-12-03",67.900002,68.449997,67.540001,68.389999,538700,56.359669
"2010-12-06",68.010002,68.989998,67.879997,68.760002,654400,56.664616
"2010-12-07",69.449997,70.160004,69.269997,69.57,857200,57.332111
"2010-12-08",69.589996,69.790001,68.559998,68.980003,568300,56.845917
"2010-12-09",69.349998,70,69.169998,69.57,726100,57.332111
"2010-12-10",69.830002,70.900002,69.690002,70.699997,726500,58.263325
"2010-12-13",70.980003,71.589996,70.599998,71.260002,1247800,58.724842
"2010-12-14",71.470001,72.290001,71.43,71.870003,1183100,59.227539
"2010-12-15",71.910004,72.589996,71.150002,71.160004,861300,58.642422
"2010-12-16",71.300003,72.059998,70.75,72.050003,845900,59.37587
"2010-12-17",71.970001,72.300003,71.75,72.059998,874500,59.384098
"2010-12-20",72.25,72.400002,71.660004,71.910004,644600,59.260494
"2010-12-21",72.089996,72.489998,71.910004,72.400002,653400,59.664299
"2010-12-22",72.610001,72.75,72.029999,72.449997,512400,59.70549
"2010-12-23",72.339996,72.339996,71.639999,71.790001,385800,59.161579
"2010-12-27",71.519997,72.589996,71.349998,72.339996,354200,59.61483
"2010-12-28",72.400002,72.580002,71.699997,72.169998,259700,59.474743
"2010-12-29",72.239998,72.389999,71.889999,71.889999,277200,59.244003
"2010-12-30",71.809998,72.400002,71.709999,71.900002,238700,59.252247
"2010-12-31",71.779999,72.120003,71.589996,71.709999,302600,59.095673
"2011-01-03",72.410004,76.139999,72.410004,75.110001,2600800,61.897579
"2011-01-04",75.269997,75.589996,72.82,73.639999,1925600,60.686169
"2011-01-05",73.300003,74.620003,73.290001,73.839996,1174500,60.850983
"2011-01-06",73.769997,73.949997,72.709999,73.050003,797500,60.199963
"2011-01-07",73.25,73.540001,72.120003,72.459999,797700,59.713737
"2011-01-10",72.379997,72.639999,71.900002,72.400002,1455100,59.664299
"2011-01-11",72.760002,73.169998,71.970001,72.169998,1314500,59.474743
"2011-01-12",72.25,72.870003,71.790001,72.75,1704400,59.952724
"2011-01-13",72.860001,73.489998,72.589996,72.940002,1178200,60.109295
"2011-01-14",72.879997,73.449997,72.669998,73,1354900,60.158749
"2011-01-18",73.050003,74.610001,73.010002,74.459999,903600,61.361908
"2011-01-19",74.220001,74.489998,73.849998,74.190002,1367300,61.139431
"2011-01-20",74.080002,75.639999,73.190002,75.599998,3972800,62.30138
"2011-01-21",76.050003,77.389999,74.25,74.419998,2075700,61.328953
"2011-01-24",74.519997,75.110001,73.849998,74.730003,1498800,61.584431
"2011-01-25",74.669998,75.269997,73.589996,74.690002,1608100,61.551468
"2011-01-26",80.940002,82.970001,79.370003,81.309998,6058300,67.00695
"2011-01-27",81.110001,82.949997,80.690002,82.699997,2257000,68.152443
"2011-01-28",80.529999,81.910004,79.650002,80.339996,2218700,66.207588
"2011-01-31",79.519997,81.260002,79.519997,81.010002,1558600,66.759735
"2011-02-01",81.400002,82.279999,80.660004,82.260002,1675400,67.789856
"2011-02-02",81.959999,83.129997,81.459999,82.940002,1730900,68.35025
"2011-02-03",82.459999,82.940002,81.980003,82.650002,1046000,68.111244
"2011-02-04",82.910004,83.230003,82,82.550003,1280100,68.028839
"2011-02-07",82.68,84.209999,82.309998,84.120003,1406400,69.322655
"2011-02-08",84.190002,85.339996,83.550003,85.129997,1987000,70.154976
"2011-02-09",84.599998,85.980003,84.599998,85.629997,1341100,70.567047
"2011-02-10",84.839996,87.279999,84.629997,86.800003,1949000,71.824799
"2011-02-11",86.480003,88.269997,86.370003,87.910004,1681100,72.743301
"2011-02-14",87.82,89.419998,87.220001,88.790001,1701100,73.471436
"2011-02-15",88.529999,89.089996,87.879997,88.379997,1395600,73.132217
"2011-02-16",88.940002,91.260002,88.870003,90.980003,2181900,75.283646
"2011-02-17",90.32,90.760002,89.660004,89.809998,1388300,74.315475
"2011-02-18",89.889999,90.059998,89.019997,89.379997,1150300,73.959694
"2011-02-22",87.629997,88.279999,86.099998,86.949997,2383000,71.948898
"2011-02-23",86.809998,87.040001,84.830002,85.75,2249400,70.95594
"2011-02-24",85.739998,87.629997,84.800003,87.080002,1875200,72.05648
"2011-02-25",87.279999,88.949997,87.220001,88.82,1229600,73.496292
"2011-02-28",89.110001,89.370003,87.099998,87.730003,1190400,72.59436
"2011-03-01",88.309998,88.660004,85.230003,85.370003,1304500,70.641518
"2011-03-02",85.580002,86.559998,85.110001,86.080002,995100,71.228996
"2011-03-03",87.239998,89.43,87.239998,89.279999,1200000,73.876923
"2011-03-04",87.980003,88.620003,87.139999,87.889999,1148100,72.726738
"2011-03-07",88.480003,88.480003,86.040001,86.730003,1193400,71.766876
"2011-03-08",87.059998,88.989998,86.43,88.589996,980200,73.305992
"2011-03-09",88.610001,89.290001,87.93,88.07,1009000,72.875687
"2011-03-10",86.870003,86.989998,85.580002,85.660004,1383200,70.88147
"2011-03-11",85.669998,87.370003,84.910004,87.199997,1043700,72.155792
"2011-03-14",86.300003,87.339996,86.25,87.050003,1154200,72.031662
"2011-03-15",84.309998,86.650002,83.029999,86.080002,1441500,71.228996
"2011-03-16",85.75,86.809998,83.980003,84.529999,1488300,69.946426
"2011-03-17",86.029999,87.5,85.839996,86.970001,1510400,71.965462
"2011-03-18",88.610001,89.300003,87.769997,88,1367100,72.817772
"2011-03-21",89.349998,90.599998,89.290001,90.519997,1027800,74.903008
"2011-03-22",90.25,90.5,89.040001,89.68,986000,74.207924
"2011-03-23",89.589996,91.529999,89.209999,91.18,1133900,75.44912
"2011-03-24",91.830002,93.510002,91.760002,92.080002,1815500,76.193871
"2011-03-25",92.269997,93.489998,92.089996,93.050003,1119600,76.996521
"2011-03-28",93.010002,93.489998,92.050003,92.199997,901700,76.293137
"2011-03-29",92.120003,93.900002,91.220001,93.900002,1114500,77.699867
"2011-03-30",94.260002,94.879997,93.940002,94.029999,1085400,77.807426
"2011-03-31",93.669998,94.790001,93.669998,94.650002,923400,78.320473
"2011-04-01",95.129997,97.080002,94.32,97,1585800,80.26503
"2011-04-04",97.610001,97.75,96.010002,96.889999,858100,80.174004
"2011-04-05",96.669998,96.970001,95.650002,95.760002,1141300,79.238937
"2011-04-06",96.300003,96.389999,93.339996,93.760002,1412700,77.584
"2011-04-07",93.739998,93.940002,92.629997,93.370003,1039800,77.261292
"2011-04-08",94.059998,94.32,92.18,92.379997,1058400,76.442093
"2011-04-11",92.949997,93.309998,91.739998,92.410004,719900,76.466934
"2011-04-12",91.510002,91.989998,90.709999,91.739998,1059500,75.912498
"2011-04-13",92.239998,92.959999,90.93,91.550003,1077900,75.755302
"2011-04-14",90.900002,92.300003,90.839996,91.980003,1270800,76.111115
"2011-04-15",92.269997,93.300003,91.620003,93.050003,927900,76.996521
"2011-04-18",91.699997,91.889999,90.18,91.160004,1058800,75.432602
"2011-04-19",91.470001,92.169998,90.940002,91.519997,1106200,75.730469
"2011-04-20",93.110001,95.230003,92.889999,94.639999,1778700,78.31221
"2011-04-21",95.129997,95.620003,94.639999,95.190002,847500,78.767311
"2011-04-25",94.660004,95.459999,94.260002,94.529999,624200,78.221169
"2011-04-26",95.279999,98.190002,95.279999,97.839996,2200000,80.960091
"2011-04-27",91.68,92.43,86.129997,89.5,6757600,74.05896
"2011-04-28",89.550003,89.779999,87.900002,88.260002,3295600,73.032898
"2011-04-29",88.32,89.019997,86.870003,87.129997,2052800,72.097862
"2011-05-02",87.639999,88.75,86.889999,86.989998,1461500,71.982002
"2011-05-03",86.660004,86.919998,84.300003,84.470001,1751700,69.896767
"2011-05-04",84.190002,84.629997,82.190002,82.68,2164500,68.415596
"2011-05-05",82.150002,85.379997,81.800003,83.779999,1331200,69.325821
"2011-05-06",85.470001,86.370003,84.120003,84.339996,1304300,69.789207
"2011-05-09",84.360001,85.68,84.199997,84.860001,935700,70.219505
"2011-05-10",85.190002,86.519997,85.190002,86.379997,853600,71.477249
"2011-05-11",86.169998,86.169998,83.57,83.830002,952100,69.36718
"2011-05-12",83.5,84.589996,82.470001,83.980003,1034700,69.782669
"2011-05-13",83.660004,84.150002,82.290001,82.540001,809500,68.586128
"2011-05-16",82.43,83.610001,81.769997,81.779999,1370100,67.954582
"2011-05-17",81.519997,82.139999,79.779999,80.449997,1938300,66.849434
"2011-05-18",80.629997,84.839996,80.059998,83.620003,1877600,69.483505
"2011-05-19",83.940002,84.839996,82.610001,83.540001,930500,69.417061
"2011-05-20",83.400002,83.690002,81.540001,82.839996,1062100,68.835381
"2011-05-23",81.330002,82.339996,80.690002,81.410004,909100,67.647102
"2011-05-24",81.730003,82.150002,80.879997,80.959999,690200,67.273209
"2011-05-25",80.519997,82.800003,80.089996,82.32,1069300,68.403297
"2011-05-26",82.209999,83.32,81.639999,83.129997,1047200,69.076347
"2011-05-27",83.32,84.220001,83.029999,83.230003,1095800,69.159439
"2011-05-31",84.25,84.739998,82.82,83.110001,4125400,69.059746
"2011-06-01",83.25,83.860001,80.879997,81,1752700,67.306458
"2011-06-02",81.330002,83.440002,81.330002,83.050003,1408000,69.00988
"2011-06-03",81.279999,82.410004,80.419998,81.379997,1215200,67.622215
"2011-06-06",81.309998,81.849998,80.339996,80.540001,752800,66.924217
"2011-06-07",81.099998,81.660004,80.459999,80.870003,617900,67.198433
"2011-06-08",80.550003,80.849998,79.160004,79.25,936100,65.852318
"2011-06-09",79.25,80.080002,79.199997,79.660004,740300,66.19297
"2011-06-10",78.639999,78.769997,77.489998,78.160004,1242700,64.946541
"2011-06-13",78.349998,78.75,76.709999,77.080002,1457800,64.049149
"2011-06-14",78.07,80.879997,77.919998,80.279999,1643700,66.708153
"2011-06-15",79.349998,79.57,77.32,78.279999,1139300,65.046288
"2011-06-16",78.290001,78.93,77.199997,78.339996,993400,65.09613
"2011-06-17",79.260002,80.580002,78.769997,79.120003,1790800,65.74427
"2011-06-20",78.760002,80.07,78.739998,79.790001,479500,66.301018
"2011-06-21",80.339996,82.18,80.160004,81.809998,1589000,67.9795
"2011-06-22",81.43,82.489998,81.120003,81.309998,975800,67.564041
"2011-06-23",79.879997,81.82,79.230003,81.739998,743200,67.921349
"2011-06-24",81.800003,81.970001,80.410004,80.620003,517500,66.990715
"2011-06-27",80.809998,81.620003,80.099998,81.139999,495200,67.422775
"2011-06-28",81.589996,84.019997,81.529999,83.980003,763000,69.782669
"2011-06-29",84.300003,86.32,83.540001,85.849998,1762300,71.336533
"2011-06-30",86.120003,87.760002,85.760002,86.760002,1000500,72.092682
"2011-07-01",86.919998,89.709999,86.699997,88.989998,1250800,73.945686
"2011-07-05",88.610001,89.029999,87.970001,88.239998,934400,73.322464
"2011-07-06",87.93,88.230003,87.050003,88.160004,1031300,73.256004
"2011-07-07",89.290001,89.790001,88.769997,89.330002,1043700,74.228218
"2011-07-08",87.800003,87.849998,86.5,87.660004,889600,72.84053
"2011-07-11",86.269997,86.400002,84.900002,85.580002,587400,71.112175
"2011-07-12",84.980003,85.660004,83.470001,83.699997,1251600,69.550011
"2011-07-13",84.040001,84.75,83.349998,83.589996,838300,69.458595
"2011-07-14",83.809998,84.019997,80.260002,80.790001,1798000,67.131966
"2011-07-15",81.489998,81.629997,80.32,81.099998,1194400,67.389534
"2011-07-18",80.669998,81.370003,79.989998,81.220001,1082800,67.489265
"2011-07-19",81.709999,83.199997,81.650002,82.870003,762300,68.860313
"2011-07-20",83.029999,83.309998,82.239998,82.830002,505400,68.82708
"2011-07-21",83.419998,84.339996,82.940002,83.839996,943900,69.666336
"2011-07-22",83.470001,83.809998,82.540001,83.050003,619200,69.00988
"2011-07-25",81.870003,83.440002,81.650002,82.919998,676800,68.901863
"2011-07-26",82.75,83.089996,80.440002,80.660004,969300,67.023933
"2011-07-27",80.330002,80.330002,76.830002,77.07,2269500,64.040833
"2011-07-28",80.190002,80.190002,72.57,73.480003,2893900,61.057739
"2011-07-29",72.139999,72.650002,71.129997,71.760002,2340400,59.628536
"2011-08-01",73.120003,74,70.730003,71.150002,2438400,59.121662
"2011-08-02",70.510002,72.050003,67.5,67.690002,2993700,56.246593
"2011-08-03",67.639999,71.230003,66.230003,70.82,3218400,58.847443
"2011-08-04",69.360001,69.790001,65.209999,65.269997,2787900,54.23571
"2011-08-05",66.870003,67.010002,60.529999,62.470001,4574100,51.909065
"2011-08-08",59.810001,61.599998,56.369999,56.459999,3555400,46.915073
"2011-08-09",58.040001,60.91,56.439999,60.889999,3894700,50.596161
"2011-08-10",59.209999,61.049999,58.439999,58.560001,3721400,48.660069
"2011-08-11",58.869999,63.099998,57.900002,62.049999,3041800,51.936996
"2011-08-12",62.419998,64.959999,62.419998,64.93,2571400,54.34761
"2011-08-15",65.519997,65.980003,64.199997,64.529999,2212000,54.01281
"2011-08-16",63.610001,64.550003,62.369999,63.009998,1819500,52.740532
"2011-08-17",63.419998,64.330002,61.889999,61.990002,1709000,51.886772
"2011-08-18",59.57,59.720001,55.150002,55.73,3268900,46.647049
"2011-08-19",54.93,56.59,53.259998,53.66,2406600,44.914425
"2011-08-22",55.09,55.290001,53.02,53.709999,2125400,44.956261
"2011-08-23",53.82,57.490002,53.150002,57.310001,3682400,47.969536
"2011-08-24",57.02,59.07,56.52,58.93,1622000,49.3255
"2011-08-25",59.610001,60,57.5,57.73,1496400,48.321075
"2011-08-26",57.09,60.380001,56.330002,59.84,1989400,50.087185
"2011-08-29",60.720001,61.369999,59.490002,60.529999,1741600,50.66473
"2011-08-30",60.07,62.779999,59.68,62.330002,1567200,52.171364
"2011-08-31",62.93,64.779999,62.860001,64.129997,3354400,53.677998
"2011-09-01",63.91,64.910004,62.310001,62.389999,2141300,52.221588
"2011-09-02",60.509998,60.959999,58.759998,59.299999,1467600,49.635204
"2011-09-06",56.990002,57.630001,56,57.18,2722300,47.860722
"2011-09-07",58.41,59.459999,58.16,59.25,2007300,49.593342
