"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"2005-11-14",35.85545,36.066223,35.472225,35.644676,4952600,23.453363
"2005-11-15",35.453064,37.019493,35.453064,35.989578,7010300,23.680304
"2005-11-16",36.190769,36.736866,35.7309,36.621899,6865600,24.096357
"2005-11-17",36.760818,36.832672,35.984787,36.281788,9530400,23.872572
"2005-11-18",36.286575,36.406334,35.601563,35.951256,8243700,23.65509
"2005-11-21",36.023109,36.708122,35.975204,36.621899,9725800,24.096357
"2005-11-22",37.053024,37.939232,36.899734,37.805103,7081900,24.874872
"2005-11-23",37.805103,38.461376,37.484154,37.891331,6591800,24.931618
"2005-11-25",38.135635,38.312878,37.939232,38.303295,1591100,25.202671
"2005-11-28",38.202698,38.207489,37.076977,37.402718,11032000,24.610119
"2005-11-29",37.723667,38.07336,37.560799,37.843426,10338700,24.900093
"2005-11-30",37.843426,38.264973,37.728458,37.987137,7830800,24.994658
"2005-12-01",38.322456,39.630211,38.082943,39.524822,9267600,26.006411
"2005-12-02",39.975113,39.975113,38.815857,39.261356,6137900,25.833059
"2005-12-05",39.467339,40.286484,39.400276,39.922421,6381100,26.268015
"2005-12-06",39.922421,40.530788,39.496082,40.305645,6248400,26.520184
"2005-12-07",40.454144,40.789467,39.510452,39.567936,7838900,26.269413
"2005-12-08",39.553566,40.133194,39.376324,39.979904,6180300,26.542915
"2005-12-09",39.63979,39.692486,38.954777,39.203873,6135400,26.0277
"2005-12-12",39.668533,39.960743,39.069744,39.587097,5773500,26.282137
"2005-12-13",39.759548,40.569111,39.730808,40.027805,7294300,26.574726
"2005-12-14",39.855354,40.597851,39.855354,40.540367,6485900,26.915014
"2005-12-15",40.54995,40.621803,39.821823,40.056549,4756600,26.593813
"2005-12-16",40.10445,40.200256,38.729633,38.729633,8383100,25.71286
"2005-12-19",38.729633,39.371532,38.68652,39.088905,7265200,25.951378
"2005-12-20",39.088905,39.821823,39.088905,39.821823,5101200,26.437965
"2005-12-21",40.11882,40.468513,39.606258,39.884098,5141500,26.479315
"2005-12-22",40.094872,40.406239,39.520035,39.797871,4823300,26.422064
"2005-12-23",39.726017,39.807453,38.633827,39.500874,4937100,26.224897
"2005-12-27",39.424229,39.429016,37.929653,38.150005,5656400,25.328037
"2005-12-28",38.437424,38.882923,38.135635,38.600296,5127400,25.62698
"2005-12-29",38.470955,39.146389,38.140427,38.207489,4549100,25.36619
"2005-12-30",37.987137,38.791908,37.829056,38.264973,4265600,25.404364
"2006-01-03",39.520035,41.19664,39.227825,41.18227,10714500,27.341175
"2006-01-04",40.813416,40.971497,40.454144,40.693661,7031600,27.016792
"2006-01-05",40.482883,40.588272,39.716434,40.238579,5759800,26.714653
"2006-01-06",40.837368,42.509186,40.808628,42.063686,9374500,27.926367
"2006-01-09",42.542717,42.844505,42.154701,42.815765,8397200,28.425667
"2006-01-10",42.633732,44.027714,42.600201,43.543892,8079100,28.909081
"2006-01-11",43.400181,43.687599,42.509186,43.33791,8670800,28.77232
"2006-01-12",43.433716,43.711552,41.963089,42.068478,8026100,27.929529
"2006-01-13",42.068478,43.160667,41.675671,43.036118,5941500,28.571968
"2006-01-17",43.879211,44.286388,43.448086,44.161842,5798100,29.319342
"2006-01-18",44.16663,44.16663,42.73912,43.084023,5558200,28.603758
"2006-01-19",43.103184,43.879211,42.825344,43.735504,6274000,29.036291
"2006-01-20",44.061245,44.64566,43.256474,43.591793,8740700,28.940891
"2006-01-23",43.596584,44.195374,43.208569,43.735504,6689000,29.036291
"2006-01-24",43.35228,44.042084,43.112762,43.400181,6653600,28.813656
"2006-01-25",43.687599,43.788197,42.049316,42.796604,7956000,28.412949
"2006-01-26",43.112762,43.203781,42.058895,42.935524,7934000,28.505175
"2006-01-27",43.155876,44.190582,43.155876,43.69239,4971800,29.007654
"2006-01-30",44.070824,45.474384,44.046875,45.254032,15754800,30.044436
"2006-01-31",45.254032,46.94022,45.172596,46.806091,10292100,31.074858
"2006-02-01",46.806091,46.806091,44.827694,45.009724,9173200,29.88225
"2006-02-02",44.406147,44.851646,43.510361,44.118729,8421900,29.290703
"2006-02-03",43.975018,44.386986,43.361858,43.807358,6157900,29.083984
"2006-02-06",44.334293,45.479176,44.272018,45.024097,6443900,29.89179
"2006-02-07",44.549854,44.554646,42.681637,43.160667,7125000,28.654652
"2006-02-08",42.969055,43.179829,41.915188,42.901989,7879100,28.482908
"2006-02-09",43.021748,43.711552,41.843334,42.044525,7967000,27.913631
"2006-02-10",42.394218,42.945103,41.292446,41.675671,8136600,27.668762
"2006-02-13",42.394218,42.576248,41.397835,41.919979,7375800,27.830948
"2006-02-14",41.249336,42.422958,41.220592,41.819382,7093800,27.764168
"2006-02-15",41.943928,42.202606,40.894852,41.215801,10502100,27.36344
"2006-02-16",41.426575,42.552299,41.426575,42.480442,9776100,28.203041
"2006-02-17",43.112762,43.285213,42.715168,43.131924,7698500,28.635567
"2006-02-21",44.070824,44.578598,43.673229,43.994179,6400300,29.208014
"2006-02-22",43.778618,43.83131,43.079231,43.294796,6576100,28.7437
"2006-02-23",42.873249,43.941486,42.557087,43.112762,7363300,28.622843
"2006-02-24",44.104359,44.827694,43.884003,44.252857,7971000,29.379765
"2006-02-27",44.252857,44.252857,43.495987,43.500778,6697100,28.880457
"2006-02-28",43.505569,44.190582,43.21336,43.850471,8209200,29.112621
"2006-03-01",43.989391,44.525906,43.783405,44.377403,6456700,29.462456
"2006-03-02",44.454048,45.297146,44.310341,45.163013,6674400,29.984016
"2006-03-03",45.416901,45.962997,44.789371,45.507919,5936000,30.213007
"2006-03-06",44.980984,45.220501,43.783405,43.879211,7650200,29.13168
"2006-03-07",43.481617,44.080406,43.256474,43.610954,7777500,28.953606
"2006-03-08",43.112762,44.027714,42.164284,43.19899,8393700,28.918806
"2006-03-09",43.35228,43.855263,42.748699,43.103184,5093500,28.854681
"2006-03-10",43.424133,43.448086,42.75349,43.170246,6817200,28.899567
"2006-03-13",43.591793,44.363033,43.524731,44.190582,4528400,29.582613
"2006-03-14",44.190582,45.129482,43.759457,44.894756,7105900,30.054007
"2006-03-15",44.894756,45.527081,44.803741,45.292355,6814500,30.320189
"2006-03-16",45.297146,45.69474,44.894756,45.55582,6614900,30.496555
"2006-03-17",46.010899,46.025272,45.292355,45.546242,5993000,30.490139
"2006-03-20",45.364208,45.646835,44.099567,44.272018,6274600,29.637125
"2006-03-21",44.272018,44.928291,43.850471,44.080406,5605400,29.508852
"2006-03-22",43.975018,45.148643,43.783405,44.30555,6264400,29.659578
"2006-03-23",44.597759,45.766594,44.592968,45.081581,6716200,30.179077
"2006-03-24",44.985775,45.618095,44.703144,44.933079,6368800,30.079662
"2006-03-27",44.693565,45.392952,44.549854,45.06242,4934400,30.166252
"2006-03-28",45.469597,45.953415,45.048046,45.316307,5199800,30.336218
"2006-03-29",45.316307,45.881561,45.124691,45.800125,4766000,30.66011
"2006-03-30",45.268402,46.044434,45.129482,45.153435,7481900,30.22718
"2006-03-31",44.506744,44.9235,44.13789,44.382195,6705500,29.710892
"2006-04-03",45.028885,45.747433,44.751049,45.139065,6189300,30.217566
"2006-04-04",44.832485,45.900723,44.693565,45.800125,6188300,30.66011
"2006-04-05",45.704319,46.743816,45.407322,46.705494,7899000,31.266186
"2006-04-06",46.897106,47.160572,46.010899,46.470768,5214400,31.109058
"2006-04-07",46.418076,46.695915,45.335468,45.57019,6295600,30.50617
"2006-04-10",46.465981,46.877945,46.164188,46.226463,5502700,30.945499
"2006-04-11",46.94022,47.12225,45.843239,46.00132,7181900,30.794781
"2006-04-12",46.298317,46.624058,45.924675,46.149818,4904200,30.894197
"2006-04-13",46.15461,46.580948,45.857609,46.135448,4991400,30.884563
"2006-04-17",47.428829,48.578503,47.050396,48.501858,10270800,32.468723
"2006-04-18",48.765327,49.330582,48.506649,49.177292,7843000,32.920879
"2006-04-19",49.091068,49.713806,48.635986,49.086277,7379200,32.859951
"2006-04-20",48.430004,49.153339,48.056362,48.98568,7667300,32.79261
"2006-04-21",49.402435,51.352093,49.009632,51.261078,9019800,34.315838
"2006-04-24",50.920963,50.959286,49.843147,50.561691,11371800,33.847656
"2006-04-25",51.304188,51.783218,49.431179,50.068291,9308100,33.517345
"2006-04-26",50.274273,50.916176,47.749783,47.984505,10871600,32.122398
"2006-04-27",47.663555,49.076694,46.465981,48.549763,10414700,32.50079
"2006-04-28",49.268307,49.512615,48.750954,49.215614,7089000,32.946533
"2006-05-01",49.340164,50.37487,49.340164,49.958115,6424400,33.443588
"2006-05-02",50.322178,50.978447,50.092243,50.978447,5755900,34.126633
"2006-05-03",50.978447,50.978447,49.867096,50.499416,8266600,33.805946
"2006-05-04",50.298225,50.897015,49.167713,49.752129,8765800,33.305702
"2006-05-05",50.03476,50.508999,49.613209,50.044338,6202400,33.501308
"2006-05-08",50.010807,50.015598,48.961727,49.680275,4783100,33.257595
"2006-05-09",49.483871,50.590435,49.383274,50.590435,5497000,33.866894
"2006-05-10",50.192837,51.577236,50.073082,51.318562,7397900,34.354313
"2006-05-11",51.711365,51.984413,50.719772,50.897015,6344100,34.072121
"2006-05-12",50.537739,50.657497,48.885082,49.004841,7223200,32.805439
"2006-05-15",47.55817,48.338989,46.77256,47.495895,10029100,31.795307
"2006-05-16",46.465981,46.705494,45.579773,46.451607,14491900,31.096226
"2006-05-17",46.394123,46.705494,44.070824,44.482792,10055000,29.778233
"2006-05-18",44.473209,45.139065,44.128307,44.252857,7508800,29.624313
"2006-05-19",43.543892,45.24445,42.901989,45.057629,15138200,30.163044
"2006-05-22",44.16663,45.004936,43.112762,44.602551,10387100,29.858404
"2006-05-23",45.939045,46.097126,44.64566,44.870808,10424300,30.037979
"2006-05-24",44.310341,45.541451,43.668438,44.966614,12360700,30.102114
"2006-05-25",46.106705,47.543797,45.8624,46.882736,10311000,31.384836
"2006-05-26",46.705494,47.031235,46.465981,46.820461,6978600,31.343142
"2006-05-30",47.424042,47.443203,46.121078,46.121078,7849900,30.87495
"2006-05-31",46.121078,47.467152,46.121078,47.467152,9236300,31.776049
"2006-06-01",47.304283,47.965343,46.695915,47.845589,7723400,32.029392
"2006-06-02",48.382103,48.468327,47.768944,48.334198,6984000,32.356491
"2006-06-05",48.621616,48.794067,46.576157,46.657593,11111500,31.234114
"2006-06-06",46.681541,47.510265,46.135448,47.016865,10846000,31.474615
"2006-06-07",46.561787,46.566574,45.124691,45.373791,13743100,30.609056
"2006-06-08",44.621712,46.782139,43.927116,46.456398,14789600,31.339386
"2006-06-09",46.576157,47.141411,45.699532,46.432446,9194300,31.323219
"2006-06-12",46.504303,47.179733,45.804916,46.111496,9278000,31.10672
"2006-06-13",45.028885,45.431274,44.022923,44.118729,14928800,29.762398
"2006-06-14",43.994179,44.885178,43.70676,44.746258,9125000,30.185736
"2006-06-15",45.158226,46.705494,45.052837,46.585735,8718600,31.42664
"2006-06-16",46.346222,46.695915,45.507919,46.336639,7186300,31.2586
"2006-06-19",46.456398,46.456398,44.386986,44.497162,7643000,30.017689
"2006-06-20",44.751049,45.177387,44.200165,44.228905,6402200,29.836729
"2006-06-21",44.200165,45.637257,44.042084,44.957031,7312000,30.327913
"2006-06-22",44.957031,45.618095,44.554646,45.388161,5438000,30.618759
"2006-06-23",46.197723,46.906689,46.111496,46.327061,7083400,31.252136
"2006-06-26",46.609688,47.979717,46.269577,47.903072,7104200,32.315311
"2006-06-27",47.903072,48.367729,47.198895,47.380928,7350700,31.963074
"2006-06-28",47.826427,48.904243,47.57254,48.659939,7193000,32.825893
"2006-06-29",49.076694,49.598839,48.703053,48.980888,9329600,33.042389
"2006-06-30",49.105438,49.637161,49.095856,49.124599,6076100,33.139339
"2006-07-03",49.124599,50.25032,49.124599,50.101822,2261300,33.798584
"2006-07-05",49.340164,50.298225,48.458748,50.207211,8579100,33.869682
"2006-07-06",50.087452,50.523369,49.321003,49.713806,7181100,33.536823
"2006-07-07",50.010807,50.240742,48.894665,49.158131,6384900,33.161976
"2006-07-10",49.158131,49.828773,48.794067,49.301842,4349900,33.258923
"2006-07-11",49.407227,49.819195,48.54018,48.861134,7366700,32.96162
"2006-07-12",49.148552,49.819195,49.033585,49.421597,7149500,33.339722
"2006-07-13",49.579678,49.823986,48.923405,49.052746,6331800,33.090878
"2006-07-14",49.354534,49.685066,48.406052,49.407227,6591800,33.330017
"2006-07-17",48.597664,48.97131,47.155785,47.414459,7774000,31.985697
"2006-07-18",47.783314,48.334198,47.074348,47.974926,7304100,32.363781
"2006-07-19",48.04678,48.477909,47.323444,48.329407,6947300,32.602917
"2006-07-20",48.166538,48.54018,47.663555,47.663555,6009400,32.15374
"2006-07-21",47.970135,48.779697,47.606071,47.692299,6943100,32.173126
"2006-07-24",48.142586,49.651531,47.797684,49.503033,6747900,33.394646
"2006-07-25",49.723389,49.977276,49.220406,49.819195,6683600,33.607922
"2006-07-26",49.579678,51.48143,49.526985,51.050304,9523300,34.438435
"2006-07-27",51.783218,52.190395,50.777256,51.098206,7138100,34.470757
"2006-07-28",50.772465,51.423946,50.288643,51.064674,5046700,34.448116
"2006-07-31",51.122158,51.931721,50.887432,51.615559,4882000,34.819736
"2006-08-01",51.567657,52.046688,51.275448,51.629929,4606100,34.829433
"2006-08-02",52.214348,53.119717,51.347301,51.582027,6349600,34.797123
"2006-08-03",50.705402,51.639511,50.676659,51.227543,5583200,34.557987
"2006-08-04",51.021561,51.586819,49.843147,50.413193,6265500,34.008629
"2006-08-07",50.729351,51.78801,50.489838,51.395206,5711100,34.671093
"2006-08-08",51.256287,51.399994,50.394032,50.499416,5910000,34.066788
"2006-08-09",50.964077,51.888607,50.580853,50.940125,6097600,34.364094
"2006-08-10",50.489838,50.777256,50.130566,50.623966,5198300,34.150829
"2006-08-11",50.504208,50.638336,49.967693,50.384449,3929700,33.989246
"2006-08-14",49.867096,50.053921,48.885082,49.047955,6243200,33.087643
"2006-08-15",49.340164,49.819195,48.837181,49.728176,4839300,33.546524
"2006-08-16",50.010807,50.298225,48.976101,49.234776,3368500,33.213665
"2006-08-17",49.234776,49.694645,48.736584,49.253937,4082900,33.226601
"2006-08-18",49.579678,50.317387,49.100647,50.221581,3482500,33.879372
"2006-08-21",50.777256,51.045513,50.298225,50.652706,2953600,34.170212
"2006-08-22",50.662289,51.083836,50.451515,51.064674,2271500,34.448116
"2006-08-23",51.064674,51.246704,49.886257,50.154514,2168300,33.834133
"2006-08-24",50.346127,50.68145,49.915001,50.595222,2212700,34.131432
"2006-08-25",50.729351,51.4958,50.537739,51.170059,3883100,34.519222
"2006-08-28",50.211998,51.055092,50.183258,50.422771,3040900,34.015091
"2006-08-29",50.432354,50.432354,49.646744,50.336548,3164000,33.956924
"2006-08-30",50.346127,50.719772,48.928196,49.608421,4238800,33.465744
"2006-08-31",49.416809,49.579678,48.592876,48.851551,3802100,32.955151
"2006-09-01",49.330582,49.340164,48.621616,49.321003,2355400,33.271839
"2006-09-05",49.138969,49.723389,48.669521,48.928196,4123100,33.006851
"2006-09-06",47.807266,48.171329,45.603725,45.776176,7070500,31.019989
"2006-09-07",45.613304,46.149818,44.789371,45.824078,6548800,31.052452
"2006-09-08",46.01569,46.427658,44.751049,44.827694,5202800,30.377266
"2006-09-11",44.118729,44.473209,43.122345,43.946278,8142000,29.77997
"2006-09-12",43.687599,44.434887,43.687599,43.687599,6679300,29.604668
"2006-09-13",43.955856,44.549854,43.917534,43.975018,7135200,29.799438
"2006-09-14",44.252857,44.540276,42.44212,42.614571,9059000,28.877544
"2006-09-15",42.614571,42.806183,42.164284,42.202606,8254500,28.598373
"2006-09-18",42.365475,44.176212,42.336735,43.927116,8916500,29.766994
"2006-09-19",43.879211,44.118729,42.949894,43.189407,8285500,29.267084
"2006-09-20",42.777443,43.438503,42.470863,42.518764,8596600,28.812626
"2006-09-21",42.537926,43.754665,42.518764,43.591793,6157600,29.539761
"2006-09-22",43.658859,43.869633,43.016956,43.333118,6270500,29.364462
"2006-09-25",43.093601,44.01334,42.202606,43.563053,8287400,29.520271
"2006-09-26",43.218151,44.751049,43.122345,44.693565,7895400,30.286366
"2006-09-27",45.028885,45.747433,44.463631,45.651627,7210300,30.935596
"2006-09-28",45.98695,46.676754,45.55582,45.574982,7420500,30.88365
"2006-09-29",45.479176,46.207302,45.115112,46.092335,5507900,31.23424
"2006-10-02",45.98695,46.360592,45.182175,45.23008,4368000,30.649925
"2006-10-03",43.850471,44.712727,43.007378,43.093601,8391600,29.202152
"2006-10-04",43.112762,43.371441,41.915188,42.873249,11262600,29.052824
"2006-10-05",43.658859,44.406147,42.969055,43.745083,7768400,29.643623
"2006-10-06",43.160667,43.907955,42.710377,43.67802,6739900,29.598185
"2006-10-09",44.118729,44.367825,43.07444,43.19899,4598800,29.27356
"2006-10-10",42.959473,44.13789,42.758282,43.649277,5525700,29.578714
"2006-10-11",43.323536,43.428925,42.700798,42.787022,5987500,28.994402
"2006-10-12",42.901989,43.457664,42.825344,43.275635,9210700,29.325508
"2006-10-13",43.505569,44.942661,43.495987,44.712727,6272800,30.299347
"2006-10-16",44.492371,45.900723,44.367825,45.814499,5897100,31.045958
"2006-10-17",45.939045,45.948627,44.367825,44.434887,6231500,30.111061
"2006-10-18",44.444469,45.8624,44.224113,44.386986,6549300,30.078609
"2006-10-19",44.549854,46.01569,44.262436,45.8624,5216500,31.078423
"2006-10-20",45.871983,45.871983,44.712727,45.048046,5230900,30.526575
"2006-10-23",43.601376,44.588177,43.313957,44.444469,8017400,30.117559
"2006-10-24",44.109146,45.70911,43.86005,45.622887,5558100,30.916115
"2006-10-25",45.316307,47.050396,45.316307,46.877945,5875400,31.766594
"2006-10-26",47.615654,47.807266,45.804916,45.996529,5478100,31.169304
"2006-10-27",45.881561,46.504303,45.498337,45.68037,4608500,30.955063
"2006-10-30",45.517498,45.527081,44.176212,44.386986,5220000,30.078609
"2006-10-31",44.386986,45.019306,43.534309,44.971401,6399700,30.474638
"2006-11-01",44.569016,45.335468,43.927116,44.339081,4352100,30.046143
"2006-11-02",44.080406,45.191757,43.783405,44.731888,5538500,30.312328
"2006-11-03",45.345047,45.70911,44.818111,45.277985,4598000,30.682404
"2006-11-06",45.07679,46.533043,44.894756,46.49472,5536300,31.506903
"2006-11-07",46.475559,46.580948,45.402531,45.632465,5805400,30.922609
"2006-11-08",45.594143,47.088718,45.527081,46.92585,5725200,31.799067
"2006-11-09",47.261169,47.883911,46.820461,47.002495,5505100,31.850994
"2006-11-10",47.012074,47.012074,46.351013,46.609688,4722600,31.584814
"2006-11-13",46.609688,46.695915,45.814499,46.14024,3887100,31.266693
"2006-11-14",46.465981,46.513882,45.728271,46.178562,3531500,31.292665
"2006-11-15",46.638432,46.782139,45.977367,46.628849,4691500,31.597801
"2006-11-16",47.184525,47.184525,45.220501,45.23008,5403400,30.649925
"2006-11-17",44.808533,45.718693,44.549854,45.498337,5554000,30.831711
"2006-11-20",44.751049,45.795338,43.917534,45.163013,3809800,30.604477
"2006-11-21",45.507919,46.590527,45.191757,46.49472,5503200,31.506903
"2006-11-22",46.504303,46.600109,45.421692,45.910305,3756200,31.110868
"2006-11-24",45.98695,46.513882,45.929466,45.929466,2576700,31.123873
"2006-11-27",46.533043,46.561787,45.603725,45.843239,5997900,31.065432
"2006-11-28",45.939045,46.897106,45.900723,46.149818,4911900,31.273195
"2006-11-29",46.370174,48.056362,46.29353,47.912651,7182000,32.467754
"2006-11-30",47.471943,48.573715,47.471943,48.228813,7097200,32.682018
"2006-12-01",47.903072,48.305458,47.146202,48.295876,4207900,32.727451
"2006-12-04",47.768944,47.903072,47.10788,47.826427,4031600,32.409321
"2006-12-05",48.113846,48.621616,47.625233,48.458748,4192700,32.837822
"2006-12-06",48.247974,48.813229,47.979717,48.01804,3912900,32.687588
"2006-12-07",48.161747,48.362942,47.309074,47.309074,3604900,32.204956
"2006-12-08",47.89349,48.056362,47.318653,47.43362,3916400,32.289738
"2006-12-11",46.887527,47.625233,46.762978,47.136623,3117000,32.087555
"2006-12-12",47.299492,47.778522,46.877945,47.328236,4190700,32.21801
"2006-12-13",47.989296,48.353359,47.404881,47.979717,4404500,32.661488
"2006-12-14",48.669521,50.202419,48.334198,49.74255,7200100,33.861511
"2006-12-15",49.74255,49.943741,49.091068,49.74255,6122800,33.861511
"2006-12-18",49.004841,49.119808,47.404881,47.615654,7968200,32.413662
"2006-12-19",47.318653,48.209652,46.303108,48.008457,6450600,32.681057
"2006-12-20",47.922234,48.104263,47.452782,47.826427,5622800,32.557133
"2006-12-21",48.382103,48.544971,47.222847,47.577332,4527300,32.387569
"2006-12-22",47.663555,47.836006,46.964172,47.069557,3405600,32.041916
"2006-12-26",46.830044,47.404881,46.025272,46.628849,3746500,31.741905
"2006-12-27",46.61927,47.491104,46.418076,47.395298,3308700,32.263641
"2006-12-28",47.615654,47.663555,46.92585,47.155785,2836900,32.100605
"2006-12-29",46.945011,47.050396,46.533043,46.782139,2966300,31.84626
"2007-01-03",46.782139,46.810883,44.549854,44.760628,7139900,30.47014
"2007-01-04",44.559437,44.559437,43.457664,43.840889,7759600,29.844038
"2007-01-05",43.649277,43.927116,43.0457,43.543892,9062000,29.64187
"2007-01-08",44.080406,44.252857,43.0457,43.428925,7195400,29.563604
"2007-01-09",42.633732,42.76786,41.685253,41.82896,11559000,28.474445
"2007-01-10",41.292446,41.627769,40.296062,41.32119,14485000,28.128792
"2007-01-11",41.187061,42.384636,41.119995,41.273285,10556400,28.096184
"2007-01-12",41.340351,42.729538,41.254124,42.537926,9569200,28.957066
"2007-01-16",42.250507,42.480442,41.579865,41.742737,6660600,28.415751
"2007-01-17",41.98225,42.729538,41.50322,42.164284,8283900,28.702717
"2007-01-18",42.490025,42.882828,41.608608,41.781059,8422300,28.441843
"2007-01-19",42.585831,43.036118,42.010994,42.873249,9526100,29.185324
"2007-01-22",43.515148,43.572632,41.972672,41.972672,9164500,28.572275
"2007-01-23",42.394218,43.649277,42.28883,43.19899,7523500,29.407068
"2007-01-24",43.783405,44.386986,43.22773,44.262436,8418800,30.131008
"2007-01-25",44.262436,44.473209,43.428925,43.495987,7259700,29.609259
"2007-01-26",43.649277,44.109146,43.304375,43.725922,6830200,29.765787
"2007-01-29",43.955856,44.042084,43.103184,43.275635,7529500,29.459253
"2007-01-30",43.371441,44.157051,43.141506,43.927116,7788800,29.902754
"2007-01-31",43.927116,44.789371,43.687599,44.415726,7297100,30.235357
"2007-02-01",44.530693,45.124691,44.367825,44.837273,10223200,30.522324
"2007-02-02",45.412113,45.498337,44.473209,45.306725,4444200,30.841896
"2007-02-05",45.067207,45.460014,44.540276,44.703144,5699700,30.431011
"2007-02-06",45.000145,45.028885,44.530693,44.693565,4803900,30.424488
"2007-02-07",44.703144,45.095951,44.473209,44.674404,6157300,30.411448
"2007-02-08",44.760628,45.55582,44.185791,45.249241,6315400,30.802757
"2007-02-09",45.038467,45.450436,44.454048,44.569016,4893700,30.33971
"2007-02-12",44.262436,44.339081,43.687599,44.061245,6234800,29.994055
"2007-02-13",44.128307,44.77021,44.128307,44.64566,4582800,30.391878
"2007-02-14",44.77021,46.427658,44.712727,46.082756,12233300,31.370171
"2007-02-15",46.082756,46.245625,45.153435,45.622887,8488400,31.057112
"2007-02-16",45.603725,46.111496,45.412113,45.527081,7181500,30.991896
"2007-02-20",45.143852,45.507919,44.875595,45.172596,4563400,30.750572
"2007-02-21",44.961823,46.054012,44.789371,45.766594,7027500,31.154934
"2007-02-22",45.68037,46.006111,45.10553,45.98695,6597600,31.304947
"2007-02-23",46.226463,46.561787,45.8624,46.226463,6159100,31.467979
"2007-02-26",46.216885,46.705494,45.718693,45.929466,5371700,31.26582
"2007-02-27",45.843239,45.843239,43.821728,44.348663,9800100,30.189707
"2007-02-28",44.262436,44.875595,43.907955,44.185791,8142500,30.078835
"2007-03-01",44.070824,44.971401,43.591793,44.559437,8998800,30.333179
"2007-03-02",44.367825,44.530693,43.67802,43.975018,8020100,29.935341
"2007-03-05",43.591793,44.042084,42.969055,43.256474,6590400,29.446215
"2007-03-06",43.716343,44.003761,43.448086,43.888794,4608500,29.876657
"2007-03-07",43.83131,45.201336,43.601376,44.415726,8086400,30.387682
"2007-03-08",44.731888,44.875595,44.195374,44.386986,4649200,30.368017
"2007-03-09",44.712727,44.846855,44.089985,44.386986,4906700,30.368017
"2007-03-12",43.975018,44.339081,43.802567,43.946278,5103200,30.0665
"2007-03-13",43.840889,44.597759,43.572632,43.610954,8820100,29.837086
"2007-03-14",44.032501,44.434887,43.419342,44.415726,6717500,30.387682
"2007-03-15",44.233696,44.300758,43.888794,43.936695,4953300,30.059948
"2007-03-16",44.051662,44.070824,43.428925,43.83131,9081500,29.987843
"2007-03-19",44.13789,44.454048,43.850471,44.377403,4549900,30.361464
"2007-03-20",44.272018,44.827694,44.243275,44.760628,4862900,30.623646
"2007-03-21",44.837273,45.392952,44.693565,45.153435,7412200,30.892385
"2007-03-22",45.603725,46.322269,45.584564,46.063595,8523400,31.515099
"2007-03-23",46.082756,46.600109,46.082756,46.255207,6404600,31.646196
"2007-03-26",46.389336,46.77256,45.785755,46.580948,4787300,31.869043
"2007-03-27",46.590527,47.098301,46.446819,46.92585,5677500,32.105019
"2007-03-28",47.251591,47.950974,47.23243,47.682716,9180600,32.622845
"2007-03-29",48.133007,48.343781,47.500687,48.190491,7304100,32.97023
"2007-03-30",48.142586,48.152168,47.184525,47.242008,5820200,32.32132
"2007-04-02",47.165363,47.730621,47.155785,47.500687,5470200,32.498299
"2007-04-03",47.040817,47.788105,47.012074,47.58691,4770500,32.557285
"2007-04-04",47.58691,48.247974,47.059978,47.663555,6067100,32.609737
"2007-04-05",47.644394,47.941395,47.366558,47.855167,5572500,32.740818
"2007-04-09",47.682716,48.286297,47.414459,47.596493,4532800,32.563854
"2007-04-10",47.807266,48.477909,47.644394,48.228813,4403800,32.996464
"2007-04-11",48.180908,48.621616,47.452782,47.768944,6075900,32.681835
"2007-04-12",48.085102,49.052746,47.86475,48.98568,7873600,33.514275
"2007-04-13",50.585644,50.595222,48.698261,49.119808,5217500,33.606041
"2007-04-16",49.31142,49.340164,48.65036,49.282681,4450000,33.71748
"2007-04-17",49.340164,49.483871,48.554554,48.813229,3398500,33.396286
"2007-04-18",48.813229,49.196453,48.544971,48.976101,4759800,33.507736
"2007-04-19",48.966518,48.966518,47.998878,48.142586,4253700,32.937458
"2007-04-20",48.420425,49.646744,48.420425,49.541355,7609900,33.894447
"2007-04-23",50.40361,50.40361,48.861134,49.292259,6086700,33.724041
"2007-04-24",49.58926,49.857517,48.98568,49.282681,5492400,33.71748
"2007-04-25",49.809612,50.394032,49.522194,50.001225,4846500,34.209076
"2007-04-26",48.516232,49.809612,47.663555,49.043163,5794700,33.5536
"2007-04-27",48.870712,49.330582,48.401264,49.024002,5160500,33.540504
"2007-04-30",49.033585,49.675484,48.49707,48.573715,5813200,33.232445
"2007-05-01",48.583294,48.822811,48.142586,48.631199,3910700,33.271759
"2007-05-02",48.841972,49.388065,48.717422,49.167713,3662300,33.638824
"2007-05-03",49.167713,49.962902,48.976101,49.685066,4421200,33.992779
"2007-05-04",49.74255,50.288643,49.091068,49.483871,5311200,33.855133
"2007-05-07",49.043163,49.483871,48.870712,49.340164,3760500,33.756809
"2007-05-08",49.158131,49.225197,48.439587,48.976101,4304700,33.507736
"2007-05-09",49.014423,49.253937,48.305458,49.100647,4514600,33.592934
"2007-05-10",49.330582,49.340164,48.171329,48.362942,5072000,33.088234
"2007-05-11",48.621616,49.915001,48.621616,49.752129,6081600,34.038662
"2007-05-14",49.752129,50.087452,49.340164,49.675484,6512900,33.986217
"2007-05-15",49.675484,50.576061,49.483871,50.135353,6276700,34.300842
"2007-05-16",50.25032,50.940125,49.867096,50.777256,5144600,34.740013
