"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2005-03-16",56.895168,56.904449,55.939182,56.013435,629600,32.198078
"2005-03-17",56.199062,57.34996,56.199062,57.229301,994200,32.896999
"2005-03-18",57.359241,57.749062,57.22002,57.68409,1801100,33.158421
"2005-03-21",57.68409,57.721218,57.238583,57.331398,1060600,32.955688
"2005-03-22",57.452057,58.324509,55.837086,55.846367,1269200,32.102039
"2005-03-23",55.688583,56.412537,55.205948,55.605049,1315000,31.963341
"2005-03-24",55.827805,56.774509,55.827805,55.855648,809500,32.107376
"2005-03-28",55.948463,56.189781,55.475109,55.5308,736900,31.920656
"2005-03-29",55.577206,56.496067,55.456547,56.069122,996100,32.230095
"2005-03-30",56.087685,56.644569,55.967026,56.644569,1121600,32.560871
"2005-03-31",56.635288,56.932297,56.152657,56.226906,1231400,32.320786
"2005-04-01",57.266426,57.34996,55.493675,55.929901,1568600,32.15007
"2005-04-04",55.967026,55.967026,55.029602,55.512238,1406800,31.909979
"2005-04-05",55.549362,55.670021,55.048164,55.289482,818500,31.78194
"2005-04-06",55.502956,55.967026,55.187386,55.642178,653800,31.98469
"2005-04-07",55.549362,56.375408,55.48439,56.208344,770600,32.310131
"2005-04-08",56.199062,56.329002,55.87421,55.92062,533800,32.144726
"2005-04-11",55.967026,56.041279,55.753555,55.855648,517500,32.107376
"2005-04-12",55.762836,57.099361,55.502956,56.913731,1023500,32.715603
"2005-04-13",56.978703,57.665527,56.978703,57.442776,979700,33.019711
"2005-04-14",57.266426,57.544868,57.173611,57.303551,1329200,32.939674
"2005-04-15",57.405647,57.628403,56.932297,57.09008,963800,32.816978
"2005-04-18",57.266426,57.489182,56.635288,57.331398,841800,32.955688
"2005-04-19",57.266426,57.4799,57.09008,57.396366,1101300,32.993027
"2005-04-20",57.396366,57.535587,56.941578,57.275707,872200,32.923664
"2005-04-21",57.498463,57.804749,57.145767,57.804749,1010900,33.227787
"2005-04-22",57.730499,58.584389,57.693371,58.370918,1040800,33.553238
"2005-04-25",58.705048,59.15984,58.343071,58.974209,949100,33.900017
"2005-04-26",58.974209,59.345467,58.732891,58.98349,859800,33.90535
"2005-04-27",59.0299,59.76313,58.751457,59.642471,820900,34.284161
"2005-04-28",59.345467,59.568222,58.937084,59.466125,958400,34.182793
"2005-04-29",60.004448,61.322411,59.456844,61.322411,1601800,35.249828
"2005-05-02",61.767921,61.767921,60.923309,61.350258,1490300,35.265846
"2005-05-03",61.350258,61.489479,60.886185,61.331692,1238600,35.255169
"2005-05-04",61.340977,62.835285,60.941872,61.999958,1058200,35.639309
"2005-05-05",61.999958,62.826004,61.814327,62.315525,1291700,35.820713
"2005-05-06",62.09277,62.09277,61.071812,61.443069,1565200,35.319199
"2005-05-09",61.443069,63.169418,61.313129,63.141571,1494700,36.295544
"2005-05-10",63.141571,63.141571,62.371212,63.048759,1094000,36.242184
"2005-05-11",63.048759,63.577801,62.380497,63.484985,1063000,36.492943
"2005-05-12",63.670612,64.04187,63.076603,63.113728,1517100,36.279526
"2005-05-13",62.788879,62.826004,61.489479,61.842171,1317000,35.947304
"2005-05-16",62.074207,62.621811,61.96283,62.621811,890900,36.400482
"2005-05-17",62.593967,63.299358,62.334087,63.141571,1174800,36.702618
"2005-05-18",63.531391,63.809834,63.30864,63.772709,1526500,37.069462
"2005-05-19",64.004745,64.422409,63.809834,64.413132,1025200,37.441738
"2005-05-20",64.598755,65.38768,63.995464,65.304146,1361800,37.959663
"2005-05-23",65.34127,65.508339,64.840073,64.970016,906600,37.765434
"2005-05-24",64.505943,64.515221,63.512829,63.939774,1553900,37.166592
"2005-05-25",63.707741,63.846962,63.039478,63.234386,1088000,36.756557
"2005-05-26",63.345764,63.735584,62.566124,62.900257,817600,36.562347
"2005-05-27",63.299358,63.299358,62.844566,63.085884,763800,36.670242
"2005-05-31",63.13229,64.01403,63.113728,63.78199,1174600,37.074871
"2005-06-01",63.995464,64.89576,63.791271,64.886482,877700,37.716877
"2005-06-02",64.775101,64.951454,64.459534,64.830795,678300,37.684517
"2005-06-03",64.970016,66.018814,64.645164,65.109238,965700,37.846375
"2005-06-06",65.34127,66.074501,65.257736,65.6754,689400,38.175457
"2005-06-07",65.90744,67.058334,65.786781,66.352951,1125200,38.569298
"2005-06-08",66.45504,67.299652,66.45504,66.798454,867900,38.828247
"2005-06-09",66.798454,66.835579,66.111633,66.547859,805800,38.682594
"2005-06-10",67.011932,67.058334,65.926003,66.315819,547600,38.547714
"2005-06-13",66.19516,66.659233,65.898155,66.584984,662600,38.704182
"2005-06-14",66.584984,67.596657,66.408638,67.578094,721800,39.281452
"2005-06-15",67.578094,67.578094,66.937675,67.475998,757700,39.222107
"2005-06-16",67.475998,67.698753,66.640671,67.568817,972500,39.27607
"2005-06-17",68.125702,68.738274,67.75444,68.524803,1467300,39.83176
"2005-06-20",68.450554,68.682587,68.10714,68.10714,614300,39.588966
"2005-06-21",68.116417,68.116417,67.197556,67.23468,996800,39.081829
"2005-06-22",67.568817,67.856537,67.030495,67.225403,669000,39.076435
"2005-06-23",67.188278,67.401749,66.733482,66.844864,674300,38.855232
"2005-06-24",66.68708,67.28109,66.185883,66.594261,880300,38.709564
"2005-06-27",66.594261,67.002647,66.50145,66.520012,668600,38.666409
"2005-06-28",66.520012,67.197556,66.204445,67.197556,826100,39.060246
"2005-06-29",67.188278,68.01432,67.02121,67.188278,690800,39.054867
"2005-06-30",67.197556,67.364624,66.250854,67.28109,1254700,39.10881
"2005-07-01",67.336777,68.227798,66.965523,68.227798,949000,39.659111
"2005-07-05",68.227798,68.868217,67.568817,68.608337,953600,39.88031
"2005-07-06",68.617615,69.072403,68.237076,68.246361,838200,39.669895
"2005-07-07",67.336777,68.543365,67.336777,68.543365,710600,39.842541
"2005-07-08",68.543365,70.436775,68.218513,70.102646,1195700,40.748913
"2005-07-11",70.167618,71.791862,70.167618,71.420609,1288400,41.514999
"2005-07-12",71.420609,71.921806,71.012222,71.327797,769300,41.46106
"2005-07-13",71.51342,71.643364,70.863724,71.234978,558600,41.407097
"2005-07-14",71.188576,71.346359,69.796356,70.21402,1428300,40.813644
"2005-07-15",70.21402,71.197853,69.833481,70.984383,1010000,41.26144
"2005-07-18",70.99366,72.023903,70.668816,71.25354,1044300,41.417908
"2005-07-19",71.25354,72.283783,71.123604,71.51342,673600,41.568962
"2005-07-20",71.420609,72.135277,71.058632,71.931084,760500,41.811737
"2005-07-21",71.838272,71.996056,70.158333,70.511032,1169100,40.986301
"2005-07-22",70.511032,71.29995,70.325401,71.290672,614800,41.43948
"2005-07-25",71.337074,71.977493,71.123604,71.671204,563400,41.660675
"2005-07-26",71.754738,72.627197,71.494858,72.098152,836300,41.908848
"2005-07-27",72.627197,73.109825,71.838272,73.035576,1100300,42.453743
"2005-07-28",73.128395,74.056534,73.091263,73.843063,1076700,42.923111
"2005-07-29",73.843063,74.520607,73.369705,74.010124,1243200,43.020229
"2005-08-01",74.019409,74.372101,73.323303,73.508934,982700,42.728897
"2005-08-02",73.406837,74.743362,73.239769,74.511322,1001800,43.311569
"2005-08-03",74.019409,75.151741,73.601746,74.743362,1004800,43.446445
"2005-08-04",74.297852,74.650543,73.416115,73.4254,1312300,42.680355
"2005-08-05",73.4254,73.4254,70.408936,70.501747,1902600,40.980896
"2005-08-08",69.610733,70.149055,66.965523,67.383186,2708800,39.168148
"2005-08-09",67.383186,69.332283,67.364624,68.923904,2192900,40.063736
"2005-08-10",69.14666,70.427498,69.14666,69.452942,1800900,40.371246
"2005-08-11",69.452942,70.622406,69.193062,70.390373,792200,40.916157
"2005-08-12",70.241867,71.364922,70.241867,70.882286,1271600,41.202091
"2005-08-15",70.074799,71.2257,69.824203,70.668816,706800,41.48772
"2005-08-16",70.455338,71.234978,70.455338,70.808037,789500,41.569458
"2005-08-17",70.724503,70.817314,69.657135,70.167618,1021200,41.193478
"2005-08-18",70.167618,70.381088,69.684982,69.833481,913000,40.997326
"2005-08-19",70.260429,70.260429,69.480789,69.66642,1004900,40.899246
"2005-08-22",69.647858,70.297554,69.499352,70.009834,685200,41.100857
"2005-08-23",70.019112,70.538872,69.703545,70.176895,626800,41.198917
"2005-08-24",70.21402,71.2257,70.139771,70.241867,679500,41.237068
"2005-08-25",70.353241,70.752342,69.740669,70.306839,601600,41.275211
"2005-08-26",70.399651,70.743065,69.248756,69.258034,825400,40.659489
"2005-08-29",69.193062,69.202347,68.227798,68.988876,790500,40.501465
"2005-08-30",68.998154,69.202347,68.218513,69.202347,1005900,40.626812
"2005-08-31",69.202347,70.678093,68.905342,70.603844,1294300,41.449574
"2005-09-01",70.678093,72.061028,70.288277,71.002945,1284700,41.683861
"2005-09-02",71.467018,71.996056,70.631683,71.197853,836200,41.798302
"2005-09-06",71.262825,73.007736,71.067917,72.506538,1010500,42.566597
"2005-09-07",72.497253,72.682884,71.708336,72.302345,976500,42.44672
"2005-09-08",72.070305,72.608635,71.884682,72.404442,830700,42.506668
"2005-09-09",72.506538,73.16552,72.302345,72.59935,919600,42.62109
"2005-09-12",72.59935,72.59935,71.337074,71.439171,1528300,41.939972
"2005-09-13",71.439171,71.810425,70.650253,70.770912,1000400,41.547646
"2005-09-14",70.910133,71.25354,70.139771,70.399651,921500,41.329708
"2005-09-15",70.399651,70.73378,70.167618,70.538872,954100,41.411446
"2005-09-16",70.353241,70.418213,69.610733,69.712822,4398400,40.926487
"2005-09-19",69.610733,69.684982,68.747559,68.914619,1546000,40.457878
"2005-09-20",68.961029,69.332283,68.032883,68.357735,1292300,40.130947
"2005-09-21",68.311333,68.431992,66.297256,66.408638,2332500,38.986694
"2005-09-22",66.408638,66.919113,65.452652,66.733482,2576000,39.177402
"2005-09-23",66.826302,67.633781,66.399353,67.114021,1689500,39.400806
"2005-09-26",66.919113,67.336777,66.668518,66.937675,1127600,39.297268
"2005-09-27",66.94696,67.336777,66.529297,67.169716,1173800,39.433487
"2005-09-28",67.54097,67.763725,66.45504,67.058334,1189200,39.368099
"2005-09-29",66.965523,68.608337,66.71492,68.469116,1358000,40.196342
"2005-09-30",68.450554,69.517914,68.339172,68.793961,932900,40.387047
"2005-10-03",68.701149,69.267319,67.735878,68.988876,1114100,40.501465
"2005-10-04",68.998154,69.193062,67.076897,67.169716,1266900,39.433487
"2005-10-05",67.104744,67.104744,65.359833,65.554741,1920400,38.48539
"2005-10-06",65.554741,65.870316,64.505943,65.350555,1479600,38.365509
"2005-10-07",65.350555,65.666122,64.097557,64.357437,1638900,37.782486
"2005-10-10",64.366722,64.366722,63.252949,63.52211,952100,37.292091
"2005-10-11",63.587082,64.125404,62.658939,63.410732,1216800,37.226692
"2005-10-12",62.928101,63.299358,61.767921,62.185585,1807200,36.507454
"2005-10-13",62.185585,62.556843,61.025406,61.795765,1536400,36.278606
"2005-10-14",62.371212,63.104446,62.167023,63.039478,1337300,37.008743
"2005-10-17",63.039478,63.429298,62.686783,63.104446,1112700,37.04689
"2005-10-18",63.020912,63.113728,62.120617,62.426903,961500,36.649113
"2005-10-19",62.185585,63.113728,61.350258,63.076603,1566900,37.030548
"2005-10-20",62.928101,63.475704,62.250557,62.361931,1355700,36.610973
"2005-10-21",62.361931,63.494267,62.185585,63.020912,1219300,36.997852
"2005-10-24",63.113728,64.338875,63.113728,64.060432,812800,37.608124
"2005-10-25",63.91193,64.942169,63.531391,64.292473,1306500,37.744339
"2005-10-26",63.949059,64.357437,63.26223,63.345764,1232200,37.18856
"2005-10-27",63.345764,63.642769,62.668221,62.863129,689900,36.905231
"2005-10-28",63.763428,66.028099,63.65205,65.758934,2244700,38.605263
"2005-10-31",65.990974,67.002647,65.898155,66.473602,1515300,39.024826
"2005-11-01",66.269417,66.278694,64.63588,65.053551,2278100,38.191162
"2005-11-02",65.146362,65.536179,64.468819,65.517616,1213300,38.463593
"2005-11-03",65.805344,66.566422,65.424805,65.582588,1067900,38.501732
"2005-11-04",65.758934,65.805344,64.598755,65.34127,1116300,38.360069
"2005-11-07",65.34127,65.990974,65.1278,65.591873,969400,38.507198
"2005-11-08",65.164925,65.861031,64.747261,65.740372,1007700,38.594372
"2005-11-09",65.64756,67.652351,65.526901,66.677795,1280800,39.144699
"2005-11-10",67.290375,69.1745,66.9748,68.923904,2307800,40.463329
"2005-11-11",68.961029,70.306839,68.812523,70.260429,1536900,41.247971
"2005-11-14",69.842766,70.111923,69.183784,69.332283,1191300,41.112679
"2005-11-15",69.193062,69.889175,69.118813,69.36013,895500,41.129192
"2005-11-16",69.36013,70.074799,69.14666,69.981987,1033600,41.49794
"2005-11-17",70.056236,71.095757,69.944862,70.770912,1198200,41.965748
"2005-11-18",71.234978,71.745461,70.640968,71.652641,1604500,42.488609
"2005-11-21",71.652641,71.931084,71.142166,71.661926,1230100,42.494118
"2005-11-22",71.671204,72.367317,71.197853,72.311623,1091900,42.879379
"2005-11-23",72.116714,72.543663,71.866119,72.441566,1105700,42.956432
"2005-11-25",72.673599,72.673599,72.172401,72.432281,330100,42.950924
"2005-11-28",72.580788,72.608635,71.281387,71.374199,1728900,42.323498
"2005-11-29",72.163124,72.246658,71.652641,71.81971,1024600,42.587681
"2005-11-30",72.107437,72.423004,71.671204,71.754738,1134500,42.549168
"2005-12-01",71.986778,73.017014,71.986778,73.007736,1000300,43.292141
"2005-12-02",72.775696,73.007736,72.255936,72.701447,625300,43.110527
"2005-12-05",72.487976,72.534378,71.782585,72.070305,1104500,42.73629
"2005-12-06",72.627197,72.775696,72.070305,72.070305,758700,42.73629
"2005-12-07",72.070305,72.376595,71.216415,71.420609,940600,42.351013
"2005-12-08",71.606239,72.395157,71.402046,71.624802,1658900,42.472095
"2005-12-09",71.791862,72.469414,71.689774,72.348755,1106400,42.901386
"2005-12-12",72.534378,72.81282,71.754738,72.209534,792500,42.818829
"2005-12-13",72.255936,72.998451,72.03318,72.989174,1105000,43.281147
"2005-12-14",72.942764,73.750244,72.580788,73.555336,874800,43.616871
"2005-12-15",73.555336,74.242165,73.341866,73.68528,1468800,43.69392
"2005-12-16",73.908035,73.973,73.16552,73.230484,1448600,43.42424
"2005-12-19",73.091263,73.184082,71.689774,71.810425,788800,42.58218
"2005-12-20",71.717613,72.107437,71.021507,71.402046,860800,42.340015
"2005-12-21",71.634079,72.404442,71.606239,72.395157,556000,42.928905
"2005-12-22",72.255936,72.90564,71.346359,72.757133,781500,43.143543
"2005-12-23",72.81282,73.323303,72.55294,72.720009,567300,43.121529
"2005-12-27",72.720009,73.536774,72.55294,72.952042,587600,43.259132
"2005-12-28",72.952042,72.989174,71.856834,72.33947,799100,42.895874
"2005-12-29",72.487976,72.81282,71.318512,71.448456,614700,42.367538
"2005-12-30",71.281387,71.875397,71.086479,71.123604,568300,42.174896
"2006-01-03",71.281387,72.868515,70.73378,72.794258,1640900,43.165573
"2006-01-04",72.952042,73.369705,72.738571,72.979889,1278000,43.275639
"2006-01-05",73.091263,74.362823,73.035576,73.787376,1200600,43.754459
"2006-01-06",74.065819,74.873299,73.796654,74.780487,996900,44.343353
"2006-01-09",74.808334,75.393059,74.631981,75.383781,949300,44.701096
"2006-01-10",75.179588,76.219109,74.938271,76.181984,1418100,45.174442
"2006-01-11",76.181984,76.952339,75.875694,76.330482,3382600,45.262474
"2006-01-12",76.525398,76.525398,75.708626,76.0242,1628300,45.080849
"2006-01-13",75.922104,75.931381,74.669106,74.780487,1142500,44.343353
"2006-01-17",74.502045,75.003242,74.251442,74.808334,781000,44.359871
"2006-01-18",74.808334,75.225998,74.446358,75.021805,793700,44.48645
"2006-01-19",75.021805,76.274796,74.891861,76.070602,1437100,45.108372
"2006-01-20",76.033478,76.154137,74.789764,74.947556,1183400,44.442406
"2006-01-23",75.01252,75.987076,74.956833,75.79216,795000,44.943264
"2006-01-24",75.79216,76.5718,75.76432,76.033478,1914000,45.086357
"2006-01-25",76.005638,76.5718,75.086777,75.393059,977500,44.7066
"2006-01-26",75.393059,75.782883,74.891861,75.708626,1673000,44.893734
"2006-01-27",77.221504,78.687965,76.284081,77.991859,2194000,46.247643
"2006-01-30",77.991859,78.103241,76.989464,77.035873,1109100,45.680771
"2006-01-31",76.5718,77.277191,76.349045,76.887375,1111800,45.592709
"2006-02-01",76.478989,77.537071,76.414017,77.509224,961400,45.96146
"2006-02-02",76.896652,77.407135,76.543961,76.989464,918200,45.653233
"2006-02-03",76.107735,76.339767,75.170303,75.652939,1083000,44.860699
"2006-02-06",75.467316,76.014915,75.281685,75.959229,932900,45.042332
"2006-02-07",75.736473,76.107735,75.179588,75.365219,1390800,44.690094
"2006-02-08",75.597252,75.597252,74.446358,74.901146,1001800,44.414894
"2006-02-09",74.808334,75.458031,74.362823,74.836174,1e+06,44.376389
"2006-02-10",74.845459,75.643661,73.935875,74.167915,797000,43.980114
"2006-02-13",75.040367,75.040367,74.437073,74.715515,1000900,44.304829
"2006-02-14",74.808334,75.495155,73.917313,75.495155,1646200,44.767147
"2006-02-15",74.771202,75.346657,74.49276,74.734077,1161300,44.766502
"2006-02-16",74.622704,76.460426,74.622704,76.460426,1106600,45.800591
"2006-02-17",76.460426,77.407135,76.05204,77.407135,1058900,46.367687
"2006-02-21",77.360725,78.372398,77.110123,77.481384,1011500,46.412155
"2006-02-22",77.481384,78.864319,76.293358,78.650841,1717500,47.112682
"2006-02-23",78.650841,78.817909,77.871201,78.390961,886500,46.957008
"2006-02-24",78.390961,78.48378,77.332878,77.667015,757800,46.523354
"2006-02-27",77.676292,78.121803,77.063721,77.472099,702700,46.406601
"2006-02-28",77.240067,77.65773,76.646057,77.008026,1149500,46.128613
"2006-03-01",77.128685,77.685577,76.87809,77.555634,952200,46.456657
"2006-03-02",77.323601,77.407135,76.664619,77.110123,1195100,46.189766
"2006-03-03",76.5718,76.896652,76.05204,76.089165,1015400,45.578209
"2006-03-06",76.321205,78.17749,75.968506,77.824799,1188400,46.617863
"2006-03-07",77.824799,77.91761,76.265518,76.330482,770800,45.722771
"2006-03-08",76.339767,76.581085,75.216713,76.274796,1127200,45.689415
"2006-03-09",76.386177,77.240067,76.154137,76.61821,890000,45.89513
"2006-03-10",76.61821,77.546356,76.061325,77.305038,972600,46.306526
"2006-03-13",77.221504,77.499947,75.79216,76.451141,999500,45.79504
"2006-03-14",76.441864,77.323601,76.321205,77.314316,1101500,46.31208
"2006-03-15",78.242462,80.098747,78.103241,79.430481,1427300,47.579704
"2006-03-16",79.541862,81.026886,79.142761,80.646347,1291900,48.308002
"2006-03-17",81.026886,82.122101,80.692757,82.103539,1913000,49.180885
"2006-03-20",82.066406,82.094254,79.606827,79.959526,1138400,47.896591
"2006-03-21",79.959526,80.191559,78.363121,78.474495,1308000,47.007046
"2006-03-22",78.010422,79.179886,78.010422,78.975693,802700,47.307266
"2006-03-23",78.984978,79.449043,78.585876,79.170601,775400,47.424026
"2006-03-24",79.105637,79.114914,78.558029,78.827187,740400,47.218315
"2006-03-27",78.799347,78.799347,77.221504,77.416412,1229700,46.373253
"2006-03-28",77.425697,78.845757,77.425697,78.69725,1563200,47.140484
"2006-03-29",79.21701,79.940964,79.170601,79.875992,1477800,47.846561
"2006-03-30",80.145157,80.191559,77.61132,78.131081,1735000,46.801342
"2006-03-31",78.381683,78.381683,76.813118,78.093956,1734800,46.779099
"2006-04-03",78.084679,78.780785,76.943062,77.156532,1328700,46.217564
"2006-04-04",77.314316,77.453537,75.782883,76.525398,1153700,45.839512
"2006-04-05",76.525398,77.583481,76.219109,77.230782,1345500,46.262047
"2006-04-06",76.896652,77.277191,76.293358,76.785278,811300,45.995197
"2006-04-07",76.785278,77.128685,75.114616,75.31881,934800,45.11676
"2006-04-10",75.040367,75.541565,74.251442,74.585579,972200,44.677544
"2006-04-11",74.808334,75.161026,74.242165,74.316414,828600,44.516323
"2006-04-12",74.316414,75.01252,74.140068,74.399948,810200,44.56636
"2006-04-13",74.409225,74.409225,72.90564,73.341866,1002900,43.932541
"2006-04-17",73.341866,73.694557,72.952042,73.146957,920600,43.815796
"2006-04-18",73.323303,75.987076,73.249054,75.309525,1426000,45.111198
"2006-04-19",75.31881,76.636772,75.058929,76.581085,1167400,45.872868
"2006-04-20",76.525398,77.425697,76.05204,77.175095,936800,46.228683
"2006-04-21",77.509224,77.936172,77.054436,77.249344,899600,46.273163
"2006-04-24",77.128685,77.490662,76.61821,76.896652,844400,46.061901
"2006-04-25",76.905937,77.453537,75.949944,76.265518,919600,45.683846
"2006-04-26",76.265518,76.497551,75.058929,75.281685,1348800,45.094509
"2006-04-27",75.123901,76.219109,74.511322,75.652939,1463000,45.31691
"2006-04-28",76.144859,76.395454,75.179588,75.996353,1123600,45.522617
"2006-05-01",76.432579,77.072998,75.188866,75.198151,1264300,45.044483
"2006-05-02",75.170303,75.225998,73.054138,73.880188,2007900,44.255009
"2006-05-03",73.323303,74.056534,73.137672,74.056534,1248700,44.360638
"2006-05-04",74.483482,75.79216,74.307137,75.198151,966700,45.044483
"2006-05-05",75.922104,77.434975,75.922104,76.9245,834000,46.078579
"2006-05-08",77.008026,77.462822,76.720306,76.952339,514300,46.095253
"2006-05-09",76.943062,77.407135,76.089165,77.156532,568300,46.217564
"2006-05-10",76.933777,77.954735,76.655334,77.379288,1118000,46.351002
"2006-05-11",77.379288,77.824799,75.216713,75.420906,1152900,45.177925
"2006-05-12",75.049644,75.049644,73.508934,74.622704,1349200,44.699776
"2006-05-15",74.121506,75.949944,73.666718,75.745758,1297900,45.839363
"2006-05-16",75.690063,76.172699,74.919708,74.919708,909700,45.339451
"2006-05-17",73.880188,74.41851,72.757133,72.840668,1687100,44.081272
"2006-05-18",72.107437,74.065819,72.107437,72.376595,900800,43.800434
"2006-05-19",72.766418,73.276894,71.569115,72.005341,1647000,43.575756
"2006-05-22",71.7733,72.163124,70.789474,71.652641,1076000,43.362316
"2006-05-23",72.088875,72.840668,71.402046,71.420609,990000,43.221889
"2006-05-24",71.420609,72.701447,70.668816,71.439171,1230500,43.233131
"2006-05-25",71.736176,73.564621,71.652641,73.174797,1143800,44.28347
"2006-05-26",73.137672,74.334976,72.961327,73.982285,632400,44.772144
"2006-05-30",73.973,74.520607,73.462524,73.787376,1163300,44.654194
"2006-05-31",74.186478,74.604141,72.64576,73.908035,1683800,44.727226
"2006-06-01",74.20504,75.810722,74.019409,75.810722,1330800,45.878674
"2006-06-02",76.246956,77.035873,75.448746,76.135574,1414300,46.075253
"2006-06-05",75.485878,77.926895,75.430183,75.847855,1155300,45.901161
"2006-06-06",76.209824,76.31192,74.631981,75.077492,1256500,45.434963
"2006-06-07",75.086777,76.31192,74.650543,75.755035,1086300,45.844978
"2006-06-08",75.76432,75.996353,74.112221,75.569405,1415000,45.732632
"2006-06-09",75.541565,76.87809,75.383781,76.701744,888000,46.417896
"2006-06-12",76.664619,76.701744,75.615814,75.801445,823800,45.873055
"2006-06-13",75.810722,75.977791,73.861626,73.861626,1370600,44.699139
"2006-06-14",73.870903,74.056534,72.636475,73.184082,1157200,44.289089
"2006-06-15",73.276894,74.409225,73.063423,74.409225,830800,45.030529
"2006-06-16",74.010124,74.956833,73.555336,74.854736,1418900,45.300144
"2006-06-19",75.086777,75.411621,74.399948,74.399948,988300,45.024906
"2006-06-20",74.622704,74.891861,73.666718,74.047256,1220300,44.811478
"2006-06-21",73.416115,74.956833,73.416115,74.854736,760500,45.300144
"2006-06-22",74.845459,74.873299,74.010124,74.15863,732900,44.87888
"2006-06-23",74.15863,74.15863,73.388275,73.434677,608900,44.440773
"2006-06-26",73.666718,74.130783,73.388275,73.917313,724300,44.732853
"2006-06-27",73.787376,74.604141,73.768814,74.372101,961200,45.008049
"2006-06-28",74.483482,75.105339,74.260727,74.836174,649500,45.28891
"2006-06-29",75.550842,76.803841,75.01252,76.785278,1284400,46.468449
"2006-06-30",76.896652,77.954735,76.729584,76.980186,2323200,46.586418
"2006-07-03",77.490662,78.17749,77.267906,78.001144,772000,47.204281
"2006-07-05",78.001144,78.947845,77.230782,78.455933,1340300,47.479485
"2006-07-06",78.2239,78.446655,77.499947,77.70414,1054200,47.024513
"2006-07-07",77.072998,78.186775,76.87809,77.472099,879200,46.884098
"2006-07-10",77.472099,78.799347,77.472099,78.706535,764100,47.631161
"2006-07-11",78.613716,78.613716,77.685577,78.242462,705800,47.350304
"2006-07-12",78.7715,79.077789,78.409523,78.938568,1085700,47.771568
"2006-07-13",78.938568,78.947845,77.342163,77.527786,898600,46.917801
"2006-07-14",77.527786,77.722702,76.154137,76.395454,815300,46.232544
"2006-07-17",76.154137,76.655334,75.745758,76.05204,669300,46.024723
"2006-07-18",76.246956,76.794556,75.708626,76.701744,823600,46.417896
"2006-07-19",76.896652,78.752937,76.516113,78.752937,1152700,47.659233
"2006-07-20",78.95713,79.077789,78.001144,78.038269,899600,47.226719
"2006-07-21",78.595154,78.595154,76.896652,77.035873,961000,46.620098
"2006-07-24",77.499947,78.25174,77.035873,78.242462,564500,47.350304
"2006-07-25",78.242462,78.632278,77.481384,78.400246,1211300,47.445774
"2006-07-26",78.168205,78.966415,78.001144,78.901443,815300,47.749107
"2006-07-27",79.708923,79.736771,78.400246,78.558029,674800,47.541271
"2006-07-28",79.03138,79.913116,78.892159,79.653236,894800,48.204041
"2006-07-31",79.421204,79.866707,78.836472,79.384079,1198100,48.041183
"2006-08-01",79.384079,79.421204,77.741264,78.325996,1394100,47.400848
"2006-08-02",77.96402,77.973297,76.339767,76.757431,1995300,46.451595
"2006-08-03",76.757431,76.998749,76.09845,76.980186,1176800,46.586418
"2006-08-04",77.61132,78.196053,77.425697,77.852638,1014200,47.114384
"2006-08-07",77.861923,78.131081,77.147255,77.722702,791900,47.035751
"2006-08-08",77.722702,78.196053,76.274796,76.599648,1338400,46.356102
"2006-08-09",76.943062,76.989464,75.699348,75.949944,1125700,45.962925
"2006-08-10",75.996353,76.998749,75.355934,76.840965,744100,46.502159
"2006-08-11",76.61821,76.961624,75.79216,76.042763,654400,46.019104
"2006-08-14",76.720306,77.527786,76.042763,77.017311,827300,46.608875
"2006-08-15",77.360725,77.629883,76.915215,77.342163,768100,47.271931
"2006-08-16",77.945457,78.019707,77.240067,77.620605,675800,47.44215
"2006-08-17",77.620605,77.778389,77.249344,77.407135,536000,47.311657
"2006-08-18",77.481384,78.093956,77.295753,78.001144,845500,47.674717
"2006-08-21",77.96402,78.669403,77.806236,78.474495,579500,47.964027
"2006-08-22",78.48378,79.504738,77.96402,79.504738,835300,48.593708
"2006-08-23",79.727486,79.727486,78.48378,78.669403,799000,48.083141
"2006-08-24",78.882881,79.820305,78.641563,79.792458,1159900,48.769566
"2006-08-25",79.792458,79.978088,79.495453,79.736771,583500,48.735535
"2006-08-28",79.736771,80.024498,79.068504,79.272697,1131600,48.451885
"2006-08-29",79.430481,79.578987,78.214615,78.567307,1074400,48.020744
"2006-08-30",78.799347,79.356232,78.493057,79.356232,587200,48.502956
"2006-08-31",79.356232,79.458328,78.69725,78.69725,814700,48.100163
"2006-09-01",79.26342,79.5233,78.69725,78.808624,552800,48.168255
"2006-09-05",78.984978,80.089462,78.845757,79.755333,721500,48.746876
"2006-09-06",79.708923,80.442162,79.55114,79.978088,924700,48.88303
"2006-09-07",79.978088,79.978088,79.124199,79.467606,740900,48.57103
"2006-09-08",79.634674,80.516411,78.632278,80.395752,797800,49.138306
"2006-09-11",80.349342,83.31012,80.256531,82.948143,2837400,50.69836
"2006-09-12",82.734673,83.672096,82.289162,83.607124,1361500,51.101128
"2006-09-13",83.579285,84.925087,83.180183,84.693054,1358500,51.764835
"2006-09-14",84.182579,84.925087,84.034073,84.739464,3166500,51.793209
"2006-09-15",84.832275,85.714012,84.507423,85.10144,5735200,52.014446
"2006-09-18",85.092155,85.212814,84.423889,84.507423,1346200,51.651371
