"","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"2005-01-25",26.12298,26.458147,26.009024,26.203421,1075500,17.116436
"2005-01-26",25.40572,25.439238,24.695166,24.963299,5303900,16.30637
"2005-01-27",24.963299,25.231434,24.768902,25.02363,1779200,16.345774
"2005-01-28",25.110773,25.231434,24.721979,24.923079,1381900,16.280096
"2005-01-31",25.057146,25.687262,24.876156,25.673855,1916300,16.770508
"2005-02-01",25.801218,25.921879,25.325281,25.48616,2632200,16.647917
"2005-02-02",25.48616,25.533085,25.285061,25.372204,2380000,16.573475
"2005-02-03",25.399017,25.412424,24.976706,25.06385,1654300,16.372049
"2005-02-04",25.070553,25.399017,25.016926,25.352095,2396300,16.560337
"2005-02-07",25.278357,25.794516,25.211323,25.747591,1457000,16.818676
"2005-02-08",25.707371,26.22353,25.640339,26.1632,2037000,17.090168
"2005-02-09",26.055946,26.08276,25.472754,25.533085,2005000,16.678562
"2005-02-10",25.573305,25.740889,25.1644,25.30517,1544200,16.52969
"2005-02-11",25.378908,26.136387,25.258247,26.069353,1984200,17.028858
"2005-02-14",26.069353,26.203421,25.848143,26.076056,1138900,17.033237
"2005-02-15",26.076056,26.109573,25.767702,25.975506,1690100,16.967562
"2005-02-16",25.821329,26.156496,25.626932,26.009024,1172700,16.989447
"2005-02-17",25.935286,26.069353,25.452644,25.533085,1495600,16.678562
"2005-02-18",25.425831,25.539787,25.218027,25.479458,992100,16.64353
"2005-02-22",25.271654,25.499567,25.010223,25.010223,1120500,16.337019
"2005-02-23",25.171103,25.338688,24.896265,25.325281,1027600,16.542822
"2005-02-24",25.325281,25.613525,25.070553,25.512974,1393600,16.771383
"2005-02-25",25.539787,25.988913,25.40572,25.988913,1244600,17.084251
"2005-02-28",25.988913,26.035835,25.653746,25.921879,797200,17.040182
"2005-03-01",25.861549,26.371004,25.861549,26.243641,1312200,17.251705
"2005-03-02",26.076056,26.176607,25.908472,26.055946,788600,17.128313
"2005-03-03",26.076056,26.156496,25.854845,26.035835,1099200,17.115091
"2005-03-04",26.12298,26.585512,26.069353,26.558699,898700,17.458803
"2005-03-07",26.665951,27.249144,26.612326,27.014526,1791700,17.758461
"2005-03-08",27.014526,27.115076,26.712875,26.739689,1725800,17.577785
"2005-03-09",26.612326,26.880459,26.558699,26.759798,1866700,17.591
"2005-03-10",26.759798,27.14189,26.759798,26.880459,1376600,17.670324
"2005-03-11",26.853645,27.048042,26.424631,26.505072,2034400,17.423548
"2005-03-14",26.625732,26.994415,26.478258,26.565401,1062500,17.463217
"2005-03-15",26.679358,26.746391,26.491665,26.491665,935500,17.414736
"2005-03-16",26.484961,26.498367,26.129683,26.176607,1005000,17.207636
"2005-03-17",26.062649,26.40452,26.015726,26.310675,899200,17.295761
"2005-03-18",26.310675,26.538588,26.002319,26.149794,1280300,17.190014
"2005-03-21",26.149794,26.431334,26.069353,26.257048,860400,17.260513
"2005-03-22",26.40452,26.739689,26.08276,26.136387,1355200,17.18119
"2005-03-23",26.076056,26.136387,25.821329,25.874956,1317700,17.009336
"2005-03-24",25.908472,26.129683,25.881659,25.881659,454200,17.013746
"2005-03-28",25.868252,25.948692,25.714075,25.734184,793400,16.916796
"2005-03-29",25.606821,25.673855,25.070553,25.097366,1664900,16.49818
"2005-03-30",25.104069,25.48616,25.104069,25.439238,1132100,16.72291
"2005-03-31",25.44594,25.593414,25.298468,25.331984,1129400,16.652412
"2005-04-01",25.385611,25.459347,24.963299,24.976706,1885500,16.418859
"2005-04-04",24.976706,25.104069,24.735386,24.970003,949400,16.414452
"2005-04-05",24.929783,25.184509,24.929783,25.104069,750300,16.502581
"2005-04-06",25.171103,25.425831,25.117476,25.177807,730200,16.551052
"2005-04-07",25.231434,25.613525,25.137587,25.553194,813800,16.797827
"2005-04-08",25.727482,25.734184,25.26495,25.278357,485600,16.617157
"2005-04-11",25.48616,26.035835,25.365501,25.854845,1410500,16.996117
"2005-04-12",25.760998,26.049242,25.372204,25.935286,1195400,17.048996
"2005-04-13",25.807922,25.828032,25.22473,25.291763,644500,16.625973
"2005-04-14",25.30517,25.30517,24.654945,24.654945,1719200,16.20735
"2005-04-15",24.393515,24.400217,23.857244,23.917576,2192100,15.722622
"2005-04-18",23.917576,24.393515,23.897465,24.34659,1863400,16.004642
"2005-04-19",24.319777,24.520878,23.930983,24.433735,2241800,16.061934
"2005-04-20",24.400217,24.594614,23.434935,24.011423,2286400,15.784309
"2005-04-21",24.071753,24.393515,23.662848,24.192413,2477300,15.903292
"2005-04-22",24.132082,24.132082,23.233833,23.535484,2212600,15.471447
"2005-04-25",23.569,23.689661,23.327681,23.542187,2179800,15.475855
"2005-04-26",23.548891,23.729881,23.173504,23.260647,1349500,15.29077
"2005-04-27",23.093063,23.743288,22.865149,23.709772,2786400,15.586023
"2005-04-28",23.595814,23.857244,23.461748,23.636034,2463300,15.537545
"2005-04-29",23.723179,24.400217,23.696365,24.373404,3184800,16.022266
"2005-05-02",24.393515,24.608021,24.286261,24.507471,1907600,16.110397
"2005-05-03",24.467251,24.829231,24.373404,24.601318,2431300,16.172089
"2005-05-04",24.701868,25.12418,24.581207,25.090662,1771500,16.493771
"2005-05-05",25.003519,25.20462,24.621428,24.762197,1487800,16.277845
"2005-05-06",24.970003,25.144289,24.835936,24.996817,1068500,16.432083
"2005-05-09",24.936485,25.1644,24.668352,25.1644,945500,16.54225
"2005-05-10",24.996817,24.996817,24.574505,24.668352,1013900,16.216162
"2005-05-11",24.701868,24.782309,24.199116,24.735386,2378400,16.260221
"2005-05-12",24.715275,24.902969,24.433735,24.554394,1326300,16.141247
"2005-05-13",24.554394,24.668352,24.326481,24.433735,1907100,16.061934
"2005-05-16",24.473953,24.809122,24.467251,24.782309,1064400,16.291065
"2005-05-17",24.634834,24.916376,24.453844,24.902969,1174800,16.370384
"2005-05-18",24.956596,25.318577,24.916376,25.218027,1115900,16.577496
"2005-05-19",25.218027,25.419127,25.050444,25.184509,568300,16.555458
"2005-05-20",24.802418,25.030333,24.742088,24.923079,890800,16.383604
"2005-05-23",24.856045,25.137587,24.856045,24.963299,868300,16.410044
"2005-05-24",24.869452,24.869452,24.574505,24.782309,1008200,16.291065
"2005-05-25",24.654945,24.755495,24.427031,24.681759,1072800,16.22497
"2005-05-26",24.742088,24.902969,24.634834,24.856045,649700,16.446157
"2005-05-27",24.856045,25.606821,24.842638,25.352095,1547800,16.774374
"2005-05-31",25.325281,25.479458,25.043739,25.385611,1323100,16.796545
"2005-06-01",25.399017,25.734184,25.30517,25.647041,1075600,16.969521
"2005-06-02",25.479458,25.781109,25.338688,25.633635,835600,16.960649
"2005-06-03",25.472754,25.693966,25.378908,25.48616,739000,16.863073
"2005-06-06",25.419127,25.539787,25.12418,25.211323,964400,16.681225
"2005-06-07",25.177807,25.620228,25.177807,25.439238,1025500,16.832024
"2005-06-08",25.479458,25.559898,25.20462,25.218027,718400,16.685665
"2005-06-09",25.137587,25.177807,24.721979,24.815825,1316100,16.419544
"2005-06-10",24.835936,24.98341,24.768902,24.856045,1884900,16.446157
"2005-06-13",24.775604,24.956596,24.721979,24.856045,1224500,16.446157
"2005-06-14",24.856045,25.030333,24.681759,24.775604,1082600,16.392925
"2005-06-15",24.842638,24.849342,24.373404,24.561098,1754700,16.250999
"2005-06-16",24.581207,24.768902,24.514174,24.668352,1580400,16.321968
"2005-06-17",24.909672,25.037037,24.614725,24.641539,1646200,16.304232
"2005-06-20",24.500767,24.802418,24.44714,24.681759,1078200,16.330839
"2005-06-21",24.735386,24.996817,24.601318,24.835936,1243600,16.43285
"2005-06-22",24.970003,24.996817,24.735386,24.789011,804900,16.401796
"2005-06-23",24.789011,24.795715,24.400217,24.427031,782600,16.162289
"2005-06-24",24.406921,24.467251,24.02483,24.172302,1541500,15.993751
"2005-06-27",24.172302,24.212523,23.917576,24.038237,555900,15.905046
"2005-06-28",24.038237,24.561098,24.018126,24.507471,691600,16.215511
"2005-06-29",24.641539,24.728682,24.500767,24.628132,862600,16.295357
"2005-06-30",24.628132,24.628132,24.30637,24.38681,1358900,16.135677
"2005-07-01",24.695166,24.782309,24.467251,24.715275,1495900,16.353014
"2005-07-05",24.648241,24.856045,24.420328,24.775604,936000,16.392925
"2005-07-06",24.735386,24.748793,24.433735,24.440437,650900,16.171162
"2005-07-07",24.199116,24.467251,23.964499,24.453844,1383500,16.180031
"2005-07-08",24.433735,24.728682,24.380108,24.661648,1773100,16.31753
"2005-07-11",24.802418,24.802418,24.467251,24.668352,1432600,16.321968
"2005-07-12",24.608021,24.721979,24.380108,24.721979,1191000,16.357456
"2005-07-13",24.701868,25.20462,24.634834,25.1644,2695600,16.650181
"2005-07-14",25.499567,25.687262,25.30517,25.593414,3383200,16.93404
"2005-07-15",25.452644,25.874956,25.338688,25.868252,1959300,17.115881
"2005-07-18",25.807922,26.176607,25.747591,26.055946,1481200,17.240074
"2005-07-19",26.062649,26.639137,26.062649,26.156496,1915100,17.306604
"2005-07-20",26.176607,26.558699,25.915176,26.525181,973600,17.55055
"2005-07-21",26.525181,26.907272,26.40452,26.511774,1524500,17.541677
"2005-07-22",27.215628,27.738489,27.00112,27.678158,3634800,18.313423
"2005-07-25",27.591015,27.986513,27.155296,27.249144,2081600,18.029566
"2005-07-26",27.416727,28.120581,27.296066,27.778709,1936100,18.379948
"2005-07-27",27.798819,27.926182,27.570906,27.798819,1612700,18.393255
"2005-07-28",27.758598,28.154097,27.751896,28.066954,1336500,18.570671
"2005-07-29",27.906073,27.966402,27.349693,27.658049,1832700,18.300116
"2005-08-01",27.751896,27.979809,27.658049,27.845743,851200,18.424303
"2005-08-02",27.9597,28.154097,27.906073,28.073656,1232100,18.575109
"2005-08-03",27.906073,27.966402,27.617828,27.832336,761700,18.415438
"2005-08-04",27.745192,27.865852,27.637938,27.765303,764200,18.371073
"2005-08-05",27.671455,27.778709,27.376507,27.443541,645400,18.158182
"2005-08-08",27.483761,27.557499,27.275957,27.463652,752200,18.171497
"2005-08-09",27.517279,27.704971,27.463652,27.611124,730200,18.269064
"2005-08-10",27.711676,27.952995,27.423431,27.550795,902300,18.229158
"2005-08-11",27.564201,27.751896,27.450245,27.684862,638400,18.317862
"2005-08-12",27.550795,27.698269,27.383211,27.443541,651600,18.158182
"2005-08-15",27.450245,27.624531,27.342991,27.530685,631500,18.215843
"2005-08-16",27.3631,27.369804,27.094967,27.094967,899100,17.927553
"2005-08-17",27.034636,27.497168,26.987713,27.369804,680500,18.10939
"2005-08-18",27.249144,27.255848,26.927383,27.014526,557400,17.874321
"2005-08-19",27.128483,27.269253,27.007822,27.14189,611300,17.958599
"2005-08-22",26.947493,27.28266,26.578808,26.712875,2530500,17.674734
"2005-08-23",26.813425,26.880459,26.699469,26.746391,1673400,17.696911
"2005-08-24",26.746391,26.86035,26.32408,26.384411,1061400,17.457403
"2005-08-25",26.371004,26.773205,26.32408,26.759798,1037100,17.70578
"2005-08-26",26.679358,26.793316,26.40452,26.659248,894700,17.639256
"2005-08-29",26.478258,26.913977,26.397818,26.90057,1051900,17.913158
"2005-08-30",26.907272,26.907272,26.357597,26.592215,906800,17.707821
"2005-08-31",26.692764,27.28266,26.558699,27.28266,1139000,18.167589
"2005-09-01",27.208923,27.463652,27.12178,27.329584,1246100,18.198839
"2005-09-02",27.383211,27.523981,27.195517,27.289364,570500,18.172049
"2005-09-06",27.356398,27.691565,27.309473,27.510574,1048000,18.319363
"2005-09-07",27.470354,27.624531,27.316177,27.611124,689900,18.386318
"2005-09-08",27.483761,27.530685,27.302771,27.329584,704500,18.198839
"2005-09-09",27.356398,27.430134,27.215628,27.336287,744100,18.203302
"2005-09-12",27.316177,27.517279,27.242441,27.450245,963500,18.279182
"2005-09-13",27.389914,27.483761,27.148594,27.249144,631700,18.145273
"2005-09-14",27.275957,27.456947,27.04134,27.302771,1354100,18.180983
"2005-09-15",27.450245,27.450245,27.12178,27.162001,1447700,18.087236
"2005-09-16",27.336287,27.778709,27.229034,27.751896,1495100,18.480051
"2005-09-19",27.812225,27.906073,27.074856,27.168703,770700,18.091702
"2005-09-20",27.28266,27.443541,26.947493,27.088263,719200,18.038141
"2005-09-21",26.511774,27.014526,26.511774,26.659248,1495600,17.752462
"2005-09-22",26.659248,26.873756,26.384411,26.753096,1294700,17.814951
"2005-09-23",26.779909,27.027933,26.578808,26.947493,1335600,17.944401
"2005-09-26",27.007822,27.12178,26.551994,26.659248,1018900,17.752462
"2005-09-27",26.686062,26.987713,26.639137,26.806723,1358200,17.850657
"2005-09-28",26.612326,27.08156,26.605621,26.967602,1284700,17.957787
"2005-09-29",26.947493,27.108374,26.753096,27.054747,1286400,18.015829
"2005-09-30",27.014526,27.503872,27.014526,27.342991,1252100,18.207766
"2005-10-03",27.342991,27.631235,27.342991,27.617828,796100,18.390778
"2005-10-04",27.684862,28.033436,27.40332,27.40332,1008900,18.247944
"2005-10-05",27.336287,27.336287,26.746391,26.746391,786500,17.81049
"2005-10-06",26.826832,27.094967,26.32408,26.545292,1042500,17.676575
"2005-10-07",26.598919,27.021229,26.578808,26.840239,998000,17.872984
"2005-10-10",26.826832,26.846943,26.417927,26.478258,484800,17.631931
"2005-10-11",26.565401,26.753096,26.431334,26.478258,7e+05,17.631931
"2005-10-12",26.317377,26.645842,26.169903,26.371004,773900,17.56052
"2005-10-13",26.109573,26.411224,25.98221,26.377707,1375900,17.564983
"2005-10-14",26.431334,26.679358,26.196716,26.659248,899500,17.752462
"2005-10-17",26.619028,26.732985,26.377707,26.639137,708600,17.739065
"2005-10-18",26.478258,26.759798,26.397818,26.40452,843400,17.582836
"2005-10-19",26.277157,26.934086,25.995617,26.934086,1500500,17.935474
"2005-10-20",26.947493,27.048042,26.270454,26.3643,1447700,17.556051
"2005-10-21",26.310675,26.458147,24.829231,25.546492,4122000,17.011465
"2005-10-24",25.647041,26.297268,25.566601,26.297268,1590300,17.511414
"2005-10-25",26.236937,26.424631,25.794516,26.076056,824700,17.364115
"2005-10-26",26.18331,26.344191,25.968803,26.176607,1287500,17.431074
"2005-10-27",26.243641,26.243641,25.720778,25.740889,869400,17.140919
"2005-10-28",25.673855,25.975506,25.647041,25.868252,2697700,17.225731
"2005-10-31",25.908472,26.277157,25.908472,26.129683,1797600,17.399818
"2005-11-01",26.04254,26.049242,25.760998,25.874956,1221100,17.230194
"2005-11-02",25.841438,26.337486,25.767702,26.30397,853700,17.515877
"2005-11-03",26.377707,26.551994,26.216827,26.384411,1856600,17.56945
"2005-11-04",26.384411,26.518478,26.176607,26.270454,800800,17.493557
"2005-11-07",26.310675,26.391113,25.975506,26.169903,1260600,17.426603
"2005-11-08",26.1632,26.257048,25.94199,26.169903,759700,17.426603
"2005-11-09",26.236937,26.471554,26.009024,26.317377,613600,17.524805
"2005-11-10",26.236937,26.612326,25.975506,26.484961,1062500,17.636398
"2005-11-11",26.545292,26.706171,26.464851,26.619028,603000,17.725676
"2005-11-14",26.545292,26.960899,26.545292,26.934086,749100,17.935474
"2005-11-15",26.913977,27.048042,26.645842,26.746391,941100,17.81049
"2005-11-16",26.846943,27.08156,26.766502,27.054747,1064800,18.015829
"2005-11-17",27.054747,27.430134,27.054747,27.423431,1325400,18.261332
"2005-11-18",27.483761,27.523981,27.255848,27.483761,1151900,18.3015
"2005-11-21",27.215628,27.564201,27.155296,27.564201,729300,18.355072
"2005-11-22",27.450245,27.691565,27.302771,27.644642,902300,18.40863
"2005-11-23",27.765303,27.81893,27.497168,27.778709,644700,18.497913
"2005-11-25",27.885963,27.899368,27.691565,27.792116,380400,18.506842
"2005-11-28",27.704971,27.778709,27.40332,27.450245,672900,18.391689
"2005-11-29",27.450245,27.798819,27.436838,27.470354,581400,18.405159
"2005-11-30",27.316177,27.510574,27.101669,27.115076,1882200,18.16712
"2005-12-01",27.215628,27.852446,27.195517,27.832336,1660000,18.647684
"2005-12-02",27.718378,27.765303,27.3631,27.564201,748100,18.468037
"2005-12-05",27.463652,27.530685,27.229034,27.336287,600600,18.315336
"2005-12-06",27.423431,27.463652,27.188814,27.188814,800900,18.216518
"2005-12-07",27.26255,27.26255,26.846943,26.967602,918700,18.06831
"2005-12-08",27.00112,27.215628,26.766502,27.12178,1685600,18.171614
"2005-12-09",27.12178,27.570906,27.12178,27.497168,1085400,18.423122
"2005-12-12",27.544092,27.731785,27.490465,27.671455,940200,18.5399
"2005-12-13",27.597717,28.013327,27.577608,27.926182,1011500,18.710562
"2005-12-14",27.852446,28.113876,27.825632,27.986513,1075600,18.750984
"2005-12-15",27.986513,28.04014,27.772005,27.912775,747000,18.701584
"2005-12-16",27.926182,28.174208,27.751896,27.751896,1260100,18.593796
"2005-12-19",27.725082,27.912775,27.389914,27.416727,1018200,18.369223
"2005-12-20",27.309473,27.450245,27.26255,27.28266,1142100,18.279398
"2005-12-21",27.336287,27.470354,27.215628,27.342991,1004300,18.31983
"2005-12-22",27.22233,27.316177,27.108374,27.28266,1114500,18.279398
"2005-12-23",27.436838,27.503872,27.296066,27.369804,758500,18.337784
"2005-12-27",27.456947,27.604422,27.215628,27.249144,1050300,18.256943
"2005-12-28",27.383211,27.477058,27.195517,27.349693,829900,18.324316
"2005-12-29",27.416727,27.577608,27.349693,27.349693,665400,18.324316
"2005-12-30",27.255848,27.255848,27.014526,27.14189,817900,18.185085
"2006-01-03",27.208923,27.852446,27.014526,27.812225,1473700,18.634207
"2006-01-04",27.812225,28.415527,27.751896,28.288164,1743900,18.953093
"2006-01-05",28.24124,28.609924,28.066954,28.147394,1339000,18.85878
"2006-01-06",28.355198,28.656849,28.32168,28.616629,789200,19.173161
"2006-01-09",28.542891,29.018829,28.462452,29.018829,1445700,19.442636
"2006-01-10",28.851246,29.03894,28.589815,29.032236,1107700,19.45162
"2006-01-11",29.092567,29.260151,28.710476,29.226633,1505200,19.581869
"2006-01-12",28.683662,29.467955,28.683662,28.938389,1466900,19.388752
"2006-01-13",28.9585,29.025534,28.723883,28.9585,995800,19.402216
"2006-01-17",28.857948,28.971907,28.636738,28.924982,796200,19.379765
"2006-01-18",28.904873,29.159599,28.824432,29.052347,1111200,19.465094
"2006-01-19",29.092567,29.528284,28.985313,29.46125,1723000,19.739052
"2006-01-20",29.474657,29.474657,28.91828,29.052347,1955900,19.465094
"2006-01-23",29.112677,29.146193,28.710476,29.032236,1587900,19.45162
"2006-01-24",29.052347,29.454548,28.99872,29.28026,1496700,19.617796
"2006-01-25",29.360701,29.494768,28.992016,29.340591,869800,19.658216
"2006-01-26",29.494768,29.561802,29.293667,29.340591,1454500,19.658216
"2006-01-27",29.266853,30.486864,29.213226,30.225433,2447600,20.25106
"2006-01-30",30.292467,31.438742,30.258951,31.003023,2378300,20.772051
"2006-01-31",30.808626,30.9561,30.513678,30.788515,1570100,20.62833
"2006-02-01",30.862253,31.358301,30.627636,30.895769,2454000,20.70019
"2006-02-02",30.902473,31.170607,30.701372,30.909176,2041500,20.709173
"2006-02-03",30.734888,31.01643,30.734888,30.895769,1253800,20.70019
"2006-02-06",30.855549,31.05665,30.754999,31.003023,837200,20.772051
"2006-02-07",30.902473,31.110277,30.232138,30.299171,1645100,20.300468
"2006-02-08",30.332687,30.399721,29.836639,30.346094,1845100,20.331903
"2006-02-09",30.393019,30.795219,30.386314,30.641043,1057300,20.52952
"2006-02-10",30.386314,30.761702,29.91708,30.587416,1919100,20.493593
"2006-02-13",30.547195,30.848846,30.359501,30.781813,1580000,20.62384
"2006-02-14",30.989616,31.418631,30.815329,31.291267,1323200,20.965164
"2006-02-15",31.365004,31.606325,30.768406,31.545996,986100,21.135841
"2006-02-16",31.613029,31.780613,31.485664,31.626436,1129700,21.189732
"2006-02-17",31.653248,31.773909,31.351597,31.425335,928600,21.055
"2006-02-21",31.646545,31.693468,31.217531,31.351597,930600,21.005592
"2006-02-22",31.760502,32.001823,31.646545,31.881163,1510100,21.360405
"2006-02-23",31.706875,32.377213,31.579512,32.269958,1954600,21.620897
"2006-02-24",32.156002,32.464355,32.042042,32.39732,1776700,21.821177
"2006-02-27",32.51128,32.692268,32.43084,32.672157,1538800,22.006294
"2006-02-28",32.457653,32.51128,32.028637,32.135891,1525800,21.645098
"2006-03-01",32.068855,32.437542,32.028637,32.424133,1318000,21.839243
"2006-03-02",32.357101,32.571609,32.122482,32.383915,1170600,21.812155
"2006-03-03",32.269958,32.65205,32.109077,32.223034,1274200,21.703791
"2006-03-06",32.209629,32.276661,31.525885,31.713579,1306000,21.360647
"2006-03-07",31.539291,31.881163,31.472258,31.733688,1150900,21.374195
"2006-03-08",31.693468,31.740393,31.304674,31.385115,1083300,21.139414
"2006-03-09",31.324785,31.512478,31.244345,31.344894,1210600,21.112322
"2006-03-10",31.324785,31.438742,31.177311,31.311378,1954400,21.089745
"2006-03-13",31.391817,31.532589,31.230938,31.264454,756900,21.05814
"2006-03-14",31.190718,31.820833,31.184013,31.653248,1142300,21.320011
"2006-03-15",31.572809,32.008526,31.572809,31.961603,1271600,21.52771
"2006-03-16",32.042042,32.39732,31.921383,31.961603,818000,21.52771
"2006-03-17",31.961603,32.290066,31.87446,32.169407,1220500,21.667673
"2006-03-20",32.129189,32.263256,31.773909,32.156002,837100,21.658644
"2006-03-21",32.008526,32.343693,31.780613,31.840942,1004200,21.446432
"2006-03-22",31.97501,32.585014,31.954901,32.51128,987600,21.897936
"2006-03-23",32.363804,32.631939,32.035339,32.551498,1691900,21.925034
"2006-03-24",32.544796,33.21513,32.471058,32.879963,1661800,22.146269
"2006-03-27",32.853149,32.93359,32.51128,32.839745,649500,22.119181
"2006-03-28",32.732491,32.993919,32.43084,32.457653,1067800,21.86182
"2006-03-29",32.43084,32.638641,32.323586,32.531387,1399800,21.911472
"2006-03-30",32.464355,32.806225,32.290066,32.531387,912100,21.911472
"2006-03-31",32.625237,32.739193,32.457653,32.551498,892400,21.925034
"2006-04-03",32.779411,33.07436,32.363804,32.39732,1302600,21.821177
"2006-04-04",32.363804,32.846447,32.216331,32.638641,1098900,21.983723
"2006-04-05",32.692268,33.054249,32.551498,32.93359,871500,22.182386
"2006-04-06",32.819633,32.859852,32.357101,32.504574,1013000,21.893425
"2006-04-07",32.524685,32.685566,32.015228,32.088966,1154100,21.613489
"2006-04-10",32.156002,32.156002,31.861053,32.021935,1044600,21.56834
"2006-04-11",31.988417,32.156002,31.619732,31.740393,777400,21.378704
"2006-04-12",31.706875,31.87446,31.391817,31.659952,1016800,21.324535
"2006-04-13",31.485664,31.680061,31.371708,31.539291,1114200,21.243252
"2006-04-17",31.485664,31.807426,31.177311,31.445444,875800,21.180044
"2006-04-18",31.572809,32.833038,31.478962,32.79282,2177600,22.087564
"2006-04-19",32.786118,32.819633,32.484467,32.692268,1717100,22.019838
"2006-04-20",32.725784,33.262054,32.678864,33.114582,1229800,22.304293
"2006-04-21",33.315681,33.349197,32.973808,33.315681,2065700,22.439739
"2006-04-24",33.268757,33.342495,33.054249,33.228539,1585500,22.381044
"2006-04-25",33.349197,33.3559,32.799522,32.853149,1678800,22.128206
"2006-04-26",32.967106,33.308979,32.846447,33.081062,861700,22.281719
"2006-04-27",32.846447,33.081062,32.51128,32.585014,1133300,21.947601
"2006-04-28",33.516781,33.684364,33.020733,33.349197,2977200,22.462317
"2006-05-01",33.570408,33.771511,33.349197,33.449749,1527600,22.530045
"2006-05-02",33.443047,33.831841,33.315681,33.684364,1588800,22.688068
"2006-05-03",33.617332,34.019535,33.543594,33.731289,1566100,22.719681
"2006-05-04",33.898872,33.986015,33.61063,33.657551,1319000,22.670012
"2006-05-05",33.784916,33.999424,33.717884,33.912281,1791300,22.841591
"2006-05-08",33.986015,34.25415,33.885468,34.126789,1042500,22.986073
"2006-05-09",34.03294,34.348,33.952499,34.193821,786500,23.031212
"2006-05-10",34.455254,34.803825,34.260853,34.575912,1472900,23.288568
"2006-05-11",34.622837,34.743496,34.260853,34.381516,1209100,23.157629
"2006-05-12",34.053051,34.180412,33.61063,33.657551,1810300,22.670012
"2006-05-15",33.463154,33.624035,33.181614,33.409527,1021200,22.502958
"2006-05-16",33.476563,33.805027,33.456451,33.557003,876700,22.602282
"2006-05-17",33.262054,33.496674,32.377213,32.625237,1369700,21.974697
"2006-05-18",32.61853,33.168209,32.377213,32.404026,1704400,21.825699
"2006-05-19",32.564907,32.759304,32.19622,32.625237,1828200,21.974697
"2006-05-22",32.377213,32.631939,31.740393,32.021935,1842200,21.56834
"2006-05-23",32.142593,32.517982,32.021935,32.035339,1233700,21.577368
"2006-05-24",32.075562,32.497871,31.87446,32.404026,2586300,21.825699
"2006-05-25",32.538094,32.61853,31.840942,32.571609,2205100,21.938574
"2006-05-26",32.517982,32.833038,32.236443,32.786118,1189000,22.198917
"2006-05-30",32.772709,32.806225,32.39732,32.544796,2231800,22.035524
"2006-05-31",32.558201,32.859852,32.323586,32.739193,2407200,22.167145
"2006-06-01",32.712379,32.926888,32.491169,32.886665,1327000,22.266996
"2006-06-02",32.953701,33.01403,32.47776,32.953701,997800,22.312393
"2006-06-05",32.913479,33.067657,32.075562,32.122482,1111300,21.74958
"2006-06-06",32.176109,32.296772,31.318081,31.532589,2310600,21.350172
"2006-06-07",31.592918,31.753799,31.230938,31.257751,1582400,21.164085
"2006-06-08",31.070057,31.170607,29.937189,30.69467,3438000,20.782839
"2006-06-09",30.69467,31.09687,30.641043,30.734888,1114600,20.810068
"2006-06-12",30.83544,30.902473,30.171806,30.171806,891100,20.428808
"2006-06-13",30.124884,30.701372,29.642242,30.319281,1868700,20.528669
"2006-06-14",30.265654,30.627636,29.883562,30.23884,2145300,20.474205
"2006-06-15",30.41983,30.87566,30.339392,30.868956,1880100,20.900839
"2006-06-16",30.701372,30.922583,30.473457,30.754999,1347900,20.823685
"2006-06-19",30.83544,30.949396,30.520382,30.701372,1295400,20.787378
"2006-06-20",30.667856,30.942694,30.426535,30.708076,1217400,20.791914
"2006-06-21",30.661152,31.653248,30.661152,31.552698,1634000,21.363792
"2006-06-22",31.391817,31.706875,31.110277,31.639843,1685400,21.422798
"2006-06-23",31.465555,31.820833,31.244345,31.465555,996400,21.304789
"2006-06-26",31.425335,31.686766,31.251047,31.619732,988400,21.409178
"2006-06-27",31.519182,31.87446,31.519182,31.606325,1403800,21.400105
"2006-06-28",31.740393,31.840942,31.351597,31.780613,677100,21.518108
"2006-06-29",32.001823,32.980515,32.001823,32.93359,1510800,22.298773
"2006-06-30",32.946995,33.1548,32.812931,33.134689,1409500,22.434927
"2006-07-03",33.21513,33.369308,33.020733,33.228539,301000,22.498476
"2006-07-05",33.121284,33.275459,32.79282,33.201725,1681000,22.480326
"2006-07-06",33.342495,33.670959,32.960403,33.114582,1405500,22.421314
"2006-07-07",33.047546,33.161503,32.524685,32.685566,1220900,22.130836
"2006-07-10",32.698971,32.739193,32.269958,32.444244,1496600,21.967442
"2006-07-11",32.33699,32.544796,31.941494,32.504574,1469200,22.008293
"2006-07-12",32.491169,32.578312,31.87446,31.941494,718500,21.627037
"2006-07-13",31.840942,32.149296,31.465555,31.680061,1939000,21.450029
"2006-07-14",31.492369,31.545996,30.574009,30.754999,1804700,20.823685
"2006-07-17",30.788515,30.989616,30.533789,30.607525,1481800,20.723835
"2006-07-18",30.721481,30.895769,30.245544,30.708076,1516100,20.791914
"2006-07-19",30.701372,32.102375,30.701372,31.894569,1777500,21.595272
"2006-07-20",31.894569,32.276661,30.889067,30.909176,1693200,20.928076
"2006-07-21",31.11698,31.1572,30.359501,30.560602,1844400,20.692062
"2006-07-24",30.600822,31.358301,30.600822,31.210827,1545300,21.132313
"2006-07-25",30.942694,31.331488,30.795219,31.043243,1201800,21.018841
"2006-07-26",31.33819,31.505775,30.808626,31.063353,2405300,21.032461
"2006-07-27",31.304674,31.659952,31.01643,31.130386,1419900,21.077852
