"","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"2001-02-26",25.841438,26.612326,25.841438,26.357597,781900,15.745083
"2001-02-27",26.813425,26.90057,25.975506,26.109573,585400,15.596925
"2001-02-28",26.176607,26.203421,25.372204,25.714075,727300,15.360673
"2001-03-01",25.606821,25.841438,25.043739,25.673855,1261800,15.336648
"2001-03-02",25.673855,26.813425,25.472754,26.538588,1496200,15.853203
"2001-03-05",25.740889,26.779909,25.740889,26.572105,1245500,15.873223
"2001-03-06",27.08156,27.463652,27.027933,27.074856,839900,16.173544
"2001-03-07",27.483761,28.154097,27.148594,27.463652,1559000,16.405802
"2001-03-08",27.470354,27.644642,27.249144,27.450245,1047700,16.397789
"2001-03-09",27.617828,27.617828,26.746391,26.880459,829500,16.057425
"2001-03-12",26.880459,26.994415,26.069353,26.089462,1043000,15.584906
"2001-03-13",26.143089,26.210123,25.392313,25.801218,870000,15.412719
"2001-03-14",25.801218,25.834736,24.835936,25.08396,858800,14.98426
"2001-03-15",25.20462,25.40572,25.010223,25.097366,969400,14.992272
"2001-03-16",24.701868,25.137587,24.433735,24.494064,1470700,14.631877
"2001-03-19",24.500767,24.909672,24.433735,24.802418,963000,14.816072
"2001-03-20",24.936485,24.936485,24.427031,24.473953,1595600,14.619858
"2001-03-21",24.366701,24.500767,23.52878,23.636034,1060000,14.11932
"2001-03-22",23.803619,23.830431,22.664047,23.200315,1551400,13.85904
"2001-03-23",23.964499,24.353294,23.870651,24.1656,1339200,14.435659
"2001-03-26",24.145489,25.137587,24.098566,25.130882,1358300,15.012288
"2001-03-27",25.003519,25.40572,24.802418,25.352095,1655900,15.144437
"2001-03-28",25.070553,25.34539,24.393515,24.467251,985500,14.615854
"2001-03-29",24.232634,24.554394,23.696365,23.957796,928900,14.311526
"2001-03-30",24.12538,24.467251,23.562298,24.02483,1407600,14.351572
"2001-04-02",24.366701,24.433735,23.716475,23.897465,1422800,14.275487
"2001-04-03",23.763399,23.763399,23.032732,23.227129,1517200,13.875053
"2001-04-04",22.791412,24.098566,22.38921,23.924278,2488900,14.291505
"2001-04-05",24.433735,24.970003,24.400217,24.755495,927100,14.788045
"2001-04-06",24.755495,24.755495,23.863949,24.185709,970300,14.447675
"2001-04-09",24.333183,24.514174,24.132082,24.286261,1179400,14.507732
"2001-04-10",24.467251,25.037037,24.252743,24.815825,1153000,14.824081
"2001-04-11",24.970003,25.104069,23.830431,24.10527,1829800,14.399624
"2001-04-12",24.10527,24.460546,23.662848,24.279556,1008900,14.503737
"2001-04-16",24.44714,24.675055,23.890762,24.1656,1224500,14.435659
"2001-04-17",23.461748,24.10527,23.42823,23.823729,1447500,14.231443
"2001-04-18",24.091864,26.210123,24.031532,25.962099,2640600,15.508828
"2001-04-19",26.310675,26.719578,25.854845,26.686062,1364500,15.941298
"2001-04-20",26.310675,26.478258,25.975506,26.136387,1025000,15.612942
"2001-04-23",26.411224,26.411224,25.533085,25.653746,720200,15.324633
"2001-04-24",25.606821,25.640339,25.271654,25.399017,897300,15.172462
"2001-04-25",25.338688,25.34539,24.634834,25.157696,1716700,15.028302
"2001-04-26",25.325281,25.915176,25.110773,25.539787,1166100,15.256555
"2001-04-27",25.647041,26.149794,25.539787,26.04254,1163800,15.556877
"2001-04-30",26.009024,26.411224,26.009024,26.190014,610900,15.644982
"2001-05-01",26.076056,26.846943,25.740889,26.625732,1105000,15.905258
"2001-05-02",26.625732,26.746391,26.344191,26.665951,754400,15.929278
"2001-05-03",26.511774,26.511774,25.298468,25.472754,1248800,15.216513
"2001-05-04",25.506271,25.801218,25.20462,25.653746,843500,15.324633
"2001-05-07",25.673855,25.874956,25.506271,25.580008,397100,15.28058
"2001-05-08",25.472754,25.640339,25.137587,25.325281,742300,15.128415
"2001-05-09",25.325281,25.419127,24.936485,25.171103,513100,15.036309
"2001-05-10",25.171103,25.606821,25.171103,25.399017,1392600,15.172462
"2001-05-11",25.399017,25.573305,25.037037,25.291763,759000,15.108389
"2001-05-14",25.291763,25.40572,25.037037,25.30517,441700,15.116397
"2001-05-15",25.20462,25.472754,25.150993,25.439238,514500,15.196488
"2001-05-16",25.506271,26.3643,25.137587,26.190014,1204200,15.644982
"2001-05-17",26.357597,26.967602,26.32408,26.766502,1055500,15.98935
"2001-05-18",26.880459,27.557499,26.867052,27.537388,1301500,16.449846
"2001-05-21",27.617828,28.201021,27.383211,28.201021,1074800,16.846279
"2001-05-22",28.120581,28.924982,27.906073,28.77751,1548700,17.190653
"2001-05-23",28.656849,28.9585,28.475859,28.757399,1600300,17.178637
"2001-05-24",28.656849,29.159599,28.489265,29.03894,1330100,17.346823
"2001-05-25",28.891466,29.193117,28.723883,28.971907,1057000,17.306778
"2001-05-29",28.924982,29.018829,28.368605,28.422232,1048300,17.051996
"2001-05-30",28.522781,28.616629,27.81893,28.113876,949400,16.866993
"2001-05-31",28.113876,28.623331,28.053547,28.415527,677500,17.04797
"2001-06-01",28.254646,28.254646,27.483761,28.033436,930900,16.818729
"2001-06-04",28.187614,28.482561,27.966402,28.408825,807200,17.043947
"2001-06-05",28.32168,29.159599,28.32168,28.891466,737600,17.333517
"2001-06-06",28.824432,28.824432,28.053547,28.274757,858500,16.963514
"2001-06-07",28.388714,28.408825,27.986513,28.154097,1396200,16.891119
"2001-06-08",27.852446,27.946293,27.725082,27.85915,630600,16.714176
"2001-06-11",27.751896,27.81893,27.215628,27.463652,721700,16.476892
"2001-06-12",27.463652,27.463652,26.981009,27.302771,662000,16.380371
"2001-06-13",27.302771,27.517279,27.068153,27.068153,682600,16.239613
"2001-06-14",26.813425,27.048042,26.732985,26.846943,824200,16.106892
"2001-06-15",26.846943,27.483761,26.833536,27.316177,1347900,16.38842
"2001-06-18",27.316177,27.81893,27.08156,27.155296,774300,16.291897
"2001-06-19",27.18211,27.269253,26.739689,26.806723,1674000,16.082767
"2001-06-20",26.806723,26.880459,26.210123,26.371004,1136900,15.821354
"2001-06-21",26.411224,26.525181,26.069353,26.431334,1300700,15.857541
"2001-06-22",26.431334,26.431334,25.874956,25.908472,806400,15.54386
"2001-06-25",25.807922,26.109573,25.807922,25.821329,939600,15.491581
"2001-06-26",25.338688,25.606821,25.070553,25.399017,1531600,15.238208
"2001-06-27",24.634834,25.20462,24.634834,24.916376,1398100,14.948645
"2001-06-28",24.916376,25.338688,24.916376,24.949892,1120500,14.968755
"2001-06-29",24.98341,25.472754,24.949892,25.238136,1466900,15.141686
"2001-07-02",25.30517,26.076056,25.20462,25.935286,1084800,15.559945
"2001-07-03",25.774405,25.975506,25.693966,25.781109,537900,15.467444
"2001-07-05",25.841438,25.94199,25.48616,25.714075,1007200,15.427234
"2001-07-06",25.673855,25.673855,25.016926,25.016926,1060300,15.008971
"2001-07-09",24.869452,25.352095,24.869452,25.144289,1333600,15.085387
"2001-07-10",25.20462,25.44594,25.030333,25.08396,764000,15.049189
"2001-07-11",25.037037,25.057146,24.26615,24.795715,642800,14.876255
"2001-07-12",24.795715,25.34539,24.795715,25.20462,1014000,15.121579
"2001-07-13",25.211323,25.271654,24.856045,24.996817,797100,14.996902
"2001-07-16",24.996817,25.12418,24.232634,24.259447,714800,14.554518
"2001-07-17",23.924278,24.433735,23.52878,24.132082,2844400,14.478101
"2001-07-18",23.998016,24.004719,23.595814,23.796915,2153500,14.277024
"2001-07-19",23.964499,24.232634,23.964499,24.098566,711300,14.457996
"2001-07-20",24.199116,24.225929,23.930983,24.118677,649300,14.470064
"2001-07-23",24.011423,24.366701,23.863949,24.158895,657300,14.494194
"2001-07-24",24.145489,24.212523,23.689661,23.810322,895500,14.285071
"2001-07-25",23.595814,23.763399,23.394714,23.696365,856800,14.216696
"2001-07-26",23.562298,23.783508,23.468451,23.723179,912600,14.232782
"2001-07-27",23.723179,23.830431,23.441637,23.696365,547800,14.216696
"2001-07-30",23.595814,23.763399,23.475155,23.709772,429500,14.224743
"2001-07-31",23.830431,24.534285,23.830431,24.232634,682600,14.538429
"2001-08-01",24.333183,24.641539,23.964499,24.011423,917200,14.405717
"2001-08-02",24.111973,24.319777,24.06505,24.225929,528000,14.534413
"2001-08-03",24.1656,24.608021,24.098566,24.534285,859900,14.719409
"2001-08-06",24.701868,24.735386,24.326481,24.453844,992100,14.671151
"2001-08-07",24.668352,24.902969,24.440437,24.701868,955200,14.819953
"2001-08-08",24.735386,24.795715,24.534285,24.567801,897600,14.739515
"2001-08-09",24.567801,24.869452,24.554394,24.748793,832600,14.848102
"2001-08-10",24.835936,25.874956,24.822529,25.492865,1214200,15.294513
"2001-08-13",25.20462,25.432533,25.090662,25.191214,760000,15.113527
"2001-08-14",25.137587,25.171103,24.467251,24.809122,805900,14.8843
"2001-08-15",24.936485,24.949892,24.561098,24.561098,811700,14.735493
"2001-08-16",24.701868,24.909672,24.48736,24.802418,916600,14.88028
"2001-08-17",24.735386,24.735386,24.20582,24.259447,484800,14.554518
"2001-08-20",24.199116,24.460546,24.058346,24.453844,773600,14.671151
"2001-08-21",24.500767,25.238136,24.480658,24.601318,886100,14.759625
"2001-08-22",24.634834,24.923079,24.628132,24.902969,790300,14.940605
"2001-08-23",24.902969,24.970003,24.634834,24.775604,654000,14.864192
"2001-08-24",24.748793,25.211323,24.742088,25.08396,724800,15.049189
"2001-08-27",25.171103,25.311874,24.970003,25.171103,498700,15.101469
"2001-08-28",25.177807,25.40572,24.996817,25.043739,829700,15.02506
"2001-08-29",24.936485,25.037037,24.433735,24.460546,1677700,14.754707
"2001-08-30",24.467251,24.587912,24.098566,24.26615,1635600,14.637444
"2001-08-31",24.26615,24.299667,24.031532,24.078457,754600,14.524225
"2001-09-04",24.078457,24.078457,23.609221,23.609221,1238000,14.241188
"2001-09-05",23.52878,23.52878,23.072952,23.441637,1424300,14.14009
"2001-09-06",23.495264,23.763399,23.052843,23.408121,875500,14.119878
"2001-09-07",23.461748,23.52878,22.798115,22.798115,874300,13.751919
"2001-09-10",22.690861,23.193613,22.623827,22.858446,839200,13.788318
"2001-09-17",22.724379,22.724379,21.24964,21.296564,1550900,12.84618
"2001-09-18",21.24964,21.671951,21.082056,21.095463,639300,12.724877
"2001-09-19",21.24964,21.450741,19.788307,20.391609,1555900,12.300306
"2001-09-20",20.056442,20.297764,19.27215,19.325777,1218500,11.657391
"2001-09-21",17.763895,20.143585,17.696861,19.841934,2144700,11.968738
"2001-09-24",20.110069,20.47205,20.043036,20.237432,2013900,12.20731
"2001-09-25",20.311171,20.612822,20.076551,20.599415,1279300,12.425654
"2001-09-26",20.766998,20.914473,19.51347,19.614021,1468700,11.831267
"2001-09-27",19.614021,19.841934,19.285557,19.640835,1359400,11.847436
"2001-09-28",18.936981,20.27095,18.936981,20.183805,1527600,12.174955
"2001-10-01",20.043036,20.15029,19.278852,19.285557,2061000,11.633132
"2001-10-02",19.285557,19.714571,19.245337,19.51347,1715200,11.770603
"2001-10-03",19.439734,20.110069,19.399513,19.908968,1353600,12.009173
"2001-10-04",20.445236,20.847439,20.378202,20.51227,1263600,12.373086
"2001-10-05",20.445236,20.780405,20.210619,20.565897,626700,12.405433
"2001-10-08",20.713371,20.787107,20.445236,20.559195,746000,12.401392
"2001-10-09",20.559195,20.679855,20.210619,20.485456,733300,12.356914
"2001-10-10",20.485456,21.497663,20.391609,21.417223,981400,12.918961
"2001-10-11",21.718874,22.556795,21.658545,22.32888,986800,13.468877
"2001-10-12",22.32888,22.550091,21.658545,22.060745,747600,13.307134
"2001-10-15",22.060745,22.255142,21.765799,22.181406,428300,13.379925
"2001-10-16",22.623827,22.623827,21.819426,22.335583,1674800,13.472916
"2001-10-17",22.724379,22.791412,22.302067,22.395914,1147800,13.509314
"2001-10-18",22.322176,22.5702,22.141186,22.194813,830300,13.388006
"2001-10-19",22.027229,22.228331,21.879755,22.141186,683700,13.355657
"2001-10-22",22.20822,22.992512,22.134483,22.972403,1945300,13.857053
"2001-10-23",22.972403,23.401417,22.958996,23.10647,655100,13.937923
"2001-10-24",23.113173,23.327681,22.925478,23.180206,683100,13.982398
"2001-10-25",23.093063,23.501968,22.38921,23.495264,928800,14.172444
"2001-10-26",23.394714,24.12538,23.394714,23.904169,1011800,14.419101
"2001-10-29",23.830431,23.830431,22.992512,22.992512,608100,13.869182
"2001-10-30",22.824928,22.912071,22.121077,22.18811,1074000,13.38396
"2001-10-31",22.355694,22.456244,21.960196,22.087559,1754100,13.323308
"2001-11-01",21.987009,22.791412,21.712172,22.724379,1130900,13.707448
"2001-11-02",22.724379,23.870651,22.623827,23.803619,1067400,14.358449
"2001-11-05",23.897465,24.199116,23.42823,23.642738,885100,14.261399
"2001-11-06",23.729881,24.031532,23.461748,24.031532,881700,14.49592
"2001-11-07",23.98461,24.420328,23.964499,24.38681,711700,14.710225
"2001-11-08",24.433735,24.661648,23.964499,24.212523,1026300,14.60509
"2001-11-09",24.219227,24.453844,23.863949,24.393515,753500,14.714272
"2001-11-12",24.467251,24.534285,23.998016,24.199116,499000,14.597011
"2001-11-13",24.26615,24.795715,24.232634,24.641539,728100,14.863885
"2001-11-14",24.701868,25.197916,24.688461,25.184509,1186600,15.191405
"2001-11-15",25.184509,25.794516,25.06385,25.774405,946900,15.547234
"2001-11-16",25.781109,25.868252,25.573305,25.807922,1090100,15.567453
"2001-11-19",25.807922,26.143089,25.492865,25.955397,580800,15.656406
"2001-11-20",25.472754,25.472754,24.902969,25.077255,1380900,15.126701
"2001-11-21",25.08396,25.08396,24.400217,24.762197,817500,14.93666
"2001-11-23",24.869452,25.271654,24.768902,25.22473,172800,15.215663
"2001-11-26",25.171103,25.606821,24.809122,25.606821,1411900,15.446145
"2001-11-27",25.606821,25.707371,25.137587,25.338688,800400,15.284401
"2001-11-28",25.137587,25.137587,24.782309,25.070553,616800,15.203666
"2001-11-29",24.936485,25.003519,24.494064,24.802418,648900,15.041065
"2001-11-30",24.936485,24.970003,24.467251,24.708572,1061900,14.984153
"2001-12-03",24.500767,24.701868,24.132082,24.587912,1083200,14.910978
"2001-12-04",24.587912,25.12418,24.587912,25.090662,950900,15.215862
"2001-12-05",25.117476,25.908472,25.104069,25.841438,1181400,15.671153
"2001-12-06",25.841438,26.143089,25.687262,25.975506,656600,15.752464
"2001-12-07",26.143089,26.143089,25.40572,25.955397,607700,15.740268
"2001-12-10",25.874956,25.874956,25.003519,25.171103,704700,15.264645
"2001-12-11",25.171103,25.807922,25.137587,25.385611,473200,15.394732
"2001-12-12",25.218027,25.40572,25.003519,25.211323,578000,15.289037
"2001-12-13",25.211323,25.238136,24.601318,24.668352,579700,14.959764
"2001-12-14",24.333183,24.634834,24.06505,24.440437,875500,14.821545
"2001-12-17",24.668352,25.137587,24.567801,25.037037,440700,15.18334
"2001-12-18",25.30517,25.472754,25.231434,25.44594,503800,15.431309
"2001-12-19",25.44594,25.647041,25.144289,25.633635,815800,15.545135
"2001-12-20",25.506271,25.807922,24.98341,25.08396,834500,15.211795
"2001-12-21",24.949892,25.104069,24.601318,24.768902,1294700,15.020736
"2001-12-24",24.701868,24.876156,24.701868,24.795715,356000,15.036997
"2001-12-26",24.835936,24.869452,24.668352,24.748793,715400,15.008538
"2001-12-27",24.802418,24.802418,24.688461,24.802418,822600,15.041065
"2001-12-28",24.802418,24.949892,24.641539,24.829231,1215800,15.057322
"2001-12-31",24.835936,25.090662,24.735386,24.849342,803800,15.069515
"2002-01-02",24.869452,24.963299,24.420328,24.842638,1022500,15.065453
"2002-01-03",24.876156,25.40572,24.835936,25.298468,989200,15.34188
"2002-01-04",25.40572,25.955397,25.40572,25.888363,1319400,15.699617
"2002-01-07",25.975506,26.136387,25.687262,25.714075,1060700,15.593928
"2002-01-08",25.673855,25.807922,24.869452,25.137587,976200,15.244315
"2002-01-09",25.20462,25.673855,25.144289,25.20462,745600,15.28497
"2002-01-10",25.20462,25.20462,24.400217,24.715275,678300,14.988214
"2002-01-11",24.768902,24.956596,24.534285,24.554394,543900,14.890656
"2002-01-14",24.601318,24.675055,24.138786,24.145489,493200,14.642673
"2002-01-15",24.1656,24.292963,23.729881,23.796915,948400,14.431288
"2002-01-16",23.736586,23.743288,23.02603,23.02603,820100,13.963796
"2002-01-17",23.059546,23.555593,23.059546,23.475155,1038500,14.23616
"2002-01-18",23.475155,23.696365,23.394714,23.441637,516300,14.21583
"2002-01-22",24.802418,24.802418,23.595814,23.662848,2073700,14.349982
"2002-01-23",23.723179,24.453844,23.434935,24.26615,1076600,14.715848
"2002-01-24",24.433735,24.742088,24.400217,24.601318,860600,14.919106
"2002-01-25",24.648241,25.285061,24.500767,25.057146,773200,15.195537
"2002-01-28",25.12418,25.466051,25.070553,25.318577,662500,15.354074
"2002-01-29",25.325281,25.519678,24.755495,24.970003,1322800,15.142689
"2002-01-30",24.748793,25.338688,24.467251,25.338688,1162400,15.36627
"2002-01-31",25.338688,25.600119,25.12418,25.600119,1232100,15.524817
"2002-02-01",25.539787,25.539787,25.372204,25.472754,757600,15.447575
"2002-02-04",25.372204,25.526381,24.976706,25.003519,1547600,15.163023
"2002-02-05",24.970003,25.22473,24.634834,24.963299,921400,15.138624
"2002-02-06",25.003519,25.20462,24.634834,24.735386,1155600,15.000411
"2002-02-07",24.768902,24.936485,24.400217,24.634834,748200,14.939438
"2002-02-08",24.802418,25.244841,24.768902,25.050444,845000,15.19148
"2002-02-11",25.057146,25.479458,24.990112,25.459347,1019800,15.439446
"2002-02-12",25.372204,25.372204,24.936485,25.197916,748600,15.280905
"2002-02-13",25.338688,25.539787,25.298468,25.479458,963600,15.451635
"2002-02-14",25.606821,25.90177,25.191214,25.352095,707800,15.374401
"2002-02-15",25.472754,25.807922,25.20462,25.720778,951200,15.597988
"2002-02-19",25.807922,26.431334,25.506271,26.143089,1813700,15.854083
"2002-02-20",26.143089,26.210123,25.975506,26.196716,1858200,15.886611
"2002-02-21",26.22353,26.310675,25.801218,25.801218,1640300,15.646768
"2002-02-22",25.968803,26.270454,25.707371,25.948692,862100,15.736201
"2002-02-25",26.04254,26.612326,26.035835,26.565401,1188600,16.110193
"2002-02-26",26.344191,26.820129,26.143089,26.652544,1185800,16.2456
"2002-02-27",26.612326,26.800018,26.176607,26.371004,1165400,16.073992
"2002-02-28",26.478258,26.800018,26.116276,26.525181,1403500,16.167973
"2002-03-01",26.545292,26.920679,26.538588,26.806723,1171200,16.339579
"2002-03-04",26.846943,27.684862,26.813425,27.637938,2138300,16.846228
"2002-03-05",27.584311,28.020029,27.537388,27.832336,1606800,16.964722
"2002-03-06",27.952995,28.194317,27.832336,28.194317,1020300,17.185356
"2002-03-07",28.22113,28.22113,27.778709,28.060249,389400,17.10364
"2002-03-08",28.154097,28.596518,27.99992,28.107174,736200,17.132246
"2002-03-11",28.489265,28.623331,28.120581,28.422232,1035500,17.32428
"2002-03-12",28.422232,28.811026,28.154097,28.663551,1110100,17.471371
"2002-03-13",28.690365,28.723883,28.388714,28.710476,1177400,17.499973
"2002-03-14",28.851246,28.9585,28.576408,28.583111,1072700,17.422344
"2002-03-15",28.857948,28.9585,28.422232,28.536188,1284900,17.393738
"2002-03-18",28.455748,28.851246,28.455748,28.656849,827900,17.467289
"2002-03-19",28.656849,29.13949,28.656849,29.032236,1235400,17.696093
"2002-03-20",29.032236,29.193117,28.811026,28.851246,790500,17.585773
"2002-03-21",28.790916,28.790916,27.892666,28.120581,1166600,17.140417
"2002-03-22",28.020029,28.194317,27.537388,28.107174,595600,17.132246
"2002-03-25",28.18091,28.18091,27.416727,27.450245,533900,16.731819
"2002-03-26",27.349693,27.691565,27.349693,27.544092,1242200,16.789028
"2002-03-27",27.544092,27.651344,27.28266,27.470354,1014600,16.744076
"2002-03-28",27.483761,27.812225,27.349693,27.483761,698900,16.752251
"2002-04-01",27.383211,27.611124,27.108374,27.470354,398300,16.744076
"2002-04-02",27.336287,27.336287,26.880459,26.954195,1140600,16.429468
"2002-04-03",27.061449,27.068153,26.143089,26.243641,1100800,15.996356
"2002-04-04",26.44474,26.645842,26.277157,26.612326,725200,16.221087
"2002-04-05",26.746391,27.255848,26.726282,26.987713,688800,16.449894
"2002-04-08",26.987713,27.101669,26.625732,26.994415,789300,16.453979
"2002-04-09",27.249144,27.483761,27.18211,27.436838,895800,16.72366
"2002-04-10",27.470354,27.604422,26.913977,27.316177,1427000,16.650103
"2002-04-11",27.18211,27.302771,26.525181,26.551994,1025800,16.184311
"2002-04-12",26.659248,26.846943,26.076056,26.826832,951800,16.351831
"2002-04-15",26.840239,26.967602,26.277157,26.592215,614200,16.208822
"2002-04-16",25.640339,27.034636,25.640339,27.021229,3160600,16.470322
"2002-04-17",26.746391,26.806723,26.243641,26.652544,1893100,16.2456
"2002-04-18",26.652544,26.652544,26.344191,26.531885,1215300,16.172056
"2002-04-19",26.478258,26.659248,26.411224,26.612326,1511100,16.221087
"2002-04-22",26.612326,26.612326,25.888363,25.995617,910900,15.845173
"2002-04-23",26.002319,26.062649,25.472754,25.647041,1693500,15.632707
"2002-04-24",26.009024,26.009024,25.606821,25.707371,758700,15.669483
"2002-04-25",25.539787,25.626932,25.070553,25.526381,944700,15.559165
"2002-04-26",25.640339,25.828032,25.372204,25.479458,1145700,15.530568
"2002-04-29",25.512974,25.512974,24.721979,24.815825,837700,15.126061
"2002-04-30",24.701868,25.197916,24.634834,24.976706,1498100,15.224118
"2002-05-01",24.809122,25.1644,24.031532,25.08396,852200,15.289495
"2002-05-02",25.08396,25.539787,25.08396,25.358797,720200,15.457016
"2002-05-03",25.40572,25.640339,24.628132,24.949892,1176300,15.207777
"2002-05-06",24.869452,24.869452,24.091864,24.132082,668700,14.709296
"2002-05-07",24.031532,24.279556,23.930983,23.991312,1527800,14.623498
"2002-05-08",24.467251,25.573305,24.453844,25.466051,1203400,15.522394
"2002-05-09",25.338688,25.40572,24.862749,24.916376,536000,15.187343
"2002-05-10",25.08396,25.08396,24.286261,24.359997,780900,14.848215
"2002-05-13",24.601318,24.802418,24.286261,24.768902,577800,15.097456
"2002-05-14",24.936485,25.673855,24.929783,25.519678,992700,15.555081
"2002-05-15",25.512974,26.277157,25.479458,26.015726,1158000,15.857439
"2002-05-16",26.143089,26.210123,25.740889,25.854845,537100,15.759371
"2002-05-17",25.774405,26.049242,25.774405,25.975506,559300,15.832915
"2002-05-20",25.988913,25.988913,25.331984,25.640339,435400,15.628634
"2002-05-21",25.640339,26.471554,25.050444,25.26495,583400,15.39981
"2002-05-22",25.26495,25.271654,24.782309,25.197916,657300,15.358953
"2002-05-23",25.030333,25.171103,24.333183,24.802418,1094100,15.117887
"2002-05-24",24.38681,24.762197,24.199116,24.648241,741600,15.023911
"2002-05-28",24.601318,24.701868,24.192413,24.567801,657900,14.974876
"2002-05-29",24.601318,24.768902,23.770102,23.830431,801400,14.605694
"2002-05-30",23.796915,23.930983,23.367901,23.622627,895500,14.478324
"2002-05-31",23.595814,24.199116,23.595814,23.857244,979000,14.622123
"2002-06-03",23.857244,23.998016,23.314274,23.374603,861000,14.326313
"2002-06-04",23.314274,23.42823,22.824928,23.180206,772200,14.207162
"2002-06-05",23.113173,23.830431,23.079657,23.615925,862600,14.474218
"2002-06-06",23.629332,23.669552,22.985809,22.985809,622400,14.08802
"2002-06-07",22.824928,23.461748,22.529982,23.320976,915100,14.293444
"2002-06-10",23.320976,23.555593,23.1668,23.274054,501100,14.264681
"2002-06-11",23.42823,23.998016,23.019325,23.119877,928200,14.170191
"2002-06-12",23.119877,23.240536,22.744488,23.126579,987000,14.174296
"2002-06-13",23.160097,23.300867,22.724379,22.791412,1202400,13.968875
"2002-06-14",22.824928,22.824928,21.973602,22.409321,1199400,13.734691
"2002-06-17",22.489761,23.186911,22.489761,23.093063,623800,14.153758
"2002-06-18",23.093063,23.461748,22.798115,22.985809,690300,14.08802
"2002-06-19",22.985809,23.394714,22.811522,22.891962,722100,14.030496
"2002-06-20",22.824928,23.126579,22.597013,22.690861,841500,13.907246
"2002-06-21",22.657345,22.932182,22.402617,22.543388,1283000,13.816857
"2002-06-24",22.543388,22.912071,22.201517,22.798115,954100,13.972976
"2002-06-25",22.891962,23.260647,22.46965,22.536684,879200,13.81275
"2002-06-26",22.543388,22.543388,22.194813,22.402617,2088100,13.730577
"2002-06-27",22.5702,22.958996,22.32888,22.958996,757200,14.071587
"2002-06-28",22.791412,23.522078,22.791412,23.461748,924600,14.379721
"2002-07-01",23.42823,23.461748,22.476355,22.476355,889000,13.775773
"2002-07-02",22.456244,22.509871,22.141186,22.214924,1216200,13.615541
"2002-07-03",22.235033,22.38921,21.537884,22.054043,1123200,13.516938
"2002-07-05",22.255142,23.126579,22.20822,22.932182,780100,14.05515
"2002-07-08",22.932182,22.992512,22.516575,22.617125,846900,13.86205
"2002-07-09",22.623827,23.220427,22.623827,22.710972,1962100,13.919571
"2002-07-10",22.791412,22.958996,22.261847,22.295362,1288500,13.664839
"2002-07-11",22.302067,22.496464,21.919975,22.442837,1472700,13.755233
"2002-07-12",22.523277,23.119877,22.28866,22.395914,1948100,13.726469
