"","LEN.Open","LEN.High","LEN.Low","LEN.Close","LEN.Volume","LEN.Adjusted"
"2001-05-03",20.943953,21.263519,20.639135,21.14061,1371100,16.440998
"2001-05-04",21.14061,21.9764,20.894789,21.9764,1805500,17.090996
"2001-05-07",21.927237,22.954769,21.632252,21.730579,2124900,16.899828
"2001-05-08",21.9764,22.114061,21.189774,21.681416,1482500,16.861586
"2001-05-09",21.681416,21.681416,21.165192,21.302851,820300,16.567186
"2001-05-10",21.583088,22.197639,21.411013,22.030481,852200,17.133049
"2001-05-11",22.050148,22.07473,21.248772,21.288103,1127400,16.555708
"2001-05-14",21.165192,21.381514,20.722713,21.293018,1103200,16.559532
"2001-05-15",21.312685,21.342182,20.840708,21.007866,1435800,16.337772
"2001-05-16",20.526056,21.189774,20.452311,21.091446,1794100,16.402767
"2001-05-17",20.894789,21.60767,20.845625,21.116028,1324900,16.421888
"2001-05-18",21.337267,21.435595,20.722713,21.189774,988700,16.479239
"2001-05-21",21.238937,21.283186,19.542772,19.764011,2444200,15.370424
"2001-05-22",19.813175,20.004917,18.967552,19.719765,2274800,15.336016
"2001-05-23",19.714848,19.714848,18.702065,18.849558,2338400,14.659266
"2001-05-24",18.928221,19.591938,18.289085,18.47591,2352500,14.368674
"2001-05-25",18.411997,18.416912,17.772861,17.954769,2440100,13.963387
"2001-05-29",17.763029,18.018682,17.52704,17.635202,2597600,13.714856
"2001-05-30",17.640118,18.289085,17.595871,17.994101,2481600,13.99397
"2001-05-31",18.166176,18.515242,18.107178,18.190758,1790700,14.146911
"2001-06-01",18.141592,19.075712,18.097345,18.947886,2662700,14.735727
"2001-06-04",18.879057,19.006884,18.387413,18.534906,1122100,14.414557
"2001-06-05",18.879057,19.223206,18.559488,19.105211,1822200,14.858078
"2001-06-06",19.05113,19.321533,18.928221,19.124878,1835600,14.873363
"2001-06-07",19.001966,19.001966,18.751228,18.879057,1188800,14.682199
"2001-06-08",18.805309,19.14946,18.765978,18.972467,315200,14.754847
"2001-06-11",18.972467,19.001966,18.49066,18.534906,769600,14.414557
"2001-06-12",18.534906,18.534906,17.73353,17.895771,2247700,13.917503
"2001-06-13",17.895771,18.534906,17.777779,17.792526,1038300,13.837204
"2001-06-14",17.792526,17.822025,17.340216,17.35005,1237600,13.493094
"2001-06-15",17.3353,17.674534,17.217306,17.44346,1077800,13.565739
"2001-06-18",17.674534,18.067846,17.413963,17.502459,709600,13.61162
"2001-06-19",17.797443,18.067846,17.551622,17.782694,470000,13.829564
"2001-06-20",19.05113,20.157326,18.903639,20.049164,3695300,15.592185
"2001-06-21",20.403147,20.894789,20.255653,20.781712,3383900,16.161892
"2001-06-22",21.017698,21.017698,19.690266,20.108162,3091000,15.638072
"2001-06-25",20.255653,20.771877,20.034414,20.226156,1599700,15.729846
"2001-06-26",20.845625,20.845625,19.906588,20.285152,2564600,15.77571
"2001-06-27",20.285152,20.880039,20.162241,20.727631,1067800,16.119829
"2001-06-28",20.747295,21.60767,20.747295,21.60767,1884200,16.804234
"2001-06-29",21.484758,21.553589,20.235989,20.501474,3315800,15.943962
"2001-07-02",20.599804,20.943953,20.501474,20.845625,1268600,16.211596
"2001-07-03",21.091446,21.632252,21.042282,21.533924,1116600,16.746881
"2001-07-05",21.533924,22.05998,21.165192,21.828909,2097800,16.976295
"2001-07-06",21.804327,21.804327,20.796461,21.194691,1129400,16.483063
"2001-07-09",21.160275,21.769911,21.042282,21.715832,1701400,16.888348
"2001-07-10",22.369715,22.413963,21.828909,21.9764,2365700,17.090996
"2001-07-11",21.9764,22.222221,21.730579,22.099312,1660100,17.186579
"2001-07-12",22.590954,23.303835,22.47296,23.043264,2013000,17.920692
"2001-07-13",23.107178,23.343166,22.615536,22.836775,1783400,17.760111
"2001-07-16",22.885939,23.687315,22.885939,23.59882,2219200,18.352751
"2001-07-17",23.279253,23.352999,22.910521,23.0236,2239800,17.905403
"2001-07-18",23.033432,23.844641,22.861357,23.800394,2279900,18.509502
"2001-07-19",23.94297,24.523108,23.94297,24.370699,2433800,18.953039
"2001-07-20",24.336283,24.3412,23.721731,23.844641,1434500,18.543922
"2001-07-23",24.115044,24.267454,22.984268,22.984268,1939800,17.874813
"2001-07-24",22.959686,22.974434,21.892822,22.468042,2396800,17.473354
"2001-07-25",22.468042,22.615536,21.878073,22.173058,1748600,17.243937
"2001-07-26",22.173058,22.286137,21.779745,22.187807,1258200,17.255405
"2001-07-27",22.418879,22.468042,21.494593,21.828909,2052300,16.976295
"2001-07-30",21.902655,22.045231,21.779745,21.878073,1268800,17.014524
"2001-07-31",22.000984,22.959686,21.858408,22.561455,1487400,17.545996
"2001-08-01",22.590954,23.053097,22.394297,22.600786,806000,17.576576
"2001-08-02",22.590954,22.615536,21.632252,22.222221,887400,17.287054
"2001-08-03",22.197639,22.197639,21.656834,21.779745,907300,16.942842
"2001-08-06",21.656834,21.705997,20.476892,20.648968,2153500,16.063202
"2001-08-07",20.624386,20.629301,19.813175,20.117994,3949600,15.650143
"2001-08-08",20.08358,20.880039,19.960669,20.088495,1943800,15.627193
"2001-08-09",20.378565,20.565388,19.714848,20.157326,1217500,15.680746
"2001-08-10",20.157326,20.378565,19.911505,19.965586,1107900,15.531576
"2001-08-13",19.690266,19.734512,19.001966,19.734512,3147800,15.351819
"2001-08-14",19.665684,19.813175,19.139626,19.247787,2885600,14.973191
"2001-08-15",19.247787,19.296951,18.780727,18.933136,2473100,14.728417
"2001-08-16",19.075712,20.108162,18.997049,19.990168,2719000,15.550705
"2001-08-17",19.911505,19.911505,19.24287,19.464109,1439400,15.141476
"2001-08-20",19.690266,19.852507,19.365782,19.542772,1451600,15.202665
"2001-08-21",19.61652,19.98525,19.282202,19.321533,1903000,15.030564
"2001-08-22",19.542772,19.655851,18.829891,19.193707,1630400,14.931118
"2001-08-23",19.665684,20.329401,19.641102,19.862341,2374600,15.451271
"2001-08-24",20.157326,21.032448,19.788593,20.943953,2725100,16.292669
"2001-08-27",20.943953,20.943953,20.157326,20.457228,2221900,15.914041
"2001-08-28",20.452311,20.624386,20.285152,20.462143,1091000,15.917859
"2001-08-29",20.550638,21.238937,20.403147,20.894789,1418300,16.254427
"2001-08-30",20.845625,21.755163,20.845625,21.312685,2472100,16.579512
"2001-08-31",21.312685,21.902655,21.312685,21.902655,2051000,17.03846
"2001-09-04",21.902655,22.236971,21.386431,22.168142,2144000,17.24498
"2001-09-05",22.000984,22.340216,21.155359,21.651917,2929500,16.843405
"2001-09-06",21.583088,21.583088,20.648968,20.860374,2022400,16.227657
"2001-09-07",20.698132,20.703049,19.572271,19.61652,3076200,15.260034
"2001-09-10",19.174042,19.764011,18.977385,19.233038,2057300,14.961718
"2001-09-17",18.657818,18.657818,17.723698,17.851524,1901300,13.887015
"2001-09-18",17.851524,18.141592,17.404129,17.782694,2203000,13.833471
"2001-09-19",17.895771,18.382498,16.568338,17.846607,3286300,13.883193
"2001-09-20",17.232056,17.232056,15.9882,16.297935,3258400,12.67845
"2001-09-21",15.757129,16.273354,15.260571,16.20944,3286900,12.609613
"2001-09-24",16.715832,17.404129,16.691248,17.389381,2401900,13.527506
"2001-09-25",17.389381,18.141592,16.986235,17.276302,2182000,13.439541
"2001-09-26",17.453295,17.453295,16.612587,17.015732,1648700,13.236839
"2001-09-27",16.764996,17.822025,15.904621,17.576204,2335800,13.67284
"2001-09-28",17.453295,18.190758,17.330383,17.718781,1251300,13.783752
"2001-10-01",17.600786,17.600786,17.138643,17.232056,1445900,13.405123
"2001-10-02",17.354965,17.502459,16.966568,17.197639,1634900,13.378354
"2001-10-03",16.961653,18.520157,16.789577,18.426744,3217900,14.334489
"2001-10-04",18.731564,18.731564,18.003933,18.156342,1792900,14.124136
"2001-10-05",17.969519,18.043264,17.354965,17.551622,1816300,13.653715
"2001-10-08",17.551622,17.571287,17.064898,17.187807,923000,13.3707
"2001-10-09",17.207474,17.52704,17.084562,17.507374,677300,13.619296
"2001-10-10",17.384464,18.436579,17.305801,18.333334,1956000,14.261825
"2001-10-11",18.190758,19.813175,18.141592,19.198624,3295000,14.93495
"2001-10-12",19.311701,19.311701,18.485743,18.888889,1355800,14.693998
"2001-10-15",18.657818,18.662733,17.846607,18.362831,1371700,14.284772
"2001-10-16",18.58407,18.903639,17.895771,17.895771,1490300,13.921437
"2001-10-17",18.559488,18.731564,17.18289,17.482792,2646200,13.600171
"2001-10-18",17.207474,17.482792,16.764996,16.833824,2037800,13.095331
"2001-10-19",16.833824,17.18289,16.445427,17.064898,1578900,13.275088
"2001-10-22",17.064898,17.354965,16.50934,16.666666,2875200,12.965293
"2001-10-23",16.863323,17.158308,16.642084,16.814159,1095100,13.080029
"2001-10-24",16.764996,16.961653,16.519175,16.715832,902000,13.003538
"2001-10-25",16.470011,17.109144,15.929204,16.961653,1721500,13.194766
"2001-10-26",17.05998,18.190758,16.838741,18.092428,2090100,14.074418
"2001-10-29",18.092428,18.092428,16.912487,17.035398,1036500,13.252139
"2001-10-30",16.986235,17.000984,16.278269,16.465094,1472600,12.808487
"2001-10-31",16.588003,17.846607,16.588003,17.826942,2629500,13.867891
"2001-11-01",17.81711,18.756145,17.492626,18.692232,2526600,14.546229
"2001-11-02",18.485743,19.100294,17.772861,17.944937,2974500,13.964686
"2001-11-05",18.067846,18.559488,18.067846,18.313667,1682900,14.251635
"2001-11-06",18.313667,18.780727,18.141592,18.711897,1147700,14.561541
"2001-11-07",18.6824,19.690266,18.6824,19.562439,1954000,15.223428
"2001-11-08",19.444445,19.714848,18.805309,18.913471,1589500,14.718398
"2001-11-09",18.805309,18.923304,18.520157,18.633236,1558200,14.500323
"2001-11-12",18.510324,19.528023,18.289085,19.405113,1212000,15.100988
"2001-11-13",19.641102,20.009832,19.419863,19.901672,1475000,15.48741
"2001-11-14",20.024582,20.353983,19.877089,19.945919,1515300,15.521852
"2001-11-15",19.641102,19.641102,18.643068,18.66765,2702300,14.527105
"2001-11-16",18.672565,18.952803,18.485743,18.87414,1588300,14.687789
"2001-11-19",18.879057,18.879057,17.94002,18.775812,2021500,14.611278
"2001-11-20",18.58407,18.58407,17.812193,17.994101,1694100,14.002948
"2001-11-21",17.994101,18.362831,17.354965,18.21534,1913300,14.175115
"2001-11-23",18.21534,18.529989,17.954769,18.529989,448700,14.419973
"2001-11-26",18.387413,18.534906,17.871189,17.994101,2047000,14.002948
"2001-11-27",17.999016,17.999016,17.340216,17.52704,2580900,13.639485
"2001-11-28",17.507374,17.674534,17.207474,17.502459,1364800,13.620353
"2001-11-29",17.453295,17.797443,17.158308,17.699116,1897700,13.773392
"2001-11-30",17.871189,18.721731,17.871189,18.289085,5025200,14.232507
"2001-12-03",18.289085,18.706982,17.969519,18.480825,2200500,14.381718
"2001-12-04",18.461161,19.06588,18.411997,18.952803,2403100,14.749012
"2001-12-05",19.247787,20.668633,19.247787,19.990168,4473500,15.55628
"2001-12-06",20.108162,20.501474,19.739429,19.891838,1985500,15.479765
"2001-12-07",19.714848,19.813175,19.24287,19.306786,2379100,15.024472
"2001-12-10",19.306786,19.321533,18.849558,18.913471,906700,14.718398
"2001-12-11",18.928221,19.282202,18.928221,18.997049,1121300,14.783436
"2001-12-12",19.272369,20.506392,19.272369,20.19174,2852200,15.71314
"2001-12-13",20.196657,20.943953,19.911505,20.452311,2890500,15.915919
"2001-12-14",20.378565,20.919371,20.103245,20.265488,1520000,15.770538
"2001-12-17",20.181908,20.752213,20.157326,20.280235,1472800,15.782007
"2001-12-18",21.755163,22.099312,20.929203,21.632252,5036100,16.834146
"2001-12-19",22.099312,23.333334,22.050148,23.018682,6569200,17.913063
"2001-12-20",23.00885,23.500492,22.468042,22.689281,3179900,17.656721
"2001-12-21",22.694199,22.984268,22.173058,22.984268,3453500,17.886282
"2001-12-24",22.910521,23.692232,22.861357,23.47591,984600,18.268873
"2001-12-26",23.47591,23.824976,23.470993,23.603737,1534000,18.368347
"2001-12-27",23.59882,23.795477,23.013765,23.328417,1522400,18.154091
"2001-12-28",23.352999,23.824976,23.180923,23.574238,1315100,18.345394
"2001-12-31",23.525074,23.672565,22.959686,23.018682,1071900,17.913063
"2002-01-02",23.0236,23.180923,22.133726,22.787611,1623900,17.73325
"2002-01-03",22.517208,23.067846,22.099312,22.345133,2159700,17.388899
"2002-01-04",22.369715,22.861357,22.123894,22.615536,2786900,17.599337
"2002-01-07",22.763029,23.244837,22.536873,23.058014,1706100,17.943663
"2002-01-08",23.13176,23.269421,22.625368,23.11701,2289800,17.989582
"2002-01-09",23.795477,24.115044,23.574238,23.967552,4689900,18.65147
"2002-01-10",24.06588,24.287119,23.156342,23.156342,3552300,18.020184
"2002-01-11",23.279253,23.343166,22.379547,22.871189,4116000,17.798277
"2002-01-14",22.876106,23.623402,22.635202,23.180923,2337200,18.03932
"2002-01-15",23.185841,23.721731,23.112095,23.603737,2472300,18.368347
"2002-01-16",23.500492,23.844641,23.205507,23.574238,1694100,18.345394
"2002-01-17",23.500492,24.508358,23.47591,24.434612,2752400,19.014935
"2002-01-18",24.090462,24.360865,23.839725,24.336283,2954100,18.938408
"2002-01-22",24.582104,25.393314,24.464109,24.557522,2210500,19.110582
"2002-01-23",24.582104,25.073746,23.795477,25.073746,3456500,19.512304
"2002-01-24",25.309734,25.929203,25.27532,25.899706,3924100,20.155064
"2002-01-25",25.899706,26.130777,25.629301,25.786627,2970600,20.067066
"2002-01-28",25.786627,26.794493,25.762045,26.794493,3764100,20.851379
"2002-01-29",26.814159,27.286137,26.563421,26.794493,4295400,20.851379
"2002-01-30",26.794493,27.674534,26.602753,27.659784,4419600,21.524746
"2002-01-31",27.728613,27.787611,27.222221,27.261553,3197600,21.214844
"2002-02-01",27.128811,27.522123,26.553589,26.941986,3067000,20.971085
"2002-02-04",26.769911,27.128811,26.769911,26.823992,2871100,20.879232
"2002-02-05",26.794493,26.79941,26.263519,26.425762,2562200,20.569254
"2002-02-06",26.302851,26.622419,25.737463,25.786627,2301800,20.07177
"2002-02-07",25.580137,26.002951,25.201572,25.811209,2836800,20.0909
"2002-02-08",25.786627,26.160275,25.270403,25.663717,2185100,19.976105
"2002-02-11",25.762045,26.381514,25.624386,26.253687,1624900,20.435318
"2002-02-12",26.179941,26.696165,26.096361,26.40118,1743900,20.550129
"2002-02-13",26.52409,26.892822,26.135693,26.302851,1694100,20.473593
"2002-02-14",26.322517,26.769911,26.238937,26.499508,1201600,20.626659
"2002-02-15",26.504425,26.588003,25.963619,25.963619,1046400,20.209536
"2002-02-19",25.993116,26.420845,25.737463,25.968534,1613900,20.213362
"2002-02-20",26.032448,26.229105,24.926254,25.811209,2415100,20.0909
"2002-02-21",25.712881,26.745329,25.329401,26.184858,1719700,20.381741
"2002-02-22",26.184858,26.184858,25.46706,26.032448,1594800,20.263105
"2002-02-25",26.05703,27.148476,26.05703,26.986235,1815500,21.005527
"2002-02-26",27.325466,28.003933,27.325466,27.620453,3286100,21.499174
"2002-02-27",28.0236,28.244837,26.656834,26.981318,6018400,21.001696
"2002-02-28",27.104229,27.590954,26.902655,27.14356,2498300,21.127989
"2002-03-01",27.261553,28.220255,27.040314,28.220255,2830100,21.966055
"2002-03-04",28.416912,29.61652,28.416912,29.321533,4093200,22.823271
"2002-03-05",28.588987,29.100294,27.669617,27.905605,4883600,21.721146
"2002-03-06",28.048182,29.237955,27.428713,28.933136,2576600,22.520948
"2002-03-07",29.400196,29.424778,27.792526,28.072763,3556400,21.851242
"2002-03-08",28.505407,28.564405,27.492626,28.0236,3011900,21.812983
"2002-03-11",28.062931,28.638151,27.477877,28.0236,3203700,21.812983
"2002-03-12",27.704031,28.416912,27.522123,28.195673,3538900,21.946928
"2002-03-13",28.441494,28.588987,27.826942,27.900688,3829400,21.717304
"2002-03-14",28.097345,28.220255,27.310719,27.310719,2598200,21.258087
"2002-03-15",27.310719,27.310719,26.597837,26.819077,3091800,20.875416
"2002-03-18",26.843658,27.261553,25.958702,26.05703,4481900,20.282238
"2002-03-19",26.106195,27.286137,25.688299,26.937069,5316000,20.967243
"2002-03-20",27.163225,27.261553,25.766962,25.870207,6655600,20.136822
"2002-03-21",26.081612,26.499508,24.93117,25.132744,6474000,19.562801
"2002-03-22",25.540806,26.86824,25.270403,26.794493,6422100,20.856266
"2002-03-25",26.917404,27.089479,26.106195,26.307768,4620800,20.477415
"2002-03-26",26.327435,27.418879,26.327435,27.359882,3310700,21.296362
"2002-03-27",27.236971,27.409046,25.939037,26.278269,3718500,20.454453
"2002-03-28",26.278269,26.52409,25.6588,25.939037,2203400,20.190397
"2002-04-01",25.693214,25.693214,25.073746,25.427729,2250600,19.792406
"2002-04-02",25.122911,25.786627,24.911505,25.221239,2402700,19.631685
"2002-04-03",25.221239,25.870207,25.172075,25.752213,1718900,20.044987
"2002-04-04",25.663717,25.983284,25.196657,25.314651,2079300,19.704405
"2002-04-05",25.437561,25.811209,25.073746,25.530973,1378800,19.87277
"2002-04-08",25.221239,26.642084,25.127827,26.499508,2895600,20.626659
"2002-04-09",26.597837,27.340216,26.40118,27.295969,3252700,21.246611
"2002-04-10",27.369715,27.620453,26.622419,26.892822,2145600,20.93281
"2002-04-11",26.819077,26.966568,26.170109,26.253687,1728200,20.435318
"2002-04-12",26.293018,26.853491,26.12586,26.848574,1146300,20.898365
"2002-04-15",26.548672,27.236971,26.263519,26.863323,2697000,20.909849
"2002-04-16",26.40118,26.514257,25.978367,26.391348,2549000,20.542477
"2002-04-17",26.425762,26.917404,26.135693,26.504425,1898500,20.630487
"2002-04-18",26.499508,26.548672,25.393314,26.066864,2063600,20.289902
"2002-04-19",25.958702,26.273354,25.712881,26.204523,1504500,20.397053
"2002-04-22",26.253687,26.912487,26.204523,26.912487,2983400,20.948112
"2002-04-23",27.069813,28.362831,27.040314,27.949852,4385500,21.755577
"2002-04-24",28.028515,28.362831,27.359882,27.851524,2581500,21.679047
"2002-04-25",27.85644,27.974434,27.202557,27.743362,1779100,21.594849
"2002-04-26",27.743362,27.92527,26.838741,26.892822,2109800,20.93281
"2002-04-29",26.892822,27.704031,26.892822,27.345133,1536000,21.28488
"2002-04-30",27.418879,27.851524,27.118977,27.305801,1326900,21.254263
"2002-05-01",27.45821,27.94002,26.966568,27.846607,1604200,21.675217
"2002-05-02",27.728613,28.269421,27.163225,28.21534,2404500,21.967272
"2002-05-03",28.156342,28.3235,27.802361,28.3235,1631200,22.051489
"2002-05-06",28.3235,28.588987,27.276302,27.286137,2011200,21.243837
"2002-05-07",27.354965,27.905605,27.310719,27.595871,1278100,21.484976
"2002-05-08",27.826942,28.018682,27.055063,27.497541,1887300,21.408415
"2002-05-09",27.497541,27.777779,27.138643,27.497541,1531800,21.408415
"2002-05-10",27.605703,27.674534,26.843658,26.843658,1148100,20.89934
"2002-05-13",26.99115,27.232056,26.445427,26.823992,1651400,20.884027
"2002-05-14",26.823992,27.871189,26.578171,27.787611,1841300,21.63426
"2002-05-15",27.654867,27.876106,27.192724,27.236971,1643400,21.205555
"2002-05-16",26.941986,26.946903,26.253687,26.3176,3209400,20.489765
"2002-05-17",26.499508,27.025566,26.179941,27.025566,1315300,21.040956
"2002-05-20",27.079645,27.236971,26.622419,26.755163,1091000,20.830444
"2002-05-21",26.78466,26.794493,26.061947,26.160275,1955800,20.367287
"2002-05-22",26.116028,26.479843,25.811209,26.05703,1525000,20.286896
"2002-05-23",26.155359,26.499508,25.717798,26.494593,1634100,20.627569
"2002-05-24",26.548672,27.3353,26.283186,27.217306,1520800,21.190239
"2002-05-28",27.359882,27.384464,26.597837,26.745329,1366400,20.822781
"2002-05-29",26.966568,27.015732,26.489676,26.568338,1384100,20.68498
"2002-05-30",26.573256,26.843658,26.204523,26.411013,1421300,20.562496
"2002-05-31",26.499508,26.971485,26.499508,26.902655,1173400,20.945271
"2002-06-03",26.804327,26.937069,25.899706,25.904621,1413800,20.168234
"2002-06-04",25.904621,26.007866,24.636185,24.882006,3325900,19.372074
"2002-06-05",24.975418,25.703049,24.754179,25.624386,2479200,19.950066
"2002-06-06",25.786627,26.435595,25.722713,26.229105,1991400,20.420862
"2002-06-07",25.811209,26.740414,25.74238,26.553589,1267700,20.673498
"2002-06-10",26.597837,26.838741,26.297935,26.327435,1358100,20.497429
"2002-06-11",26.484758,26.735497,26.253687,26.293018,1048100,20.470631
"2002-06-12",26.293018,26.60767,26.165192,26.59292,1169500,20.704117
"2002-06-13",26.548672,26.548672,25.727631,25.909538,2334600,20.172071
"2002-06-14",25.762045,26.352016,25.368732,26.253687,2913900,20.440008
"2002-06-17",26.327435,27.3353,26.204523,27.286137,2410900,21.243837
"2002-06-18",27.54179,28.180923,27.482792,28.171091,3463200,21.932816
"2002-06-19",28.294003,29.60177,28.294003,29.095379,7260900,22.652431
"2002-06-20",29.095379,30.48181,29.080629,30.260571,7678300,23.559595
"2002-06-21",30.260571,30.457228,29.695183,30.196657,4024800,23.509842
"2002-06-24",30.196657,30.221239,29.252705,29.498526,4881100,22.966303
"2002-06-25",29.818092,30.196657,28.618486,28.775812,3788900,22.403639
"2002-06-26",28.39233,29.734512,28.382498,29.685349,3379200,23.111755
"2002-06-27",29.690266,30.235989,29.32645,29.375614,3670900,22.870611
"2002-06-28",29.424778,30.408062,29.424778,30.088495,2659800,23.425631
"2002-07-01",30.309734,31.130777,30.186825,31.120943,5210400,24.229448
"2002-07-02",31.120943,31.450344,29.670599,30.299902,5702300,23.590221
"2002-07-03",30.299902,30.48181,29.213373,30.260571,3351800,23.559595
"2002-07-05",30.38348,31.002951,30.38348,30.732546,986200,23.927052
