"","ALLE.Open","ALLE.High","ALLE.Low","ALLE.Close","ALLE.Volume","ALLE.Adjusted"
"2017-01-13",66.209999,66.760002,65.480003,65.5,509000,63.979103
"2017-01-17",65.129997,66.099998,64.93,65.870003,653400,64.340508
"2017-01-18",65.940002,66.639999,65.82,66.480003,601500,64.936356
"2017-01-19",66.639999,67.32,66.449997,66.580002,720000,65.034035
"2017-01-20",66.540001,66.540001,64.620003,65.160004,1013000,63.646996
"2017-01-23",64.830002,65.779999,64.75,65.07,829500,63.559086
"2017-01-24",65.309998,66.870003,65.309998,66.419998,759600,64.877739
"2017-01-25",67,68.540001,66.059998,66.599998,836000,65.053566
"2017-01-26",66.599998,66.949997,65.650002,65.949997,808400,64.418648
"2017-01-27",66.160004,66.610001,65.970001,66.519997,450700,64.975403
"2017-01-30",66.019997,66.059998,64.82,65.839996,709300,64.311218
"2017-01-31",65.68,65.739998,64.739998,65.669998,594400,64.145157
"2017-02-01",65.940002,67.099998,65.370003,65.940002,685400,64.408897
"2017-02-02",65.589996,65.75,65.059998,65.620003,992100,64.096321
"2017-02-03",66.620003,67.389999,66.199997,67.330002,950400,65.766617
"2017-02-06",67.120003,67.339996,66.550003,67.339996,626600,65.776367
"2017-02-07",67.389999,67.75,66.809998,67.019997,872400,65.463799
"2017-02-08",67.019997,67.800003,66.720001,67.599998,922700,66.030357
"2017-02-09",67.690002,72,67.019997,71.730003,2487100,70.064445
"2017-02-10",71.800003,72.360001,71.5,71.919998,1099200,70.250038
"2017-02-13",72.199997,72.480003,71.190002,71.449997,562100,69.790947
"2017-02-14",71.349998,71.540001,70.849998,71.080002,695500,69.429543
"2017-02-15",70.839996,71.989998,70.839996,71.830002,1138200,70.162125
"2017-02-16",71.900002,73.110001,71.900002,72.93,1067300,71.236572
"2017-02-17",72.839996,73.68,72.480003,73.269997,865000,71.568687
"2017-02-21",73.199997,74.669998,73.18,74.510002,1120400,72.7799
"2017-02-22",74.32,75,73.910004,74.059998,631200,72.34034
"2017-02-23",74.440002,74.5,73.57,73.949997,541700,72.232887
"2017-02-24",73.550003,73.970001,73.269997,73.949997,505200,72.232887
"2017-02-27",73.910004,74.209999,73.529999,73.599998,568200,71.891022
"2017-02-28",73.760002,73.93,72.550003,72.589996,769200,70.904472
"2017-03-01",73.669998,74.309998,73.269997,73.690002,567800,71.978928
"2017-03-02",73.849998,74.290001,73.190002,73.959999,557200,72.242668
"2017-03-03",74.050003,74.370003,73.349998,73.82,962000,72.105919
"2017-03-06",73,73.629997,72.800003,73.209999,1106600,71.510086
"2017-03-07",73.230003,73.400002,72.620003,72.860001,675100,71.168221
"2017-03-08",73.040001,73.480003,72.449997,73.110001,1073900,71.412399
"2017-03-09",73.309998,73.970001,73.120003,73.459999,676300,71.75428
"2017-03-10",73.919998,74.580002,73.870003,74.470001,692300,72.740829
"2017-03-13",74.120003,74.830002,73.769997,74.760002,668400,73.18132
"2017-03-14",74.269997,74.779999,74,74.370003,506600,72.799561
"2017-03-15",74.639999,75.290001,73.980003,74.919998,521200,73.337944
"2017-03-16",74.980003,75.389999,74.709999,75.150002,459300,73.563072
"2017-03-17",75.050003,75.620003,74.82,75.480003,829500,73.886124
"2017-03-20",75.480003,75.68,75.010002,75.230003,530400,73.641388
"2017-03-21",75.519997,75.660004,74.190002,74.269997,709400,72.701653
"2017-03-22",74.279999,74.860001,74.050003,74.769997,472300,73.191093
"2017-03-23",74.68,75.360001,74.290001,74.860001,410300,73.279205
"2017-03-24",75.010002,75.629997,74.650002,75.050003,422700,73.465202
"2017-03-27",74.059998,75.279999,74,74.889999,696300,73.308586
"2017-03-28",74.650002,75.410004,74.650002,75.120003,271200,73.533714
"2017-03-29",74.889999,75.410004,74.709999,75.410004,394400,73.817596
"2017-03-30",75.32,75.919998,75.260002,75.860001,450900,74.258095
"2017-03-31",75.699997,76.290001,75.470001,75.699997,592300,74.101479
"2017-04-03",75.879997,76.5,75.309998,75.720001,654800,74.12104
"2017-04-04",75.540001,75.739998,74.830002,74.900002,513200,73.318382
"2017-04-05",75,75.440002,73.93,74.129997,1267500,72.564629
"2017-04-06",74.419998,75.300003,74.110001,74.699997,556400,73.122581
"2017-04-07",74.610001,75.139999,74.580002,74.690002,384400,73.112801
"2017-04-10",74.639999,75.220001,74.529999,74.620003,451000,73.044281
"2017-04-11",74.720001,75.349998,74.480003,75.290001,760800,73.700134
"2017-04-12",75.269997,75.449997,74.400002,75.239998,824400,73.651169
"2017-04-13",75.139999,75.550003,74.830002,75.110001,925500,73.523926
"2017-04-17",75.279999,76.230003,75.190002,76.230003,414300,74.620285
"2017-04-18",75.980003,76.139999,75.610001,75.940002,418400,74.336403
"2017-04-19",76.279999,77.339996,76.279999,76.830002,666100,75.207603
"2017-04-20",77.120003,78.050003,76.879997,77.720001,417100,76.078804
"2017-04-21",77.690002,78.220001,77.589996,77.910004,750500,76.264801
"2017-04-24",78.870003,79.190002,77.739998,78.239998,711800,76.587822
"2017-04-25",78.650002,79.089996,78.32,78.75,400100,77.087059
"2017-04-26",78.849998,79.970001,78.110001,79.720001,1521200,78.036583
"2017-04-27",82,82,79.800003,80.620003,1601800,78.917572
"2017-04-28",80.059998,80.339996,78.410004,78.639999,1349300,76.979378
"2017-05-01",78.699997,78.699997,77.620003,77.699997,716500,76.059227
"2017-05-02",77.980003,78.230003,77.300003,77.620003,698100,75.980942
"2017-05-03",77.239998,77.620003,76.68,77.279999,828800,75.648109
"2017-05-04",77.589996,77.919998,76.980003,77.349998,919700,75.716621
"2017-05-05",77.559998,77.940002,77,77.5,809500,75.863457
"2017-05-08",77.279999,77.57,76.400002,76.800003,573300,75.178246
"2017-05-09",77.110001,77.199997,76.75,76.980003,438000,75.354462
"2017-05-10",76.760002,76.940002,75.849998,76.830002,613200,75.207603
"2017-05-11",76.449997,77.309998,75.940002,77.290001,9e+05,75.65789
"2017-05-12",77.160004,77.309998,76.639999,76.730003,415800,75.109726
"2017-05-15",76.699997,77.57,76.699997,77.239998,582400,75.608948
"2017-05-16",77.599998,78.699997,77.580002,78.480003,1238600,76.822762
"2017-05-17",78.480003,78.480003,76.860001,77.010002,1009000,75.383812
"2017-05-18",76.830002,77.760002,76.260002,77.32,656400,75.687248
"2017-05-19",77.830002,79.449997,77.459999,79.059998,1065000,77.390526
"2017-05-22",79.199997,79.989998,79.199997,79.459999,798800,77.782066
"2017-05-23",79.5,79.709999,78.760002,78.900002,823800,77.233917
"2017-05-24",79,79.239998,78.650002,79.050003,702000,77.380722
"2017-05-25",79.290001,79.690002,79.050003,79.459999,645500,77.782066
"2017-05-26",79.360001,79.68,79.110001,79.379997,655700,77.703766
"2017-05-30",79.349998,79.349998,78.25,78.459999,855300,76.803185
"2017-05-31",78.620003,79.169998,77.760002,78.629997,3922200,76.969597
"2017-06-01",79.019997,79.550003,78.800003,79.139999,907200,77.468826
"2017-06-02",79.050003,80.169998,78.870003,80.059998,703700,78.3694
"2017-06-05",80,80.370003,79.639999,80,498600,78.310661
"2017-06-06",79.760002,80.400002,78.470001,78.540001,510900,76.881493
"2017-06-07",78.610001,79.040001,78.120003,78.330002,511500,76.675934
"2017-06-08",78.330002,78.57,77.370003,77.650002,724500,76.010292
"2017-06-09",77.830002,78.220001,76.900002,77.230003,756900,75.599167
"2017-06-12",77.360001,78.489998,76.470001,78.449997,1033300,76.793404
"2017-06-13",78.190002,79.400002,77.809998,79.279999,611400,77.764473
"2017-06-14",79.690002,80.120003,79.43,79.75,563100,78.225494
"2017-06-15",79.32,80.830002,79.040001,80.75,600700,79.206383
"2017-06-16",81.019997,81.93,80.760002,81.580002,822400,80.020493
"2017-06-19",82.040001,82.379997,81.660004,82.169998,403100,80.599228
"2017-06-20",81.68,82.769997,81.5,81.910004,520500,80.3442
"2017-06-21",82.099998,82.099998,81.339996,81.510002,437800,79.951851
"2017-06-22",81.489998,81.900002,81.169998,81.190002,298800,79.637962
"2017-06-23",81.209999,82.18,80.989998,81.449997,590600,79.892998
"2017-06-26",81.669998,81.959999,81.269997,81.410004,236800,79.85376
"2017-06-27",81.25,81.620003,80.489998,80.589996,456000,79.049431
"2017-06-28",81.120003,81.830002,80.879997,81.239998,264600,79.687012
"2017-06-29",81.260002,81.260002,78.910004,79.82,542700,78.294144
"2017-06-30",80.089996,81.5,80.089996,81.120003,457200,79.569298
"2017-07-03",81.57,81.830002,81.349998,81.370003,217200,79.814522
"2017-07-05",81.550003,82.900002,81.360001,82.139999,416600,80.569786
"2017-07-06",81.919998,81.919998,80.5,80.660004,424000,79.118103
"2017-07-07",80.849998,81.639999,80.220001,81.220001,414000,79.667389
"2017-07-10",81.349998,81.849998,81.089996,81.529999,472600,79.971458
"2017-07-11",81.379997,81.839996,81.029999,81.470001,354500,79.912605
"2017-07-12",82.040001,82.529999,81.589996,81.989998,374700,80.422676
"2017-07-13",81.980003,82.690002,80.610001,80.790001,541500,79.245598
"2017-07-14",80.809998,81.290001,80.449997,80.769997,438700,79.225975
"2017-07-17",80.779999,80.849998,80.459999,80.830002,295800,79.284851
"2017-07-18",80.599998,80.889999,80.150002,80.599998,374300,79.059242
"2017-07-19",80.709999,81,80.5,80.699997,303000,79.157326
"2017-07-20",80.870003,81.139999,80.120003,81.089996,528900,79.539864
"2017-07-21",80.809998,81.279999,80.120003,80.410004,401400,78.872871
"2017-07-24",80.339996,80.690002,79.690002,80.309998,286000,78.774788
"2017-07-25",80.82,81.07,78.75,79.099998,681700,77.587914
"2017-07-26",79.029999,79.400002,78.480003,78.489998,853400,76.989563
"2017-07-27",78.989998,81.260002,77.620003,81.199997,1371800,79.647751
"2017-07-28",81.309998,82,80.230003,81.400002,736100,79.843956
"2017-07-31",81.559998,81.889999,80.739998,81.239998,615800,79.687012
"2017-08-01",81.629997,82.620003,80.940002,81.470001,878500,79.912605
"2017-08-02",81.18,81.379997,79.860001,80.849998,521700,79.304459
"2017-08-03",80.989998,81.110001,80.139999,80.760002,372200,79.216179
"2017-08-04",80.860001,81.32,80.459999,81.32,343900,79.76548
"2017-08-07",81.330002,82.059998,80.82,81.989998,321400,80.422676
"2017-08-08",81.910004,82.25,81.309998,81.370003,468600,79.814522
"2017-08-09",81.309998,81.519997,80.459999,80.589996,354000,79.049431
"2017-08-10",80.190002,80.480003,78.860001,78.919998,459900,77.411354
"2017-08-11",78.93,79.769997,78.629997,79.279999,354100,77.764473
"2017-08-14",79.839996,80.029999,79.080002,79.470001,420400,77.950844
"2017-08-15",79.5,79.5,78.739998,78.949997,271400,77.440788
"2017-08-16",79.040001,79.629997,78.889999,79.290001,404100,77.774292
"2017-08-17",79.18,79.959999,78.760002,78.830002,500500,77.32309
"2017-08-18",78.580002,78.870003,78.059998,78.169998,327900,76.67569
"2017-08-21",78.199997,78.32,77.419998,77.480003,384900,75.998871
"2017-08-22",77.68,78.32,77.279999,78.080002,507600,76.587402
"2017-08-23",77.809998,77.849998,76.790001,77.089996,611600,75.616333
"2017-08-24",77.239998,77.540001,76.82,77.150002,360200,75.675194
"2017-08-25",77.580002,77.809998,77.43,77.620003,376800,76.136215
"2017-08-28",77.970001,78.25,77.82,78.050003,425100,76.557983
"2017-08-29",77.720001,78.339996,77.699997,77.769997,271900,76.28334
"2017-08-30",77.739998,78.339996,77.449997,78.300003,292300,76.803207
"2017-08-31",78.709999,79,78.449997,78.709999,487600,77.205368
"2017-09-01",79.029999,79.400002,78.849998,79.150002,517800,77.636971
"2017-09-05",79.160004,80,79.160004,79.400002,639400,77.882172
"2017-09-06",79.860001,80.529999,79.580002,80.260002,604900,78.725746
"2017-09-07",80.379997,80.629997,79.699997,80.220001,395900,78.686501
"2017-09-08",80.209999,81.400002,79.900002,80.809998,512300,79.265221
"2017-09-11",81.230003,81.639999,80.480003,81.07,759300,79.520271
"2017-09-12",81.330002,81.620003,80.949997,81,660500,79.451584
"2017-09-13",81.089996,81.870003,80.43,81.809998,589500,80.246109
"2017-09-14",81.660004,82.650002,81.419998,82.620003,784200,81.040634
"2017-09-15",82.629997,82.970001,82.120003,82.769997,978400,81.345284
"2017-09-18",82.980003,83.120003,82.190002,82.650002,508100,81.227348
"2017-09-19",82.760002,83.139999,82.059998,82.849998,677100,81.423912
"2017-09-20",83.010002,84.040001,82.57,83.57,1023200,82.131523
"2017-09-21",83.25,83.82,83.25,83.470001,465000,82.033241
"2017-09-22",83.620003,84.639999,83.339996,84.550003,890500,83.09465
"2017-09-25",84.410004,84.800003,84.290001,84.5,437300,83.045509
"2017-09-26",84.75,85.620003,84.5,85.349998,518900,83.880882
"2017-09-27",85.610001,86.449997,85.290001,85.330002,751400,83.861229
"2017-09-28",85.290001,85.82,84.82,85.760002,585300,84.283821
"2017-09-29",85.68,86.889999,85.68,86.470001,493100,84.981606
"2017-10-02",86.559998,86.949997,86.279999,86.529999,518600,85.040558
"2017-10-03",86.660004,87.690002,86.480003,87.470001,529300,85.964394
"2017-10-04",87.419998,87.760002,86.550003,86.730003,828500,85.237122
"2017-10-05",86.830002,87.25,86.029999,87.07,694000,85.571266
"2017-10-06",87.040001,87.330002,86.599998,87.190002,716800,85.689209
"2017-10-09",87.370003,87.690002,86.650002,87.620003,297900,86.111809
"2017-10-10",87.82,87.980003,87.190002,87.809998,415900,86.298531
"2017-10-11",88.110001,88.32,87.599998,88.150002,743800,86.63269
"2017-10-12",87.879997,89.75,87.620003,89.559998,913500,88.01841
"2017-10-13",89.809998,89.809998,88.190002,88.300003,380500,86.780098
"2017-10-16",88.519997,88.949997,88.010002,88.139999,349700,86.622856
"2017-10-17",88.110001,88.349998,86.82,87,768100,85.50248
"2017-10-18",87.25,87.93,87.25,87.599998,569100,86.09214
"2017-10-19",87.459999,87.82,87.230003,87.739998,422800,86.229752
"2017-10-20",87.5,88.290001,87.410004,88.019997,546200,86.504913
"2017-10-23",87.989998,88.160004,87.220001,87.309998,379500,85.807137
"2017-10-24",87.599998,88.75,87.559998,88.480003,619200,86.956993
"2017-10-25",88.18,88.459999,85.550003,86.489998,894300,85.001259
"2017-10-26",80.720001,82.239998,79.260002,80.699997,3297200,79.310913
"2017-10-27",80.129997,81.040001,78.629997,80.290001,1919700,78.907982
"2017-10-30",81.019997,82.849998,80.720001,81.970001,1281300,80.559059
"2017-10-31",82.699997,83.550003,82.230003,83.389999,1406900,81.954613
"2017-11-01",83.580002,84.110001,82.290001,82.730003,700600,81.305984
"2017-11-02",82.879997,82.989998,81.699997,82.230003,852600,80.814583
"2017-11-03",82.580002,82.589996,81.599998,82.019997,896100,80.6082
"2017-11-06",82.019997,83.470001,81.82,83.089996,718300,81.659775
"2017-11-07",83.269997,84.629997,82.669998,83.529999,851300,82.092201
"2017-11-08",83.440002,83.510002,81.959999,83.43,388700,81.993935
"2017-11-09",83.059998,83.349998,81.459999,82.080002,429500,80.667168
"2017-11-10",81.57,83.269997,81.220001,83.129997,565200,81.699097
"2017-11-13",82.93,84.290001,82.720001,83.940002,847000,82.495155
"2017-11-14",83.639999,84,82.720001,82.900002,842400,81.473053
"2017-11-15",82.620003,82.660004,81.650002,82.029999,473100,80.618027
"2017-11-16",82.25,83.059998,81.949997,82.410004,334700,80.991486
"2017-11-17",82.519997,82.889999,82.019997,82.650002,517700,81.227348
"2017-11-20",82.599998,83.660004,82.599998,83.239998,338100,81.80719
"2017-11-21",83.599998,83.800003,82.870003,83.400002,456300,81.964455
"2017-11-22",83.32,83.800003,82.769997,83.160004,402800,81.728592
"2017-11-24",83.160004,83.57,82.889999,82.919998,196500,81.492699
"2017-11-27",83.110001,84.160004,82.589996,83.099998,720600,81.669601
"2017-11-28",83.209999,84.019997,82.82,83.330002,651800,81.895645
"2017-11-29",83.540001,83.779999,82.470001,82.940002,745900,81.512367
"2017-11-30",83.010002,84.230003,82.550003,84.139999,970400,82.691704
"2017-12-01",84.230003,84.830002,82.480003,84.580002,862700,83.12413
"2017-12-04",85.389999,85.760002,83.379997,83.43,766300,81.993935
"2017-12-05",83.290001,83.709999,82,82,542200,80.588547
"2017-12-06",82,82.389999,81.389999,81.790001,533200,80.382156
"2017-12-07",82.07,83.160004,82.010002,83.110001,643500,81.679443
"2017-12-08",83.779999,83.779999,82.300003,82.459999,562200,81.040627
"2017-12-11",82.150002,82.419998,81.440002,82.169998,732300,80.755615
"2017-12-12",82.199997,82.410004,81.68,82.150002,427000,80.735962
"2017-12-13",82.519997,83.209999,81.849998,82.639999,732400,81.217522
"2017-12-14",82.68,83.150002,81.589996,81.68,586000,80.274048
"2017-12-15",82.150002,82.75,81.790001,82.279999,1256800,81.02243
"2017-12-18",82.879997,83.440002,82.43,82.559998,856000,81.298149
"2017-12-19",82.470001,82.470001,80.040001,80.07,1188200,78.846222
"2017-12-20",80.389999,81.459999,80.040001,81,981300,79.761993
"2017-12-21",81.470001,81.75,80.910004,81,613800,79.761993
"2017-12-22",81.099998,82.059998,80.25,80.339996,347900,79.112091
"2017-12-26",80.290001,80.769997,80.010002,80.389999,251400,79.161316
"2017-12-27",80.660004,80.769997,79.989998,80,479300,78.777275
"2017-12-28",80.25,80.709999,78.669998,79.559998,1124100,78.344002
"2017-12-29",80,80.290001,78.82,79.559998,662900,78.344002
"2018-01-02",80.07,80.07,79.190002,79.910004,645400,78.68866
"2018-01-03",80.220001,80.910004,79.660004,80.25,1117400,79.02346
"2018-01-04",80.620003,81.489998,80.349998,81.370003,1211700,80.126335
"2018-01-05",81.779999,82.449997,81.099998,81.57,851100,80.323273
"2018-01-08",81.349998,81.699997,80.919998,81.239998,539100,79.998337
"2018-01-09",81.550003,83.900002,81.160004,82.93,925500,81.662491
"2018-01-10",82.760002,83.349998,82.129997,82.599998,851500,81.33754
"2018-01-11",82.599998,84.550003,82.599998,84.379997,987900,83.09034
"2018-01-12",84.32,85.269997,83.760002,85.040001,904200,83.740242
"2018-01-16",85.309998,86,83.639999,84.07,652800,82.78508
"2018-01-17",84.639999,84.639999,83.550003,84.209999,740900,82.922935
"2018-01-18",84.300003,84.730003,83.75,84.050003,554500,82.765373
"2018-01-19",84.389999,86.279999,83.980003,86.230003,890200,84.912064
"2018-01-22",85.860001,86.089996,84.559998,85.800003,477500,84.488632
"2018-01-23",85.660004,85.660004,84.709999,85.349998,675700,84.045509
"2018-01-24",85.720001,86.580002,84.919998,85.580002,487000,84.271996
"2018-01-25",86.050003,86.300003,85,85.349998,345400,84.045509
"2018-01-26",85.849998,86.410004,85.349998,86.370003,594900,85.049919
"2018-01-29",86.300003,87.07,86.160004,86.68,590700,85.355186
"2018-01-30",86.18,86.639999,85.440002,85.440002,527300,84.134148
"2018-01-31",85.629997,86.82,85.510002,86.110001,902500,84.793892
"2018-02-01",85.839996,86.989998,84.790001,85.169998,528500,83.868256
"2018-02-02",84.470001,84.599998,81.419998,81.849998,895700,80.598999
"2018-02-05",81.489998,82.349998,79.010002,79.110001,962300,77.900894
"2018-02-06",77.650002,80.93,76.760002,80.110001,1131400,78.885605
"2018-02-07",79.739998,81.199997,79.739998,79.959999,578300,78.737885
"2018-02-08",79.919998,80.239998,77.239998,77.32,894000,76.138237
"2018-02-09",78.209999,79.019997,76.150002,78.489998,1267400,77.290352
"2018-02-12",79.150002,80.400002,78.980003,79.75,1009900,78.531105
"2018-02-13",79.470001,80.400002,78.940002,79.650002,623100,78.432625
"2018-02-14",78.93,80.5,78.75,79.970001,1074400,78.747734
