"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2008-10-06",31.610001,33.880001,29.49,31.790001,2829400,24.519552
"2008-10-07",30.9,32.110001,28.280001,28.34,2795800,21.858576
"2008-10-08",27.33,28,23.629999,25.809999,5633300,19.907196
"2008-10-09",26.35,26.91,20.6,20.6,6517900,15.888736
"2008-10-10",19.889999,22.67,16.51,21.620001,6966200,16.675459
"2008-10-13",22.870001,25.790001,22.190001,25.52,4248800,19.683516
"2008-10-14",26.02,30.879999,26.02,30.299999,6684200,23.370317
"2008-10-15",29,29.309999,25.57,25.790001,3971600,19.891768
"2008-10-16",25.559999,26.5,21.77,23.85,5242900,18.395447
"2008-10-17",23.27,26.41,23.129999,24.790001,3168900,19.120476
"2008-10-20",25.01,26.82,24.6,26.629999,3265600,20.53966
"2008-10-21",26.110001,27.1,25.139999,25.75,2599100,19.860914
"2008-10-22",24.870001,24.870001,21,21.82,3730900,16.829718
"2008-10-23",21.92,22.59,19.969999,21.790001,3713400,16.806576
"2008-10-24",19.530001,21.83,19.08,21.43,3727300,16.528912
"2008-10-27",20.440001,21.98,20.110001,20.15,3400100,15.541652
"2008-10-28",20.93,24.040001,20.120001,23.83,3994900,18.380026
"2008-10-29",23.83,24,21.57,21.790001,3326600,16.806576
"2008-10-30",22.99,23.5,18.610001,19,6133200,14.654658
"2008-10-31",18.870001,21.639999,17.040001,21.6,7211700,16.660032
"2008-11-03",21.49,21.889999,21,21.719999,4546800,16.752583
"2008-11-04",22.200001,23.57,22.1,23.459999,3874000,18.094646
"2008-11-05",23.040001,24.26,21.59,21.75,2646500,16.898174
"2008-11-06",21.51,22.35,19.4,19.65,3142500,15.266627
"2008-11-07",20.09,21.209999,19.709999,21.030001,2211600,16.338787
"2008-11-10",21.379999,21.379999,18.889999,19.440001,2556900,15.103467
"2008-11-11",19.129999,19.17,17.370001,17.91,2972100,13.91477
"2008-11-12",18,19.33,17.190001,17.389999,5439600,13.510773
"2008-11-13",17.969999,19.809999,16.43,19.74,6380200,15.336553
"2008-11-14",19.209999,20.1,17.700001,18,5301200,13.984696
"2008-11-17",17.76,17.99,16.190001,16.309999,4082300,12.67169
"2008-11-18",16.370001,16.559999,15.2,16,5303800,12.430844
"2008-11-19",15.68,16.01,13.74,13.96,4366800,10.845909
"2008-11-20",13.6,14.66,12.57,12.92,4991900,10.037903
"2008-11-21",12.99,13.72,11.74,12.37,6927100,9.610595
"2008-11-24",14.4,16.040001,13.17,15.81,5537000,12.283226
"2008-11-25",16.23,17.43,15.15,16.98,5340400,13.192227
"2008-11-26",15.94,17.9,15.65,17.809999,3490200,13.83708
"2008-11-28",17.73,18.5,17.700001,18.459999,1143800,14.342082
"2008-12-01",17.360001,17.52,14.85,15.44,5310200,11.995762
"2008-12-02",15.8,17.25,15.2,17.01,4677000,13.215537
"2008-12-03",16.290001,17.620001,15.82,17.389999,3825200,13.510773
"2008-12-04",16.879999,17.84,16.299999,16.799999,3401300,13.052384
"2008-12-05",16.5,21.77,16.280001,21.309999,7294900,16.556328
"2008-12-08",22.040001,22.790001,19.65,20.57,5288900,15.981397
"2008-12-09",20.129999,21.26,19.809999,20.34,3954400,15.802712
"2008-12-10",20.5,21.42,20.33,21.209999,2767700,16.478634
"2008-12-11",20.950001,21.870001,19.99,20.23,3788000,15.717249
"2008-12-12",19.309999,20.860001,19.1,20.469999,2543500,15.903706
"2008-12-15",20.59,20.82,18.469999,18.780001,2352000,14.590698
"2008-12-16",19.299999,22.040001,19.059999,21.799999,4625600,16.937021
"2008-12-17",21.209999,22.33,20.49,21.940001,3373600,17.04579
"2008-12-18",21.82,22.459999,20.950001,21.040001,3407100,16.346556
"2008-12-19",21.48,22.940001,21.059999,22.85,3193800,17.7528
"2008-12-22",22.82,22.82,20.08,20.559999,3532800,15.973631
"2008-12-23",20.969999,21.129999,19.93,19.99,1840200,15.530779
"2008-12-24",20.25,20.57,19.74,20.559999,626300,15.973631
"2008-12-26",20.700001,20.870001,19.700001,20.049999,1105300,15.577401
"2008-12-29",20,20.040001,19.01,19.75,1540600,15.344317
"2008-12-30",19.809999,22.030001,19.809999,21.91,2383700,17.022486
"2008-12-31",22.1,23.51,21.9,23.360001,2869300,18.149031
"2009-01-02",23.4,24.209999,22.43,24,3214400,18.646267
"2009-01-05",23.82,24.440001,23.09,24.139999,3226900,18.755026
"2009-01-06",24.360001,25.610001,24.08,25.1,4051200,19.500881
"2009-01-07",24.34,24.58,22.799999,23,3699300,17.869335
"2009-01-08",22.76,23.82,22.48,23.799999,2986300,18.490875
"2009-01-09",24.040001,24.120001,22.67,22.799999,3198600,17.713949
"2009-01-12",23.219999,23.219999,20.639999,20.940001,3179400,16.26886
"2009-01-13",20.59,22.049999,20.379999,21.6,2652100,16.781637
"2009-01-14",20.799999,20.940001,19.440001,20.08,3789900,15.600709
"2009-01-15",20.1,21.040001,18.879999,19.969999,4128300,15.515242
"2009-01-16",20.75,21.58,19.93,21.309999,5900100,16.556328
"2009-01-20",20.139999,21.290001,17.58,17.58,5735400,13.658386
"2009-01-21",18.1,20.82,17.620001,20.51,6885300,15.934789
"2009-01-22",19.75,20.85,18.82,19.18,4716600,14.901474
"2009-01-23",18.09,20.07,18.09,19.459999,5137400,15.119015
"2009-01-26",19.639999,21.1,19.27,19.92,4014200,15.476397
"2009-01-27",20.35,20.700001,19.5,20.48,2946200,15.911477
"2009-01-28",21.59,22.799999,21.23,22.120001,6232000,17.18564
"2009-01-29",21.280001,22.129999,20,21.24,4245400,16.501944
"2009-01-30",21.6,21.84,19.9,20.15,3454900,15.655096
"2009-02-02",19.49,21.540001,19.219999,21.34,3895400,16.579638
"2009-02-03",21.639999,21.719999,19.799999,20.83,3921200,16.183407
"2009-02-04",20.99,21.559999,20.459999,20.780001,3855400,16.277397
"2009-02-05",20.58,22.43,20.27,21.870001,4015000,17.131224
"2009-02-06",22.27,22.66,21.35,21.68,6629300,16.982395
"2009-02-09",21.66,22.610001,21.129999,21.83,4051500,17.099888
"2009-02-10",21.549999,22.059999,19.65,19.870001,5162300,15.564586
"2009-02-11",20.33,20.85,19.629999,20.809999,2879200,16.300901
"2009-02-12",19.76,21.120001,19.540001,20.940001,3308400,16.402727
"2009-02-13",20.75,21.129999,20.32,20.459999,2866500,16.026739
"2009-02-17",19.309999,19.639999,17.98,18.040001,4961300,14.131102
"2009-02-18",18.33,18.91,17.49,18.610001,5745400,14.577597
"2009-02-19",18.700001,19,16.969999,17.09,4688000,13.386947
"2009-02-20",16.43,17.719999,15.91,17.15,6031400,13.433944
"2009-02-23",17.469999,17.700001,15.88,15.99,4746400,12.525296
"2009-02-24",16.110001,17.790001,15.93,17.75,4529500,13.903938
"2009-02-25",17.440001,17.639999,16.32,16.879999,5049800,13.222451
"2009-02-26",17.58,17.690001,16.35,16.700001,3881900,13.081453
"2009-02-27",16.040001,16.59,15.55,15.94,3879500,12.486129
"2009-03-02",15.24,15.91,14.86,14.99,4579900,11.741973
"2009-03-03",15.21,15.22,14.31,14.57,4221700,11.412978
"2009-03-04",15.2,15.88,14.32,15.47,4287700,12.11797
"2009-03-05",15.02,15.4,13.84,14.21,4978600,11.130982
"2009-03-06",14.45,14.72,13.5,14.2,4953300,11.123154
"2009-03-09",14.24,14.72,13.53,13.8,3871700,10.80982
"2009-03-10",14.26,15.71,14.01,15.69,5233900,12.290299
"2009-03-11",15.79,16.969999,15.25,16.67,4642200,13.057955
"2009-03-12",16.33,17.870001,16.02,17.74,4289600,13.896104
"2009-03-13",17.940001,18.440001,17.17,17.91,3380600,14.029267
"2009-03-16",18.35,18.75,16.76,16.870001,4591300,13.214619
"2009-03-17",17.02,18.309999,16.84,18.280001,4812100,14.319098
"2009-03-18",17.700001,20.299999,17.6,20.17,6902500,15.799576
"2009-03-19",20.549999,20.549999,19.219999,19.389999,4788600,15.188583
"2009-03-20",19.209999,19.690001,18.57,18.73,4340000,14.671594
"2009-03-23",19.59,21.889999,19.43,21.860001,4805800,17.123383
"2009-03-24",20.690001,21.82,20.139999,20.6,4236800,16.136406
"2009-03-25",20.620001,21.52,19.91,21.299999,3550600,16.684731
"2009-03-26",21.700001,21.77,20.82,21.5,4202000,16.841391
"2009-03-27",20.780001,21.360001,20.6,20.709999,3022600,16.222565
"2009-03-30",19.209999,20.35,18.76,18.889999,3650000,14.796926
"2009-03-31",19.370001,20.73,19.209999,20.49,4187300,16.05024
"2009-04-01",19.76,21.15,19.76,21,2829200,16.449728
"2009-04-02",21.780001,22.26,21.360001,21.77,4404500,17.052889
"2009-04-03",21.92,22.889999,21.52,22.84,2788500,17.891039
"2009-04-06",22.360001,22.620001,21.610001,22.110001,3071100,17.31922
"2009-04-07",21.389999,21.389999,20.629999,20.629999,2786700,16.159903
"2009-04-08",21.32,22.08,21.32,22.01,3203900,17.240883
"2009-04-09",22.99,24.26,22.5,24.18,4115500,18.940693
"2009-04-13",22.950001,24.68,22.940001,24.309999,3054300,19.042524
"2009-04-14",23.610001,23.959999,21.99,22.15,4245400,17.350548
"2009-04-15",21.469999,23.59,21.41,23.51,3345900,18.415859
"2009-04-16",23.690001,24.84,23.110001,24.620001,4572200,19.285345
"2009-04-17",24.780001,25.26,23.950001,24.860001,3980800,19.473343
"2009-04-20",25.51,25.559999,23.719999,23.77,6104200,18.619528
"2009-04-21",23.030001,24.23,22.209999,24.200001,6732900,18.956354
"2009-04-22",24.370001,26.450001,23.82,25.35,8391100,19.857176
"2009-04-23",25.299999,26.360001,24.66,26.17,3807600,20.499495
"2009-04-24",26.18,26.879999,25.370001,26.440001,3844500,20.710991
"2009-04-27",25.66,26.549999,25.65,25.879999,2869000,20.272343
"2009-04-28",25.120001,26.23,24.719999,24.860001,4098800,19.473343
"2009-04-29",25.1,26.440001,24.959999,26.32,4339100,20.616995
"2009-04-30",26.440001,26.889999,25.98,26.35,2905900,20.774677
"2009-05-01",26.34,26.459999,25.83,26.450001,3387700,20.853523
"2009-05-04",25.93,26.9,25.26,26.860001,4851200,21.176764
"2009-05-05",26.35,26.690001,26,26.23,2903500,20.680069
"2009-05-06",26.93,27.91,26.110001,27.6,3817100,21.760195
"2009-05-07",28.43,29.549999,26.74,26.9,4206000,21.208302
"2009-05-08",27.389999,29.049999,27.280001,29.02,4867300,22.879738
"2009-05-11",27.870001,28.15,25.969999,26.110001,4334300,20.585457
"2009-05-12",26.290001,26.620001,24.91,25.66,4236800,20.230667
"2009-05-13",25.290001,25.540001,24.290001,24.459999,3666000,19.28458
"2009-05-14",24.389999,25.48,24.139999,25.059999,2676500,19.757627
"2009-05-15",25.110001,26.08,24.559999,25.4,3024500,20.025682
"2009-05-18",25.940001,27.610001,25.459999,27.440001,4330300,21.634047
"2009-05-19",27.299999,29.48,26.889999,28.940001,6921600,22.816668
"2009-05-20",29.42,29.84,27.58,28.059999,4554800,22.122866
"2009-05-21",27.6,28.43,27.26,28.370001,3012000,22.367271
"2009-05-22",28.48,29.08,28.17,28.73,2911300,22.651096
"2009-05-26",28.459999,29.790001,28.059999,29.719999,3590000,23.431631
"2009-05-27",29.799999,30.08,28.5,28.65,4094200,22.588028
"2009-05-28",29.040001,29.5,28.42,29.48,2790500,23.242407
"2009-05-29",29.35,30.25,28.59,30.200001,2991300,23.810072
"2009-06-01",30.549999,31.16,30,30.93,4380900,24.385609
"2009-06-02",30.77,31.129999,29.879999,29.969999,4823600,23.628729
"2009-06-03",29.42,29.879999,28.959999,29.389999,3839500,23.171453
"2009-06-04",29.67,30.65,29.33,30.549999,3749600,24.086008
"2009-06-05",30.959999,30.969999,29.299999,29.65,4173900,23.376438
"2009-06-08",29.34,29.52,28.27,28.540001,4702900,22.501303
"2009-06-09",28.690001,29.110001,28.32,28.389999,4113500,22.383038
"2009-06-10",27.02,27.540001,25.65,26.33,7788300,20.758907
"2009-06-11",26.190001,26.530001,25.620001,25.690001,6102200,20.254326
"2009-06-12",24.99,25.01,24.25,24.32,34678200,19.174196
"2009-06-15",24.24,24.799999,24.08,24.780001,9249200,19.536869
"2009-06-16",24.790001,24.85,24.190001,24.41,5218900,19.245157
"2009-06-17",24.299999,24.4,23.76,23.85,5617400,18.803646
"2009-06-18",23.93,24.190001,23.75,23.84,4392400,18.795757
"2009-06-19",24.049999,24.08,23.440001,24,6816300,18.921907
"2009-06-22",23.629999,23.860001,22.75,22.790001,6262000,17.967928
"2009-06-23",22.969999,23.209999,22.549999,23.01,4763800,18.141382
"2009-06-24",23.219999,24.15,23.09,23.950001,4715400,18.882484
"2009-06-25",23.709999,24.17,23.530001,24.030001,3155000,18.945559
"2009-06-26",23.950001,24.1,23.66,23.889999,2909300,18.835182
"2009-06-29",23.629999,24.299999,23.559999,24.15,3662600,19.040173
"2009-06-30",24.18,24.41,23.780001,24.27,5417800,19.134781
"2009-07-01",24.4,24.870001,24,24.610001,3113900,19.40284
"2009-07-02",24.27,24.49,23.34,23.34,3091600,18.401554
"2009-07-06",23.190001,23.73,22.950001,23.73,3191900,18.709032
"2009-07-07",23.49,23.700001,22.530001,22.57,2765400,17.794479
"2009-07-08",22.77,22.84,21.6,22.01,3929500,17.352961
"2009-07-09",22.35,22.84,22.23,22.530001,2108300,17.762938
"2009-07-10",22.290001,22.450001,21.959999,22.139999,2001400,17.45546
"2009-07-13",22.52,23.43,22.02,23.43,2996000,18.472509
"2009-07-14",23.370001,23.530001,22.860001,23.51,1946900,18.53558
"2009-07-15",23.82,24.66,23.780001,24.4,2977800,19.237276
"2009-07-16",24.09,24.91,23.85,24.690001,2331300,19.465912
"2009-07-17",24.690001,24.84,24.25,24.629999,1986200,19.418604
"2009-07-20",24.73,25.049999,24.58,24.950001,2407800,19.670908
"2009-07-21",24.969999,25.15,24.629999,25.1,3301700,19.789165
"2009-07-22",24.74,25.15,24.65,24.99,2641100,19.702433
"2009-07-23",25.08,26.48,24.860001,26.17,4818900,20.632763
"2009-07-24",24.66,26.290001,24.09,25.77,6799300,20.317402
"2009-07-27",25.809999,27.290001,25.780001,27.219999,4364700,21.460598
"2009-07-28",26.91,27.219999,26.27,26.690001,4063600,21.042736
"2009-07-29",26.629999,26.74,25.99,26.58,2565700,20.956011
"2009-07-30",26.719999,28.290001,26.59,28.040001,4240600,22.249401
"2009-07-31",27.969999,28.25,27.73,27.799999,3983200,22.058956
"2009-08-03",28.51,28.51,27.52,27.719999,3531300,21.995485
"2009-08-04",27.6,28.34,27.35,28.309999,2570200,22.46364
"2009-08-05",28.190001,28.98,27.59,28.790001,2793700,22.844517
"2009-08-06",29.16,29.41,27.799999,28,3938300,22.217655
"2009-08-07",28.43,29.93,28.190001,29.6,3962300,23.487244
"2009-08-10",29.549999,29.74,28.73,29.120001,1676400,23.106365
"2009-08-11",28.99,29.129999,27.709999,27.82,2673800,22.074827
"2009-08-12",27.9,29.25,27.6,28.719999,2108200,22.788973
"2009-08-13",28.93,29.34,28.610001,29.17,1825700,23.14604
"2009-08-14",29,29.16,28.59,28.860001,2389900,22.900055
"2009-08-17",28.24,28.5,27.33,27.360001,2148000,21.709818
"2009-08-18",27.530001,28.1,27.52,28.040001,2003900,22.249401
"2009-08-19",27.6,28.110001,27.4,28.030001,1397700,22.241463
"2009-08-20",28.09,29.18,28.049999,29.15,2451500,23.130169
"2009-08-21",29.25,29.870001,29,29.82,2318700,23.661804
"2009-08-24",29.98,30.450001,29.459999,29.66,2301900,23.53484
"2009-08-25",29.99,30.620001,29.790001,30.360001,2695900,24.090296
"2009-08-26",30.190001,30.32,29.68,29.82,2594500,23.661804
"2009-08-27",29.99,30.08,29.190001,30.059999,1952700,23.85224
"2009-08-28",30.360001,30.389999,29.65,30.200001,1351900,23.963333
"2009-08-31",29.709999,30.18,29.530001,30.030001,2616300,23.828436
"2009-09-01",30,30.040001,28.07,28.25,3623700,22.416027
"2009-09-02",28.43,28.43,27.74,28.01,2362400,22.225594
"2009-09-03",28.41,28.93,28.030001,28.91,2224900,22.939728
"2009-09-04",28.91,29.120001,28.59,29,1770900,23.011148
"2009-09-08",29.389999,29.6,28.879999,29.57,1986900,23.463427
"2009-09-09",29.549999,30.120001,29.190001,30.1,1907100,23.88398
"2009-09-10",30.030001,31.030001,29.389999,31,2625500,24.598124
"2009-09-11",31.08,31.139999,30.23,30.25,2617100,24.003006
"2009-09-14",29.860001,31.66,29.83,31.629999,2966100,25.098015
"2009-09-15",31.75,31.98,31.389999,31.719999,2571600,25.169432
"2009-09-16",31.85,33.310001,31.690001,33.060001,3723500,26.232706
"2009-09-17",33,33.66,32.59,32.630001,2322200,25.891504
"2009-09-18",32.84,33.02,32.240002,32.759998,2769100,25.994658
"2009-09-21",32.470001,32.700001,32.169998,32.27,2088400,25.605854
"2009-09-22",32.700001,33.16,32.490002,32.880001,3200400,26.089876
"2009-09-23",32.75,33.130001,32.02,32.09,2005600,25.46302
"2009-09-24",32.259998,32.259998,30.92,31.27,2259700,24.812361
"2009-09-25",30.950001,31.389999,30.41,30.940001,2704500,24.550512
"2009-09-28",31.120001,32.740002,31.059999,32.73,1762200,25.97085
"2009-09-29",32.970001,33.389999,32.279999,32.34,1978000,25.661394
"2009-09-30",36.150002,37.360001,34.389999,36.330002,11595000,28.827417
"2009-10-01",35.790001,37.720001,35.790001,36.970001,8959200,29.335241
"2009-10-02",36.23,37.799999,36.119999,36.43,5499100,28.906757
"2009-10-05",36.82,36.82,35.650002,36.200001,5405800,28.724258
"2009-10-06",36.689999,36.93,35.82,36.48,3094400,28.94644
"2009-10-07",36.290001,36.75,35.990002,36.75,2384800,29.160671
"2009-10-08",37,37.150002,36.610001,36.919998,3077300,29.295565
"2009-10-09",36.939999,37.060001,36.509998,36.669998,2893100,29.097193
"2009-10-12",37.110001,37.470001,36.73,36.91,2079900,29.28763
"2009-10-13",35.830002,36.259998,35.549999,35.830002,3547900,28.430668
"2009-10-14",36.369999,37.709999,36.299999,37.630001,3584500,29.858946
"2009-10-15",37.240002,37.59,36.43,37.259998,2144700,29.565351
"2009-10-16",36.490002,36.720001,35.639999,36.099998,2846400,28.644911
"2009-10-19",36.369999,36.68,36.099998,36.5,1673200,28.962301
"2009-10-20",36.349998,36.720001,35.549999,35.68,2473800,28.311638
"2009-10-21",35.549999,36.599998,35.43,35.490002,3450200,28.160879
"2009-10-22",37.360001,38.349998,36.419998,38.240002,5944100,30.342976
"2009-10-23",38.349998,38.349998,36.689999,37.07,4643700,29.414597
"2009-10-26",37.029999,37.810001,36.27,36.630001,3147400,29.065462
"2009-10-27",36.77,36.84,35.93,36.060001,3139400,28.613176
"2009-10-28",35.889999,36.32,35.220001,35.23,6646200,27.954582
"2009-10-29",35.720001,35.720001,34.91,35.490002,7018900,28.297426
"2009-10-30",35.110001,35.470001,34.490002,34.669998,6102400,27.643618
"2009-11-02",34.970001,35.830002,34.139999,35.200001,3238600,28.066206
"2009-11-03",34.790001,35.900002,34.669998,35.240002,3439500,28.098095
"2009-11-04",35.82,38,35.740002,36.990002,5664800,29.493429
"2009-11-05",36.830002,37.700001,36.560001,37.23,3458000,29.684792
"2009-11-06",36.68,37.919998,36.25,37.830002,2623900,30.163191
"2009-11-09",38.25,39.209999,37.98,39.169998,2274100,31.231617
"2009-11-10",39.02,39.02,38.52,38.68,2503200,30.840927
"2009-11-11",39.119999,39.799999,38.93,39.139999,1852400,31.207697
"2009-11-12",38.720001,39.330002,38.330002,38.43,1494900,30.641598
"2009-11-13",38.490002,39.66,38.470001,39.09,2531800,31.167835
"2009-11-16",39.630001,40,38.650002,38.799999,3641200,30.936605
"2009-11-17",38.59,39.09,38.18,38.32,2961400,30.553883
"2009-11-18",38.25,38.599998,38.119999,38.459999,3054700,30.665516
"2009-11-19",38,38.299999,37.369999,37.799999,3037900,30.139277
"2009-11-20",37.509998,37.91,37.360001,37.57,2170500,29.955881
"2009-11-23",38,38.549999,37.950001,38.310001,1840500,30.545912
"2009-11-24",38.259998,38.310001,37.75,38.139999,1868200,30.410364
"2009-11-25",38.259998,38.43,38.049999,38.139999,1127700,30.410364
"2009-11-27",36.77,37.610001,36.169998,37.049999,1229600,29.541264
"2009-11-30",37.139999,38.209999,37.049999,38.119999,2427600,30.394419
"2009-12-01",38.490002,39.09,38.040001,38.919998,3230900,31.032284
"2009-12-02",39.009998,39.110001,38.5,38.869999,2282500,30.992416
"2009-12-03",39.290001,39.560001,38.130001,38.220001,2533900,30.474157
"2009-12-04",38.669998,38.900002,37.73,38.389999,1846300,30.609688
"2009-12-07",38.189999,38.77,37.860001,37.970001,1478200,30.27482
"2009-12-08",37.689999,37.990002,37.299999,37.419998,1714700,29.836279
"2009-12-09",37.41,37.43,36.950001,37.279999,2150600,29.724651
"2009-12-10",37.5,37.98,37.349998,37.689999,3147400,30.051567
"2009-12-11",37.700001,38.580002,37.700001,38.439999,2585700,30.649561
"2009-12-14",38.689999,39.110001,38.41,39.040001,1456100,31.127972
"2009-12-15",38.939999,39.450001,38.32,38.400002,3189500,30.617676
"2009-12-16",38.490002,39.049999,37.970001,38,3121700,30.29874
"2009-12-17",37.73,38.34,37.700001,37.810001,1864700,30.147247
"2009-12-18",38.139999,38.380001,37.759998,37.990002,3313300,30.290762
"2009-12-21",38.110001,38.740002,38.040001,38.419998,2673900,30.633604
"2009-12-22",38.419998,38.950001,38.389999,38.860001,1111400,30.984451
"2009-12-23",38.880001,39.349998,38.689999,39.220001,1292700,31.271482
"2009-12-24",39.34,39.57,39.189999,39.52,414400,31.510691
"2009-12-28",39.529999,39.650002,39.200001,39.48,831600,31.478804
"2009-12-29",39.689999,39.689999,39.110001,39.139999,941500,31.207697
"2009-12-30",38.869999,39.09,38.849998,39.060001,1053200,31.143915
"2009-12-31",39.110001,39.240002,38.799999,38.82,1196700,30.952555
"2010-01-04",39.099998,39.970001,38.919998,39.880001,2238700,31.797729
"2010-01-05",39.77,40.810001,39.73,40.810001,2782200,32.539253
"2010-01-06",41.369999,41.549999,40.860001,41.380001,3575200,32.993732
"2010-01-07",41.299999,41.950001,41.099998,41.689999,2992900,33.240894
"2010-01-08",41.380001,41.900002,41.34,41.84,1463600,33.360519
"2010-01-11",41.98,42.98,41.91,42.380001,3510700,33.791073
"2010-01-12",42.060001,42.43,41.32,41.700001,2711400,33.248882
"2010-01-13",41.91,42.279999,41.419998,42.209999,2946700,33.65551
"2010-01-14",41.990002,42.189999,41.59,42.02,1698400,33.504025
"2010-01-15",41.799999,41.849998,41.450001,41.619999,2017600,33.185089
"2010-01-19",41.490002,42.200001,41.290001,42.060001,2086500,33.535919
"2010-01-20",41.75,41.950001,41.32,41.900002,1721200,33.408348
"2010-01-21",41.880001,42.150002,40.34,40.75,2616500,32.491421
"2010-01-22",40.68,40.919998,39.669998,39.759998,2967100,31.702047
"2010-01-25",40.279999,40.959999,40.07,40.43,1541200,32.236263
"2010-01-26",40.18,40.880001,39.889999,40.099998,1996400,31.973148
"2010-01-27",40.139999,40.93,39.880001,40.91,1991000,32.618999
"2010-01-28",41.18,41.279999,39.220001,39.970001,2013300,31.869478
"2010-01-29",40.099998,40.150002,38.009998,38.240002,4036600,30.490103
"2010-02-01",38.5,39.830002,38.41,39.759998,2153600,31.702047
"2010-02-02",39.970001,40.52,39.57,39.98,2020400,31.87746
"2010-02-03",39.75,40,39.029999,39.189999,2333500,31.247574
"2010-02-04",39.360001,39.549999,37.619999,37.619999,4183000,29.995756
"2010-02-05",37.52,38.099998,36.139999,37.93,3264200,30.242922
"2010-02-08",37.619999,38.02,37.23,37.23,2631600,29.684792
"2010-02-09",37.650002,38.07,36.990002,37.93,3471500,30.242922
"2010-02-10",37.549999,38.759998,37.549999,38.540001,3022800,30.867647
"2010-02-11",38.41,38.5,37.91,38.060001,2574500,30.483196
"2010-02-12",37.700001,38.32,37.139999,38.259998,2551400,30.643393
"2010-02-16",38.610001,39.27,38.32,39.259998,1964000,31.444321
"2010-02-17",39.450001,39.970001,39.209999,39.82,2164500,31.89283
"2010-02-18",39.759998,39.889999,39.529999,39.779999,1631000,31.860792
"2010-02-19",39.610001,40.380001,39.560001,40.139999,2382300,32.149128
"2010-02-22",40.189999,40.77,40.110001,40.48,1535900,32.42144
"2010-02-23",40.310001,40.490002,39.59,39.77,1826000,31.852779
"2010-02-24",39.919998,40.689999,39.75,40.650002,2459600,32.55759
"2010-02-25",39.900002,40.259998,39.580002,40.169998,4720200,32.173153
"2010-02-26",40.360001,40.360001,39.84,40.029999,2232700,32.061028
"2010-03-01",40.18,40.5,39.82,40.290001,1734100,32.269264
"2010-03-02",40.419998,40.630001,40.279999,40.5,2380300,32.437454
"2010-03-03",40.740002,40.990002,40.470001,40.66,1492800,32.565613
"2010-03-04",40.73,41.299999,40.650002,41.259998,2376500,33.046165
"2010-03-05",41.59,43,41.580002,42.900002,3868200,34.35968
"2010-03-08",43.009998,43.130001,42.439999,43.040001,2299500,34.471806
"2010-03-09",42.799999,43.029999,42.380001,42.799999,2724500,34.279594
"2010-03-10",42.919998,43.23,42.59,42.849998,3196000,34.319633
"2010-03-11",42.709999,42.849998,42.240002,42.849998,1802700,34.319633
"2010-03-12",43.029999,43.580002,43,43.330002,1792300,34.704075
"2010-03-15",43.169998,43.540001,42.810001,43.450001,1927300,34.800179
"2010-03-16",43.560001,44.040001,43.360001,43.970001,1468200,35.216675
"2010-03-17",44.279999,45.049999,44.049999,44.880001,1715900,35.945518
"2010-03-18",44.709999,45.099998,44.540001,44.82,1364700,35.897461
"2010-03-19",44.18,45.220001,44.060001,44.18,2563400,35.384876
"2010-03-22",43.75,44.450001,43.16,44.389999,1705700,35.553047
"2010-03-23",44.279999,44.84,44.049999,44.689999,1620800,35.793339
"2010-03-24",44.439999,44.91,44.25,44.68,1722400,35.785316
"2010-03-25",45,45.880001,44.68,44.700001,2345800,35.801342
"2010-03-26",44.560001,44.759998,43.720001,43.959999,2515300,35.208664
"2010-03-29",44.18,44.549999,43.950001,44.5,1734600,35.641167
"2010-03-30",44.5,45.450001,44.34,45.27,2377000,36.257877
"2010-03-31",44.959999,45.630001,44.900002,45.360001,2482200,36.329945
"2010-04-01",45.91,46.169998,45.549999,46.169998,2242800,36.978699
"2010-04-05",46.27,46.599998,45.82,46.240002,2876000,37.034775
"2010-04-06",46.02,46.09,45.549999,45.990002,2856400,36.834534
"2010-04-07",45.73,45.970001,45.049999,45.290001,3277600,36.273884
"2010-04-08",45.18,46.07,45.029999,46.009998,1671600,36.850559
"2010-04-09",46.32,46.32,45.849998,46.16,1471400,36.970695
"2010-04-12",46.119999,46.790001,46.119999,46.720001,2185400,37.419205
"2010-04-13",46.529999,47.669998,46.419998,47.59,2746000,38.116016
"2010-04-14",47.889999,48.400002,47.599998,48.330002,2236000,38.70871
"2010-04-15",48.23,48.349998,47.93,48.220001,2665600,38.620605
"2010-04-16",47.93,48.259998,46.509998,47.119999,2397500,37.739586
"2010-04-19",46.810001,47.919998,46.540001,47.669998,2155900,38.180084
"2010-04-20",48.029999,48.459999,47.580002,48.450001,1436500,38.804813
"2010-04-21",48.389999,48.57,47.779999,48.369999,1574100,38.740738
"2010-04-22",47.939999,48.709999,47.439999,48.580002,1687300,38.908943
"2010-04-23",48.400002,49.310001,48.220001,49.049999,2765500,39.28537
"2010-04-26",49,49.540001,48.450001,48.509998,2936000,38.852867
"2010-04-27",46.889999,47.259998,44.68,44.93,5477600,35.985558
"2010-04-28",45.439999,46.900002,45.439999,46.470001,4197500,37.218975
"2010-04-29",46.939999,48.25,46.799999,48.099998,2174000,38.52449
"2010-04-30",47.919998,48.130001,46.349998,46.360001,2658000,37.130882
"2010-05-03",46.669998,47.619999,46.619999,47.5,1720300,38.04393
"2010-05-04",46.599998,47.080002,45.599998,45.919998,1935200,36.778469
"2010-05-05",44.98,46.400002,44.860001,45.509998,2192500,36.593529
